snapshot_date,match_date,winner,loser,player_1,player_2,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner
2023-08-28,2023-08-28,Stefanos Tsitsipas,Milos Raonic,Milos Raonic,Stefanos Tsitsipas,3.55,1.3,0.2816901408450704,0.7692307692307692,BetRivers,Stefanos Tsitsipas,False,True
2023-08-28,2023-08-28,Jakub Mensik,Gregoire Barrere,Gregoire Barrere,Jakub Mensik,1.82,2.0,0.5494505494505494,0.5,Unibet,Jakub Mensik,False,True
2023-08-28,2023-08-28,Casper Ruud,Emilio Nava,Casper Ruud,Emilio Nava,1.15,4.6,0.8695652173913044,0.2173913043478261,LeoVegas,Casper Ruud,True,False
2023-08-28,2023-08-28,Frances Tiafoe,Learner Tien,Frances Tiafoe,Learner Tien,1.01,18.0,0.99009900990099,0.0555555555555555,Betway,Frances Tiafoe,True,False
2023-08-28,2023-08-28,Titouan Droguet,Lorenzo Musetti,Lorenzo Musetti,Titouan Droguet,1.1,6.5,0.9090909090909092,0.1538461538461538,888sport,Titouan Droguet,False,True
2023-08-28,2023-08-28,Rinky Hijikata,Pavel Kotov,Pavel Kotov,Rinky Hijikata,2.05,1.77,0.4878048780487805,0.5649717514124294,Casumo,Rinky Hijikata,False,True
2023-08-28,2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.22,5.3,0.819672131147541,0.1886792452830188,Matchbook,Ben Shelton,True,False
2023-08-28,2023-08-28,Adrian Mannarino,Yosuke Watanuki,Adrian Mannarino,Yosuke Watanuki,1.45,2.75,0.6896551724137931,0.3636363636363636,Betway,Adrian Mannarino,True,False
2023-08-28,2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.57,2.38,0.6369426751592356,0.4201680672268907,Neds,Dominic Thiem,False,True
2023-08-28,2023-08-28,Sebastian Ofner,Nuno Borges,Nuno Borges,Sebastian Ofner,2.15,1.67,0.4651162790697674,0.5988023952095809,Virgin Bet,Sebastian Ofner,False,True
2023-08-28,2023-08-28,Alejandro Davidovich Fokina,Marcos Giron,Alejandro Davidovich Fokina,Marcos Giron,1.34,3.3,0.7462686567164178,0.303030303030303,Unibet,Alejandro Davidovich Fokina,True,False
2023-08-28,2023-08-28,Fabian Marozsan,Richard Gasquet,Fabian Marozsan,Richard Gasquet,2.75,1.45,0.3636363636363636,0.6896551724137931,Betway,Fabian Marozsan,True,False
2023-08-28,2023-08-28,Juan Manuel Cerundolo,Ilya Ivashka,Ilya Ivashka,Juan Manuel Cerundolo,1.38,3.05,0.7246376811594204,0.3278688524590164,Betr,Juan Manuel Cerundolo,False,True
2023-08-28,2023-08-28,Dominic Stricker,Alexei Popyrin,Alexei Popyrin,Dominic Stricker,1.55,2.4,0.6451612903225806,0.4166666666666667,TAB,Dominic Stricker,False,True
2023-08-28,2023-08-28,Tommy Paul,Stefano Travaglia,Stefano Travaglia,Tommy Paul,10.0,1.05,0.1,0.9523809523809524,Betway,Tommy Paul,False,True
2023-08-28,2023-08-28,Taylor Fritz,Steve Johnson,Steve Johnson,Taylor Fritz,12.0,1.05,0.0833333333333333,0.9523809523809524,Neds,Taylor Fritz,False,True
2023-08-28,2023-08-28,Hugo Gaston,Sho Shimabukuro,Hugo Gaston,Sho Shimabukuro,2.04,1.78,0.4901960784313725,0.5617977528089888,Marathon Bet,Hugo Gaston,True,False
2023-08-28,2023-08-28,Bernabe Zapata Miralles,Ethan Quinn,Bernabe Zapata Miralles,Ethan Quinn,1.44,2.75,0.6944444444444444,0.3636363636363636,Barstool Sportsbook,Bernabe Zapata Miralles,True,False
