market_id,player_1,player_2,odds_player_1,odds_player_2,match_id,actual_winner,winner_name,loser_name,match_date
1.223429688,Sofia Kenin,Iga Swiatek,27.0,1.04,e344243315,,,,
1.223429872,Angelique Kerber,Danielle Collins,1000.0,1.39,2713057d7d,,,,
1.223430143,Yoshihito Nishioka,Holger Rune,8.0,1.14,fa8ca7f93e,Holger Rune,Holger Rune,Yoshihito Nishioka,2024-01-15
1.223430239,Elina Svitolina,Taylah Preston,1.11,10.0,8b9dc256f5,,,,
1.223430243,Laslo Djere,Arthur Cazaux,1.95,1.02,389ae74d15,Arthur Cazaux,Arthur Cazaux,Laslo Djere,2024-01-15
1.223430339,Jiri Vesely,Arthur Fils,9.6,1.1,067af8f614,Arthur Fils,Arthur Fils,Jiri Vesely,2024-01-15
1.22343038,Marie Bouzkova,Linda Noskova,34.0,1.01,bccb5f6acc,,,,
1.223430474,Karolina Pliskova,Elena Rybakina,120.0,1.14,4a618e1027,,,,
1.223430802,Roman Safiullin,Tallon Griekspoor,100.0,1.01,90096066ce,Tallon Griekspoor,Tallon Griekspoor,Roman Safiullin,2024-01-15
1.223431003,Bernabe Zapata Miralles,Jiri Lehecka,14.5,1.08,3983c375ee,Jiri Lehecka,Jiri Lehecka,Bernabe Zapata Miralles,2024-01-15
1.2234315,Juan Pablo Varillas,Cameron Norrie,500.0,1.15,447110811b,Cameron Norrie,Cameron Norrie,Juan Pablo Varillas,2024-01-15
1.223431506,Katerina Siniakova,Jaqueline Cristian,1.02,36.0,6f8e01aa66,,,,
1.22343151,Federico Coria,Zhizhen Zhang,11.0,1.1,3dbc8f574b,Zhizhen Zhang,Zhizhen Zhang,Federico Coria,2024-01-15
1.223431606,Albert Ramos-Vinolas,Casper Ruud,1000.0,1.05,b22b19179a,Casper Ruud,Casper Ruud,Albert Ramos,2024-01-15
1.223431613,Cristina Bucsa,Anna Blinkova,1.79,1.07,11434158f2,,,,
1.223431861,Grigor Dimitrov,Marton Fucsovics,1.16,6.4,3a38eb70bf,Grigor Dimitrov,Grigor Dimitrov,Marton Fucsovics,2024-01-15
1.223431867,Viktorija Golubic,Veronika Kudermetova,4.2,100.0,fad39887aa,,,,
1.223432051,Maximilian Marterer,Nuno Borges,1.8,2.2,ea73edc960,Nuno Borges,Nuno Borges,Maximilian Marterer,2024-01-15
1.223432302,Miomir Kecmanovic,Yosuke Watanuki,1.36,3.9,4428a81b96,Miomir Kecmanovic,Miomir Kecmanovic,Yosuke Watanuki,2024-01-15
1.223432398,Constant Lestienne,Alejandro Davidovich Fokina,4.9,1.26,627c08c33d,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,Constant Lestienne,2024-01-15
1.223432404,Jan-Lennard Struff,Rinky Hijikata,1.43,3.3,d243015036,Jan Lennard Struff,Jan Lennard Struff,Rinky Hijikata,2024-01-15
1.22343241,Kimberly Birrell,Jelena Ostapenko,9.4,1.14,74209eeb0c,,,,
