match,stake,odds,won,payout,bankroll
,789.3504785585446,1.3,True,1026.155622126108,16023.814714738455
,801.1907357369228,1.32,True,1057.5717711727382,16280.19575017427
,814.0097875087135,1.57,True,1277.9953663886804,16744.181329054238
,837.2090664527119,1.5,False,0.0,15906.972262601526
,795.3486131300764,1.58,False,0.0,15111.62364947145
,755.5811824735725,1.56,True,1178.7066446587733,15534.74911165665
,776.7374555828326,1.96,True,1522.4054129423519,16280.41706901617
,814.0208534508085,1.39,False,0.0,15466.39621556536
,773.3198107782681,1.25,True,966.6497634728352,15659.726168259927
,782.9863084129964,1.51,True,1182.3093257036246,16059.049185550555
,802.9524592775279,1.4,True,1124.133442988539,16380.230169261566
,819.0115084630784,2.88,True,2358.7531443736657,17919.971805172154
,895.9985902586077,2.4,True,2150.3966166206583,19174.369831534204
