market_id,player_1,player_2,odds_player_1,odds_player_2,actual_winner,winner_name,loser_name,match_date
1.215654813,Harriet Dart,Diane Parry,1.57,1.3,Diane Parry,Diane Parry,Harriet Dart,2023-07-03
1.215655521,Shuai Zhang,Donna Vekic,8.0,1.15,Donna Vekic,Donna Vekic,Shuai Zhang,2023-07-03
1.215655549,Anastasia Potapova,Celine Naef,1.21,5.7,Anastasia Potapova,Anastasia Potapova,Celine Naef,2023-07-03
1.21565555,Belinda Bencic,Katie Swan,1.37,130.0,Belinda Bencic,Belinda Bencic,Katie Swan,2023-07-03
1.215655849,Tereza Martincova,Nadia Podoroska,12.0,1.09,Nadia Podoroska,Nadia Podoroska,Tereza Martincova,2023-07-03
1.215656157,Kaia Kanepi,Veronika Kudermetova,21.0,1.04,Veronika Kudermetova,Veronika Kudermetova,Kaia Kanepi,2023-07-03
1.21565619,Yulia Putintseva,Beatriz Haddad Maia,17.5,1.03,Beatriz Haddad Maia,Beatriz Haddad Maia,Yulia Putintseva,2023-07-03
1.215656834,Carol Zhao,Tamara Korpatsch,1.98,2.02,Tamara Korpatsch,Tamara Korpatsch,Carol Zhao,2023-07-03
1.215657518,Sofia Kenin,Cori Gauff,3.95,21.0,Sofia Kenin,Sofia Kenin,Coco Gauff,2023-07-03
1.215657557,Lauren Davis,Jessica Pegula,110.0,1.01,Jessica Pegula,Jessica Pegula,Lauren Davis,2023-07-03
1.215658439,Ons Jabeur,Magdalena Frech,1.01,1000.0,Ons Jabeur,Ons Jabeur,Magdalena Frech,2023-07-03
1.21565844,Madison Keys,Sonay Kartal,1.19,55.0,Madison Keys,Madison Keys,Sonay Kartal,2023-07-03
1.215658974,Elisabetta Cocciaretto,Maria Camila Osorio Serrano,2.84,1.54,Elisabetta Cocciaretto,Elisabetta Cocciaretto,Camila Osorio,2023-07-03
1.215659491,Heather    Watson,Barbora Krejcikova,20.0,1.25,Barbora Krejcikova,Barbora Krejcikova,Heather Watson,2023-07-03
1.215660282,Petra Martic,Linda Fruhvirtova,1.01,100.0,Petra Martic,Petra Martic,Linda Fruhvirtova,2023-07-03
1.215660986,Ekaterina Alexandrova,Emma Navarro,1.02,100.0,Ekaterina Alexandrova,Ekaterina Alexandrova,Emma Navarro,2023-07-03
1.215661026,Petra Kvitova,Jasmine Paolini,1.13,9.4,Petra Kvitova,Petra Kvitova,Jasmine Paolini,2023-07-03
1.215661278,Katie Boulter,Daria Saville,1.66,2.6,Katie Boulter,Katie Boulter,Daria Saville,2023-07-03
1.215661725,Viktorija Golubic,Anna Karolina Schmiedlova,1.03,34.0,Viktorija Golubic,Viktorija Golubic,Anna Karolina Schmiedlova,2023-07-03
1.21566236,Lin Zhu,I Swiatek,15.0,1.07,Iga Swiatek,Iga Swiatek,Lin Zhu,2023-07-03
1.215662379,Caroline Garcia,Katie Volynets,1.19,85.0,Caroline Garcia,Caroline Garcia,Katie Volynets,2023-07-03
1.215662789,Victoria Azarenka,Yue Yuan,1.09,4.0,Victoria Azarenka,Victoria Azarenka,Yue Yuan,2023-07-03
1.215662976,Madison Brengle,Sara Errani,1.03,1000.0,Madison Brengle,Madison Brengle,Sara Errani,2023-07-03
1.21566301,Marketa Vondrousova,Peyton Stearns,1.26,4.9,Marketa Vondrousova,Marketa Vondrousova,Peyton Stearns,2023-07-03
1.215663011,Xiyu Wang,Mirra Andreeva,5.3,1.01,Mirra Andreeva,Mirra Andreeva,Xiyu Wang,2023-07-03
1.215663427,Cristina Bucsa,Kamilla Rakhimova,1.26,4.8,Cristina Bucsa,Cristina Bucsa,Kamilla Rakhimova,2023-07-03
1.215663428,Julia Grabher,Danielle Collins,9.6,1.11,Danielle Collins,Danielle Collins,Julia Grabher,2023-07-03
1.21566395,Anna-Lena Friedsam,Alycia Parks,1.72,2.38,Alycia Parks,Alycia Parks,Anna Lena Friedsam,2023-07-03
1.215664362,Yanina Wickmayer,Anna Blinkova,1.89,2.1,Anna Blinkova,Anna Blinkova,Yanina Wickmayer,2023-07-03
1.215664539,Dalma Galfi,Linda Noskova,3.85,1.36,Dalma Galfi,Dalma Galfi,Linda Noskova,2023-07-03
1.215666036,Jelena Ostapenko,Greet Minnen,1.32,4.1,Jelena Ostapenko,Jelena Ostapenko,Greet Minnen,2023-07-03
1.215666532,Karolina Muchova,Jule Niemeier,290.0,4.4,Jule Niemeier,Jule Niemeier,Karolina Muchova,2023-07-03
1.21566678,Sara Sorribes Tormo,Martina Trevisan,1.4,100.0,Sara Sorribes Tormo,Sara Sorribes Tormo,Martina Trevisan,2023-07-03
