market_id,player_1,player_2,odds_player_1,odds_player_2,actual_winner,winner_name,loser_name,match_date
1.217526055,Jessica Pegula,C Giorgi,1.24,5.5,Jessica Pegula,Jessica Pegula,Camila Giorgi,2023-03-06
1.218050287,Cori Gauff,A Sabalenka,1.01,200.0,Aryna Sabalenka,Aryna Sabalenka,Coco Gauff,2023-03-06
