market_id,player_1,player_2,odds_player_1_x,odds_player_2_x,actual_winner,winner_name,loser_name,match_date,player_1_clean,player_2_clean,selection_id_1,selection_id_2,odds_player_1_y,odds_player_2_y
1.215771546,Novak Djokovic,Jordan Thompson,1.03,100.0,Novak Djokovic,Novak Djokovic,Jordan Thompson,2023-07-03,novak djokovic,jordan thompson,2249229,19924841,1.03,100.0
1.215772428,Jaume Munar,Lorenzo Musetti,6.0,1.2,Lorenzo Musetti,Lorenzo Musetti,Jaume Munar,2023-07-03,jaume munar,lorenzo musetti,9350385,13834991,6.0,1.2
1.215773998,Maximilian Marterer,Michael Mmoh,2.04,1.93,Maximilian Marterer,Maximilian Marterer,Michael Mmoh,2023-07-03,maximilian marterer,michael mmoh,7335940,8798905,2.04,1.93
1.215775171,Alexander Bublik,J.j. Wolf,1.53,2.84,Alexander Bublik,Alexander Bublik,J J Wolf,2023-07-03,alexander bublik,jj wolf,8907933,24339655,1.53,2.84
1.215775398,Daniel Elahi Galan,Oscar Otte,2.6,50.0,Daniel Elahi Galan,Daniel Elahi Galan,Oscar Otte,2023-07-03,daniel elahi galan,oscar otte,8860646,9624731,2.6,50.0
1.215776559,Diego Schwartzman,Jannik Sinner,13.0,1.08,Jannik Sinner,Jannik Sinner,Diego Schwartzman,2023-07-03,diego schwartzman,jannik sinner,8736474,10372253,13.0,1.08
1.215801732,Quentin Halys,Aleksandar Vukic,1.72,2.38,Quentin Halys,Quentin Halys,Aleksandar Vukic,2023-07-03,quentin halys,aleksandar vukic,7287690,8979695,1.72,2.38
1.215824528,Alexandre Muller,Carlos Alcaraz,970.0,1.02,Carlos Alcaraz,Carlos Alcaraz,Alexandre Muller,2023-07-03,alexandre muller,carlos alcaraz,9630445,25215583,970.0,1.02
1.215825686,Guido Pella,Harold Mayot,1.2,6.0,Guido Pella,Guido Pella,Harold Mayot,2023-07-03,guido pella,harold mayot,6162610,17806086,1.2,6.0
1.215825795,Francisco Cerundolo,Jiri Lehecka,180.0,2.08,Jiri Lehecka,Jiri Lehecka,Francisco Cerundolo,2023-07-03,francisco cerundolo,jiri lehecka,11204210,13203243,180.0,2.08
1.215826169,Frances Tiafoe,Dominic Stricker,1.21,5.6,Frances Tiafoe,Frances Tiafoe,Dominic Stricker,2023-07-03,frances tiafoe,dominic stricker,19924839,40400880,1.21,5.6
1.215826434,Corentin Moutet,Roman Safiullin,2.52,1.62,Roman Safiullin,Roman Safiullin,Corentin Moutet,2023-07-03,corentin moutet,roman safiullin,8842291,9125686,2.52,1.62
1.215827156,Milos Raonic,Tommy Paul,100.0,1.01,Tommy Paul,Tommy Paul,Milos Raonic,2023-07-03,milos raonic,tommy paul,4105819,8859306,100.0,1.01
1.215827792,Gregoire Barrere,Denis Shapovalov,17.5,1.05,Denis Shapovalov,Denis Shapovalov,Gregoire Barrere,2023-07-03,gregoire barrere,denis shapovalov,8842295,19924829,17.5,1.05
1.215828684,Adrian Mannarino,Daniil Medvedev,12.0,1.06,Daniil Medvedev,Daniil Medvedev,Adrian Mannarino,2023-07-03,adrian mannarino,daniil medvedev,3066621,19924831,12.0,1.06
1.215831755,Marton Fucsovics,Marcos Giron,1.01,55.0,Marton Fucsovics,Marton Fucsovics,Marcos Giron,2023-07-03,marton fucsovics,marcos giron,4827766,8230256,1.01,55.0
1.215831756,Grigor Dimitrov,Ilya Ivashka,1.19,100.0,Grigor Dimitrov,Grigor Dimitrov,Ilya Ivashka,2023-07-03,grigor dimitrov,ilya ivashka,3120169,19924837,1.19,100.0
1.215832123,Christopher Eubanks,Cameron Norrie,1.04,30.0,Christopher Eubanks,Christopher Eubanks,Cameron Norrie,2023-07-03,christopher eubanks,cameron norrie,7445660,42669524,1.04,30.0
1.215832131,Andy Murray,Stefanos Tsitsipas,65.0,1.01,Stefanos Tsitsipas,Stefanos Tsitsipas,Andy Murray,2023-07-03,andy murray,stefanos tsitsipas,2256509,9193006,65.0,1.01
1.215848147,Quentin Halys,Jannik Sinner,290.0,1.18,Jannik Sinner,Jannik Sinner,Quentin Halys,2023-07-03,quentin halys,jannik sinner,7287690,10372253,290.0,1.18
1.215848848,Holger Rune,Roberto Carballes Baena,1.08,13.0,Holger Rune,Holger Rune,Roberto Carballes Baena,2023-07-03,holger rune,roberto carballes baena,39127965,42313578,1.08,13.0
1.215849254,Maximilian Marterer,Alexander Bublik,6.8,1.15,Alexander Bublik,Alexander Bublik,Maximilian Marterer,2023-07-03,maximilian marterer,alexander bublik,7335940,8907933,6.8,1.15
1.215849263,Lorenzo Musetti,Hubert Hurkacz,100.0,1.01,Hubert Hurkacz,Hubert Hurkacz,Lorenzo Musetti,2023-07-03,lorenzo musetti,hubert hurkacz,13834991,19924838,100.0,1.01
1.215849759,Novak Djokovic,Stan Wawrinka,1.04,21.0,Novak Djokovic,Novak Djokovic,Stan Wawrinka,2023-07-03,novak djokovic,stan wawrinka,2249229,19924832,1.04,21.0
1.215850415,Matteo Berrettini,Alex De Minaur,2.44,200.0,Matteo Berrettini,Matteo Berrettini,Alex De Minaur,2023-07-03,matteo berrettini,alex de minaur,8962036,10109527,2.44,200.0
1.215850426,Jiri Vesely,Christopher O'Connell,400.0,1.82,Christopher Oconnell,Christopher Oconnell,Jiri Vesely,2023-07-03,jiri vesely,christopher o'connell,7032143,8942164,400.0,1.82
1.215851865,Alejandro Davidovich Fokina,Botic Van de Zandschulp,1.01,60.0,Alejandro Davidovich Fokina,Alejandro Davidovich Fokina,Botic Van De Zandschulp,2023-07-03,alejandro davidovich fokina,botic van de zandschulp,9953368,11204614,1.01,60.0
1.215852881,Alexander Zverev,Yosuke Watanuki,1.16,7.2,Alexander Zverev,Alexander Zverev,Yosuke Watanuki,2023-07-03,alexander zverev,yosuke watanuki,19924823,19924830,1.16,7.2
1.215852887,Jason Kubler,Nicolas Jarry,2.34,1.72,Nicolas Jarry,Nicolas Jarry,Jason Kubler,2023-07-03,jason kubler,nicolas jarry,4448756,8260515,2.34,1.72
1.215853997,Liam Broady,Denis Shapovalov,490.0,1.34,Denis Shapovalov,Denis Shapovalov,Liam Broady,2023-07-03,liam broady,denis shapovalov,5626816,19924829,490.0,1.34
1.215854905,Guido Pella,Roman Safiullin,3.05,1.5,Roman Safiullin,Roman Safiullin,Guido Pella,2023-07-03,guido pella,roman safiullin,6162610,9125686,3.05,1.5
1.215855149,Andrey Rublev,David Goffin,1.21,1000.0,Andrey Rublev,Andrey Rublev,David Goffin,2023-07-03,andrey rublev,david goffin,7797771,19924835,1.21,1000.0
1.215856907,Grigor Dimitrov,Frances Tiafoe,1.13,9.2,Grigor Dimitrov,Grigor Dimitrov,Frances Tiafoe,2023-07-03,grigor dimitrov,frances tiafoe,3120169,19924839,1.13,9.2
1.215881766,Marton Fucsovics,Daniil Medvedev,5.4,1.22,Daniil Medvedev,Daniil Medvedev,Marton Fucsovics,2023-07-03,marton fucsovics,daniil medvedev,4827766,19924831,5.4,1.22
1.215885843,Matteo Berrettini,Alexander Zverev,1.01,15.5,Matteo Berrettini,Matteo Berrettini,Alexander Zverev,2023-07-03,matteo berrettini,alexander zverev,8962036,19924823,1.01,15.5
1.215887794,Nicolas Jarry,Carlos Alcaraz,100.0,1.09,Carlos Alcaraz,Carlos Alcaraz,Nicolas Jarry,2023-07-03,nicolas jarry,carlos alcaraz,8260515,25215583,100.0,1.09
1.215888358,Laslo Djere,Stefanos Tsitsipas,1000.0,1.21,Stefanos Tsitsipas,Stefanos Tsitsipas,Laslo Djere,2023-07-03,laslo djere,stefanos tsitsipas,7692106,9193006,1000.0,1.21
1.215890676,Roman Safiullin,Denis Shapovalov,2.46,140.0,Roman Safiullin,Roman Safiullin,Denis Shapovalov,2023-07-03,roman safiullin,denis shapovalov,9125686,19924829,2.46,140.0
1.21589068,Andrey Rublev,Alexander Bublik,1.94,100.0,Andrey Rublev,Andrey Rublev,Alexander Bublik,2023-07-03,andrey rublev,alexander bublik,7797771,8907933,1.94,100.0
1.215891272,Daniel Elahi Galan,Jannik Sinner,17.0,1.06,Jannik Sinner,Jannik Sinner,Daniel Elahi Galan,2023-07-03,daniel elahi galan,jannik sinner,8860646,10372253,17.0,1.06
1.215895237,Novak Djokovic,Hubert Hurkacz,1.03,46.0,Novak Djokovic,Novak Djokovic,Hubert Hurkacz,2023-07-03,novak djokovic,hubert hurkacz,2249229,19924838,1.03,46.0
1.215895552,Alejandro Davidovich Fokina,Holger Rune,46.0,1.03,Holger Rune,Holger Rune,Alejandro Davidovich Fokina,2023-07-03,alejandro davidovich fokina,holger rune,9953368,39127965,46.0,1.03
1.215913291,Christopher Eubanks,Stefanos Tsitsipas,1.01,100.0,Christopher Eubanks,Christopher Eubanks,Stefanos Tsitsipas,2023-07-03,christopher eubanks,stefanos tsitsipas,7445660,9193006,1.01,100.0
1.215913721,Jiri Lehecka,Daniil Medvedev,90.0,1.02,Daniil Medvedev,Daniil Medvedev,Jiri Lehecka,2023-07-03,jiri lehecka,daniil medvedev,13203243,19924831,90.0,1.02
1.215917439,Matteo Berrettini,Carlos Alcaraz,800.0,1.46,Carlos Alcaraz,Carlos Alcaraz,Matteo Berrettini,2023-07-03,matteo berrettini,carlos alcaraz,8962036,25215583,800.0,1.46
1.215931528,Grigor Dimitrov,Holger Rune,26.0,1.04,Holger Rune,Holger Rune,Grigor Dimitrov,2023-07-03,grigor dimitrov,holger rune,3120169,39127965,26.0,1.04
1.215940893,Roman Safiullin,Jannik Sinner,200.0,1.2,Jannik Sinner,Jannik Sinner,Roman Safiullin,2023-07-03,roman safiullin,jannik sinner,9125686,10372253,200.0,1.2
1.215967087,Novak Djokovic,Andrey Rublev,1.1,120.0,Novak Djokovic,Novak Djokovic,Andrey Rublev,2023-07-03,novak djokovic,andrey rublev,2249229,7797771,1.1,120.0
1.215968007,Christopher Eubanks,Daniil Medvedev,1000.0,1.03,Daniil Medvedev,Daniil Medvedev,Christopher Eubanks,2023-07-03,christopher eubanks,daniil medvedev,7445660,19924831,1000.0,1.03
1.215977189,Carlos Alcaraz,Holger Rune,1.26,100.0,Carlos Alcaraz,Carlos Alcaraz,Holger Rune,2023-07-03,carlos alcaraz,holger rune,25215583,39127965,1.26,100.0
1.21600112,Novak Djokovic,Jannik Sinner,1.25,55.0,Novak Djokovic,Novak Djokovic,Jannik Sinner,2023-07-03,novak djokovic,jannik sinner,2249229,10372253,1.25,55.0
1.216024485,Daniil Medvedev,Carlos Alcaraz,290.0,1.43,Carlos Alcaraz,Carlos Alcaraz,Daniil Medvedev,2023-07-03,daniil medvedev,carlos alcaraz,19924831,25215583,290.0,1.43
1.216076972,Novak Djokovic,Carlos Alcaraz,100.0,1.01,Carlos Alcaraz,Carlos Alcaraz,Novak Djokovic,2023-07-03,novak djokovic,carlos alcaraz,2249229,25215583,100.0,1.01
