snapshot_date,match_date,winner,loser,player_1,player_2,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner,winner_name,won
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.08,8.2,0.9259259259259258,0.1219512195121951,Betr,Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.08,8.0,0.9259259259259258,0.125,LiveScore Bet,Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.07,7.0,0.9345794392523364,0.1428571428571428,LeoVegas,Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.06,10.0,0.9433962264150942,0.1,Paddy Power,Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.07,8.5,0.9345794392523364,0.1176470588235294,Betsson,Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.05,9.0,0.9523809523809524,0.1111111111111111,TopSport,Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.08,7.0,0.9259259259259258,0.1428571428571428,FOX Bet,Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.06,8.0,0.9433962264150942,0.125,888sport,Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.07,8.5,0.9345794392523364,0.1176470588235294,Bet Victor,Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.08,7.5,0.9259259259259258,0.1333333333333333,William Hill (US),Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.07,7.97,0.9345794392523364,0.1254705144291091,BlueBet,Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.09,11.0,0.9174311926605504,0.0909090909090909,Betfair,Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.09,11.0,0.9174311926605504,0.0909090909090909,Betfair,Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Andrey Rublev,Max Purcell,Andrey Rublev,Max Purcell,1.09,11.0,0.9174311926605504,0.0909090909090909,Betfair,Andrey Rublev,True,False,Andrey Rublev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.76,2.05,0.5681818181818182,0.4878048780487805,SportsBet,Aslan Karatsev,True,False,Aslan Karatsev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.68,2.15,0.5952380952380952,0.4651162790697674,MyBookie.ag,Aslan Karatsev,True,False,Aslan Karatsev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.65,2.25,0.6060606060606061,0.4444444444444444,1xBet,Aslan Karatsev,True,False,Aslan Karatsev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.69,2.2,0.591715976331361,0.4545454545454545,Bovada,Aslan Karatsev,True,False,Aslan Karatsev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.81,2.13,0.5524861878453039,0.4694835680751174,Pinnacle,Aslan Karatsev,True,False,Aslan Karatsev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.63,2.28,0.6134969325153374,0.4385964912280702,Marathon Bet,Aslan Karatsev,True,False,Aslan Karatsev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.75,2.05,0.5714285714285714,0.4878048780487805,Ladbrokes,Aslan Karatsev,True,False,Aslan Karatsev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.68,2.15,0.5952380952380952,0.4651162790697674,Betclic,Aslan Karatsev,True,False,Aslan Karatsev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.75,2.05,0.5714285714285714,0.4878048780487805,Coral,Aslan Karatsev,True,False,Aslan Karatsev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.75,2.05,0.5714285714285714,0.4878048780487805,Ladbrokes,Aslan Karatsev,True,False,Aslan Karatsev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.6,2.23,0.625,0.4484304932735426,Mr Green,Aslan Karatsev,True,False,Aslan Karatsev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.63,2.28,0.6134969325153374,0.4385964912280702,Unibet,Aslan Karatsev,True,False,Aslan Karatsev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.63,2.28,0.6134969325153374,0.4385964912280702,Casumo,Aslan Karatsev,True,False,Aslan Karatsev,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.63,2.28,0.6134969325153374,0.4385964912280702,Barstool Sportsbook,Aslan Karatsev,True,False,Aslan Karatsev,1
