snapshot_date,match_date,winner,loser,player_1,player_2,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner,winner_name,won
2023-07-03,2023-07-03,Oscar Otte,Dominik Koepfer,Dominik Koepfer,Oscar Otte,2.26,1.62,0.4424778761061947,0.6172839506172839,TopSport,Oscar Otte,False,True,Oscar Otte,0
2023-07-03,2023-07-03,Oscar Otte,Dominik Koepfer,Dominik Koepfer,Oscar Otte,2.15,1.65,0.4651162790697674,0.6060606060606061,FOX Bet,Oscar Otte,False,True,Oscar Otte,0
2023-07-03,2023-07-03,Oscar Otte,Dominik Koepfer,Dominik Koepfer,Oscar Otte,2.2,1.67,0.4545454545454545,0.5988023952095809,Bet Victor,Oscar Otte,False,True,Oscar Otte,0
2023-07-03,2023-07-03,Oscar Otte,Dominik Koepfer,Dominik Koepfer,Oscar Otte,2.2,1.67,0.4545454545454545,0.5988023952095809,William Hill (US),Oscar Otte,False,True,Oscar Otte,0
2023-07-03,2023-07-03,Oscar Otte,Dominik Koepfer,Dominik Koepfer,Oscar Otte,2.2,1.65,0.4545454545454545,0.6060606060606061,BlueBet,Oscar Otte,False,True,Oscar Otte,0
2023-07-03,2023-07-03,Oscar Otte,Dominik Koepfer,Dominik Koepfer,Oscar Otte,2.34,1.72,0.4273504273504274,0.5813953488372093,Betfair,Oscar Otte,False,True,Oscar Otte,0
2023-07-03,2023-07-03,Oscar Otte,Dominik Koepfer,Dominik Koepfer,Oscar Otte,2.34,1.72,0.4273504273504274,0.5813953488372093,Betfair,Oscar Otte,False,True,Oscar Otte,0
2023-07-03,2023-07-03,Oscar Otte,Dominik Koepfer,Dominik Koepfer,Oscar Otte,2.34,1.72,0.4273504273504274,0.5813953488372093,Betfair,Oscar Otte,False,True,Oscar Otte,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.5,2.54,0.6666666666666666,0.3937007874015747,SportsBet,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.51,2.56,0.6622516556291391,0.390625,Marathon Bet,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.51,2.51,0.6622516556291391,0.398406374501992,MyBookie.ag,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.54,2.55,0.6493506493506493,0.3921568627450981,Bovada,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.53,2.5,0.6535947712418301,0.4,William Hill,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.54,2.66,0.6493506493506493,0.3759398496240601,Pinnacle,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.51,2.5,0.6622516556291391,0.4,Betclic,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.53,2.45,0.6535947712418301,0.4081632653061224,Ladbrokes,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.53,2.45,0.6535947712418301,0.4081632653061224,Coral,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.53,2.45,0.6535947712418301,0.4081632653061224,Ladbrokes,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.49,2.65,0.6711409395973155,0.3773584905660377,Barstool Sportsbook,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.49,2.65,0.6711409395973155,0.3773584905660377,BetRivers,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.45,2.6,0.6896551724137931,0.3846153846153846,Mr Green,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.49,2.65,0.6711409395973155,0.3773584905660377,Unibet,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.49,2.65,0.6711409395973155,0.3773584905660377,Casumo,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.53,2.45,0.6535947712418301,0.4081632653061224,Neds,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.52,2.68,0.6578947368421053,0.3731343283582089,LowVig.ag,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.56,2.45,0.641025641025641,0.4081632653061224,DraftKings,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.5,2.55,0.6666666666666666,0.3921568627450981,TAB,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.52,2.68,0.6578947368421053,0.3731343283582089,BetOnline.ag,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.53,2.45,0.6535947712418301,0.4081632653061224,BetMGM,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.5,2.6,0.6666666666666666,0.3846153846153846,PointsBet (AU),Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.53,2.5,0.6535947712418301,0.4,Betway,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.52,2.58,0.6578947368421053,0.3875968992248061,FanDuel,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.53,2.5,0.6535947712418301,0.4,Betfair Sportsbook,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.55,2.74,0.6451612903225806,0.364963503649635,Matchbook,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.5,2.6,0.6666666666666666,0.3846153846153846,Nordic Bet,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.53,2.58,0.6535947712418301,0.3875968992248061,BetUS,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.55,2.45,0.6451612903225806,0.4081632653061224,Virgin Bet,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.51,2.56,0.6622516556291391,0.390625,Betr,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.53,2.52,0.6535947712418301,0.3968253968253968,1xBet,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.49,2.65,0.6711409395973155,0.3773584905660377,Unibet,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.49,2.65,0.6711409395973155,0.3773584905660377,Unibet,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.49,2.65,0.6711409395973155,0.3773584905660377,Unibet,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.49,2.65,0.6711409395973155,0.3773584905660377,TwinSpires,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.55,2.45,0.6451612903225806,0.4081632653061224,LiveScore Bet,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.44,2.55,0.6944444444444444,0.3921568627450981,LeoVegas,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.5,2.5,0.6666666666666666,0.4,Paddy Power,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.5,2.6,0.6666666666666666,0.3846153846153846,Betsson,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.49,2.57,0.6711409395973155,0.3891050583657587,TopSport,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.53,2.4,0.6535947712418301,0.4166666666666667,FOX Bet,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.5,2.5,0.6666666666666666,0.4,888sport,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.53,2.5,0.6535947712418301,0.4,Bet Victor,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.53,2.5,0.6535947712418301,0.4,William Hill (US),Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.51,2.51,0.6622516556291391,0.398406374501992,BlueBet,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.55,2.74,0.6451612903225806,0.364963503649635,Betfair,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.55,2.74,0.6451612903225806,0.364963503649635,Betfair,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Jan Choinski,Dusan Lajovic,Dusan Lajovic,Jan Choinski,1.55,2.74,0.6451612903225806,0.364963503649635,Betfair,Jan Choinski,False,True,Jan Choinski,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.5,0.7692307692307692,0.2857142857142857,Unibet,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.5,0.7692307692307692,0.2857142857142857,Casumo,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.32,3.5,0.7575757575757576,0.2857142857142857,Bovada,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.28,3.64,0.78125,0.2747252747252747,Marathon Bet,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.5,0.7692307692307692,0.2857142857142857,BetRivers,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.42,0.7692307692307692,0.2923976608187134,MyBookie.ag,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.28,3.6,0.78125,0.2777777777777778,SportsBet,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.29,3.6,0.7751937984496123,0.2777777777777778,1xBet,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.32,3.71,0.7575757575757576,0.2695417789757412,Pinnacle,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.5,0.7692307692307692,0.2857142857142857,Barstool Sportsbook,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.4,0.7692307692307692,0.2941176470588235,Betclic,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.29,3.3,0.7751937984496123,0.303030303030303,Mr Green,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.33,3.25,0.7518796992481203,0.3076923076923077,Ladbrokes,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.33,3.25,0.7518796992481203,0.3076923076923077,Coral,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.33,3.25,0.7518796992481203,0.3076923076923077,Ladbrokes,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.33,3.25,0.7518796992481203,0.3076923076923077,Neds,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.29,3.73,0.7751937984496123,0.2680965147453083,LowVig.ag,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.32,3.45,0.7575757575757576,0.2898550724637681,DraftKings,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.28,3.6,0.78125,0.2777777777777778,TAB,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.29,3.73,0.7751937984496123,0.2680965147453083,BetOnline.ag,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.33,3.25,0.7518796992481203,0.3076923076923077,BetMGM,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.55,0.7692307692307692,0.2816901408450704,PointsBet (AU),Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.5,0.7692307692307692,0.2857142857142857,Betway,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.31,3.55,0.7633587786259541,0.2816901408450704,FanDuel,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.4,0.7692307692307692,0.2941176470588235,Betfair Sportsbook,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.6,0.7692307692307692,0.2777777777777778,Nordic Bet,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.27,3.75,0.7874015748031495,0.2666666666666666,BetUS,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.33,3.7,0.7518796992481203,0.2702702702702702,Matchbook,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.31,3.4,0.7633587786259541,0.2941176470588235,Virgin Bet,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.5,0.7692307692307692,0.2857142857142857,Unibet,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.5,0.7692307692307692,0.2857142857142857,Unibet,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.5,0.7692307692307692,0.2857142857142857,Unibet,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.5,0.7692307692307692,0.2857142857142857,TwinSpires,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.5,0.7692307692307692,0.2857142857142857,Betr,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.31,3.4,0.7633587786259541,0.2941176470588235,LiveScore Bet,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.27,3.25,0.7874015748031495,0.3076923076923077,LeoVegas,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.5,0.7692307692307692,0.2857142857142857,Paddy Power,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.6,0.7692307692307692,0.2777777777777778,Betsson,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.28,3.6,0.78125,0.2777777777777778,TopSport,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.4,0.7692307692307692,0.2941176470588235,888sport,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.5,0.7692307692307692,0.2857142857142857,Bet Victor,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.5,0.7692307692307692,0.2857142857142857,William Hill (US),Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.3,3.44,0.7692307692307692,0.2906976744186046,BlueBet,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.33,3.85,0.7518796992481203,0.2597402597402597,Betfair,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.33,3.85,0.7518796992481203,0.2597402597402597,Betfair,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Roman Safiullin,Roberto Bautista Agut,Roberto Bautista Agut,Roman Safiullin,1.33,3.85,0.7518796992481203,0.2597402597402597,Betfair,Roman Safiullin,False,True,Roman Safiullin,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.76,2.06,0.5681818181818182,0.4854368932038835,Unibet,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.76,2.06,0.5681818181818182,0.4854368932038835,Casumo,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.78,2.04,0.5617977528089888,0.4901960784313725,Marathon Bet,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.84,2.08,0.5434782608695652,0.4807692307692307,Pinnacle,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.05,0.5555555555555556,0.4878048780487805,Bovada,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.76,2.06,0.5681818181818182,0.4854368932038835,BetRivers,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.78,2.01,0.5617977528089888,0.4975124378109453,MyBookie.ag,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.78,2.04,0.5617977528089888,0.4901960784313725,1xBet,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.08,0.5555555555555556,0.4807692307692307,SportsBet,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.0,0.5555555555555556,0.5,Ladbrokes,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.76,2.06,0.5681818181818182,0.4854368932038835,Barstool Sportsbook,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.78,2.01,0.5617977528089888,0.4975124378109453,Betclic,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.0,0.5555555555555556,0.5,Coral,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.73,2.02,0.5780346820809249,0.495049504950495,Mr Green,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.0,0.5555555555555556,0.5,Ladbrokes,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.0,0.5555555555555556,0.5,Neds,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.81,2.04,0.5524861878453039,0.4901960784313725,LowVig.ag,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.0,0.5555555555555556,0.5,DraftKings,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.0,0.5555555555555556,0.5,TAB,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.81,2.04,0.5524861878453039,0.4901960784313725,BetOnline.ag,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.77,2.0,0.5649717514124294,0.5,BetMGM,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.02,0.5555555555555556,0.495049504950495,PointsBet (AU),Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.9,2.08,0.5263157894736842,0.4807692307692307,Betfair,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.0,0.5555555555555556,0.5,Betway,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.08,0.5555555555555556,0.4807692307692307,FanDuel,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.1,0.5555555555555556,0.4761904761904761,Betfair Sportsbook,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.0,0.5555555555555556,0.5,Nordic Bet,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.05,0.5555555555555556,0.4878048780487805,BetUS,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.8,2.0,0.5555555555555556,0.5,Virgin Bet,Quentin Halys,False,True,Quentin Halys,0
2023-07-03,2023-07-03,Quentin Halys,Daniel Evans,Daniel Evans,Quentin Halys,1.79,2.02,0.5586592178770949,0.495049504950495,Betr,Quentin Halys,False,True,Quentin Halys,0
