snapshot_date,match_date,winner,loser,player_1,player_2,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner,odds_margin,implied_diff,won
2023-05-28,2023-05-29,Nuno Borges,John Isner,John Isner,Nuno Borges,2.9,1.41,0.3448275862068966,0.7092198581560284,Unibet,Nuno Borges,False,True,-0.05404744436292486,-0.3643922719491318,0
2023-05-28,2023-05-29,Stefanos Tsitsipas,Jiri Vesely,Jiri Vesely,Stefanos Tsitsipas,17.0,1.02,0.0588235294117647,0.9803921568627452,LowVig.ag,Stefanos Tsitsipas,False,True,-0.03921568627450989,-0.9215686274509804,0
2023-05-28,2023-05-29,Matteo Arnaldi,Daniel Elahi Galan,Daniel Elahi Galan,Matteo Arnaldi,2.6,1.5,0.3846153846153846,0.6666666666666666,William Hill,Matteo Arnaldi,False,True,-0.0512820512820511,-0.28205128205128205,0
2023-05-28,2023-05-29,Andrey Rublev,Laslo Djere,Andrey Rublev,Laslo Djere,1.2,4.4,0.8333333333333334,0.2272727272727272,SportsBet,Andrey Rublev,True,False,-0.06060606060606055,0.6060606060606062,1
2023-05-28,2023-05-29,Sebastian Korda,Mackenzie Mcdonald,Mackenzie Mcdonald,Sebastian Korda,2.7,1.47,0.3703703703703703,0.6802721088435374,Unibet,Sebastian Korda,False,True,-0.05064247921390774,-0.3099017384731671,0
2023-05-28,2023-05-29,Jason Kubler,Facundo Diaz Acosta,Facundo Diaz Acosta,Jason Kubler,1.68,2.15,0.5952380952380952,0.4651162790697674,SportsBet,Jason Kubler,False,True,-0.060354374307862724,0.13012181616832785,0
2023-05-28,2023-05-29,Hubert Hurkacz,David Goffin,David Goffin,Hubert Hurkacz,2.75,1.45,0.3636363636363636,0.6896551724137931,Unibet,Hubert Hurkacz,False,True,-0.053291536050156685,-0.32601880877742956,0
2023-05-28,2023-05-29,Karen Khachanov,Constant Lestienne,Constant Lestienne,Karen Khachanov,13.0,1.03,0.0769230769230769,0.970873786407767,Bet Victor,Karen Khachanov,False,True,-0.047796863330843875,-0.8939507094846901,0
2023-05-28,2023-05-29,Marton Fucsovics,Hugo Grenier,Hugo Grenier,Marton Fucsovics,4.5,1.21,0.2222222222222222,0.8264462809917356,Unibet,Marton Fucsovics,False,True,-0.04866850321395777,-0.6042240587695134,0
2023-05-28,2023-05-29,Thanasi Kokkinakis,Daniel Evans,Daniel Evans,Thanasi Kokkinakis,1.79,2.05,0.5586592178770949,0.4878048780487805,FanDuel,Thanasi Kokkinakis,False,True,-0.046464095925875526,0.07085433982831446,0
