market_id,player_1,player_2,odds_player_1,odds_player_2,match_id,actual_winner,winner_name,loser_name,match_date,selection_id_1,selection_id_2,implied_prob_1,implied_prob_2,odds_margin,implied_diff
1.223567534,Mikhail Kukushkin,Martin Damm,3.0,1.41,71b7e1fe36,,,,,2609424,19783583,0.3333333333333333,0.7092198581560284,0.042553191489361764,-0.3758865248226951
1.223567652,Caroline Wozniacki,Maria Timofeeva,110.0,1.01,829f7414f0,,,,,2309522,20136628,0.00909090909090909,0.9900990099009901,-0.0008100810081008714,-0.981008100810081
1.223567699,Pablo Llamas Ruiz,Alibek Kachmazov,1.52,2.64,5ab8f42477,,,,,17980033,20357631,0.6578947368421053,0.3787878787878788,0.036682615629984205,0.2791068580542265
1.223567844,Franco Agamenone,Ricardas Berankis,2.3,1.76,6a7b37e18e,,,,,8979622,19924827,0.4347826086956522,0.5681818181818182,0.0029644268774704496,-0.13339920948616601
1.223568472,Stefanos Tsitsipas,Zizou Bergs,1.11,150.0,aeeb8ad711,Stefanos Tsitsipas,Stefanos Tsitsipas,Zizou Bergs,2024-01-15,9193006,9634024,0.9009009009009008,0.006666666666666667,-0.09243243243243249,0.8942342342342341
1.223568721,Ajeet Rai,Elijah Strode,1.25,5.0,67d3f17943,,,,,16655852,41684629,0.8,0.2,0.0,0.6000000000000001
1.223572975,Fabio Fognini,Matteo Martineau,1.59,1000.0,ec3454ccbc,,,,,2319544,9712888,0.6289308176100629,0.001,-0.37006918238993713,0.6279308176100629
1.223574465,Daniel Elahi Galan,Sebastian Baez,100.0,1.01,714e5826eb,Sebastian Baez,Sebastian Baez,Daniel Elahi Galan,2024-01-15,8860646,11285506,0.01,0.9900990099009901,9.90099009900991e-05,-0.9800990099009901
1.223575567,Tomas Machac,Frances Tiafoe,1.01,100.0,057baaa56c,Tomas Machac,Tomas Machac,Frances Tiafoe,2024-01-15,16149495,19924839,0.9900990099009901,0.01,9.90099009900991e-05,0.9800990099009901
1.223575713,Brenda Fruhvirtova,Aryna Sabalenka,19.0,1.06,39dbcb7024,,,,,42133537,64563186,0.05263157894736842,0.9433962264150942,-0.003972194637537285,-0.8907646474677258
1.223575797,Yan Bai,Nicolas Moreno de Alboran,1.01,1.43,d016f18c28,,,,,3357363,10636263,0.9900990099009901,0.6993006993006994,0.6893997092016895,0.2907983106002907
1.223575844,Stefan Kozlov,Ezekiel Clark,1.25,5.7,f484dd339b,,,,,7415002,14833284,0.8,0.17543859649122806,-0.024561403508771895,0.624561403508772
1.223575852,Nathan Ponwith,Patrick Brady,2.76,1.45,20a22016ae,,,,,9629837,43172315,0.3623188405797102,0.6896551724137931,0.05197401299350335,-0.32733633183408295
1.223575864,Darian King,James Tracy,1.5,2.66,f3c1ba144a,,,,,8413749,40984959,0.6666666666666666,0.37593984962406013,0.04260651629072676,0.2907268170426065
1.223578581,Jacob Brumm,Quinn Vandecasteele,6.0,1.16,e05dc15732,,,,,12819784,25084200,0.16666666666666666,0.8620689655172414,0.028735632183908066,-0.6954022988505748
1.223590546,Bernard Tomic,Akira Santillan,1.64,2.56,546898e43b,,,,,3588868,8194193,0.6097560975609756,0.390625,0.00038109756097570724,0.2191310975609756
1.223590554,Michael Geerts,Aidan Mchugh,1.99,2.02,138d49c36a,,,,,8874195,51188773,0.5025125628140703,0.49504950495049505,-0.0024379322354346478,0.007463057863575262
1.223590568,August Holmgren,Guy Den Ouden,1.72,2.26,380a31b2c5,,,,,10372237,36157022,0.5813953488372093,0.4424778761061947,0.023873224943403937,0.13891747273101462
1.22359327,Andrea Lazaro Garcia,Boyoung Jeong,1.35,3.9,def0143af7,,,,,13369565,15134125,0.7407407407407407,0.25641025641025644,-0.002849002849002913,0.48433048433048426
1.223593271,Defne Cirpanli,Anastasiia Gureva,4.3,1.06,03700d738a,,,,,26794102,63375005,0.23255813953488372,0.9433962264150942,0.17595436594997804,-0.7108380868802106
1.223596671,Arneodo/Weissborn,Bolelli/Vavassori,9.2,1.13,9ecb3160a1,,,,,16791661,38394420,0.10869565217391305,0.8849557522123894,-0.006348595613697494,-0.7762601000384763
1.223596684,Halys/Mannarino,Cash/Galloway,3.2,1.44,282df4ddb6,,,,,12036502,58527868,0.3125,0.6944444444444444,0.00694444444444442,-0.3819444444444444
1.223596688,Escobar/Nedovyesov,Borges/Vukic,7.2,5.1,01eb42d344,,,,,56983677,64929448,0.1388888888888889,0.19607843137254904,-0.6650326797385621,-0.05718954248366015
1.22359672,Chandrasekar/Prashanth,Fucsovics/Marozsan,1.83,1.01,bcc33e49e9,,,,,41264165,43203762,0.5464480874316939,0.9900990099009901,0.536547097332684,-0.44365092246929616
1.223596724,Gille/Vliegen,Machac/Zhang,100.0,1.01,35b166e570,,,,,11399963,64929530,0.01,0.9900990099009901,9.90099009900991e-05,-0.9800990099009901
1.223596732,Mies/Smith,Kokkinakis/Popyrin,1.02,50.0,2f1b4f37c8,,,,,64408105,64929531,0.9803921568627451,0.02,0.0003921568627449634,0.960392156862745
1.223596736,Barrientos/Matos,Bhambri/Haase,2.1,1.79,f806eaa276,,,,,64408098,64471968,0.47619047619047616,0.5586592178770949,0.0348496940675711,-0.08246874168661877
1.22359674,Murray/Venus,Behar/Pavlasek,1.62,2.38,019f3b4791,,,,,44464296,55987911,0.6172839506172839,0.42016806722689076,0.03745201784417462,0.19711588339039315
1.223596744,Schoolkate/Walton,Cabral/Patten,30.0,1.02,a5d352e7ec,,,,,56800982,61462310,0.03333333333333333,0.9803921568627451,0.013725490196078383,-0.9470588235294117
1.223596748,Hanfmann/Koepfer,Eubanks/Shelton,1.01,1.75,6337646552,,,,,39269027,47356043,0.9900990099009901,0.5714285714285714,0.5615275813295615,0.4186704384724187
1.223596764,Gonzalez/Skupski,Mcdonald/Van De Zandschulp,1.45,3.2,24fae427bf,,,,,27502804,64929634,0.6896551724137931,0.3125,0.0021551724137931494,0.37715517241379315
1.223596806,Nys/Zielinski,McCabe/Sweeny,1.02,50.0,666fe3bf62,,,,,43291463,64929643,0.9803921568627451,0.02,0.0003921568627449634,0.960392156862745
1.223596994,Maria/Rus,Kawa/Kostyuk,2.4,1.74,bcada2ef16,,,,,59869843,64928007,0.4166666666666667,0.5747126436781609,-0.008620689655172376,-0.1580459770114942
1.223597002,Babos/Bondar,Moratelli/Murray Sharan,1.39,3.55,ab6ec6b7e4,,,,,59869870,64738680,0.7194244604316548,0.28169014084507044,0.0011146012767251356,0.4377343195865843
1.223597006,Garcia/Mladenovic,Mattek-Sands/Wang,1.01,1.96,4fc5f192dd,,,,,10704359,64928010,0.9900990099009901,0.5102040816326531,0.500303091533643,0.479894928268337
1.22359701,Birrell/Gadecki,Gracheva/Santamaria,1.56,2.78,2879f5df73,,,,,38514824,64928015,0.641025641025641,0.3597122302158274,0.0007378712414682909,0.2813134108098136
1.223597014,Melichar-Martinez/Perez,Wu/Zhu,50.0,1.98,bf1f0326cf,,,,,47177552,57027413,0.02,0.5050505050505051,-0.4749494949494949,-0.48505050505050507
1.223597586,Hozumi/Ninomiya,Chang/Parks,1.02,2.4,e37d221bf9,,,,,9265289,59869842,0.9803921568627451,0.4166666666666667,0.3970588235294117,0.5637254901960784
1.223597594,Blinkova/Sasnovich,Andreeva/Tomova,1.54,2.46,acbb2b07e7,,,,,40573248,64928021,0.6493506493506493,0.4065040650406504,0.05585471439129974,0.24284658430999895
1.223597606,Kenin/Muhammad,Chan/Olmos,7.2,1.16,3be45b6dbe,,,,,25948606,58802253,0.1388888888888889,0.8620689655172414,0.0009578544061303873,-0.7231800766283525
1.223597618,Kato/Sutjiadi,Alexandrova/Kalinskaya,13.5,1.08,4aa7e7fb7d,,,,,45284057,60949262,0.07407407407407407,0.9259259259259258,-1.1102230246251565e-16,-0.8518518518518517
1.223597622,Krawczyk/Shibahara,Khromacheva/Kolodziejova,1.03,34.0,b7c5225f07,,,,,64689382,64689419,0.970873786407767,0.029411764705882353,0.0002855511136492517,0.9414620217018846
1.22359763,Hunter/Siniakova,Osorio/Putintseva,1.16,7.2,8db50e468d,,,,,51395753,64928030,0.8620689655172414,0.1388888888888889,0.0009578544061303873,0.7231800766283525
1.223597634,Eikeri/Harrison,Bogdan/Masarova,26.0,1.04,f3527f6654,,,,,35766604,64928031,0.038461538461538464,0.9615384615384615,-1.1102230246251565e-16,-0.923076923076923
1.223597638,Cirstea/Vekic,Schuurs/Stefani,100.0,1.01,ab91605d9e,,,,,13167037,64928033,0.01,0.9900990099009901,9.90099009900991e-05,-0.9800990099009901
1.223597646,Aoyama/Krunic,Marozava/Piter,1.52,2.46,4a0ed19df8,,,,,24590913,61491827,0.6578947368421053,0.4065040650406504,0.06439880188275571,0.2513906718014549
1.223597654,Noskova/Wang,Gibson/Hon,1.07,1.9,9d56cce6be,,,,,57698650,64928375,0.9345794392523364,0.5263157894736842,0.4608952287260206,0.40826364977865226
1.223598013,Keegan Smith,Ajeet Rai,1.56,2.78,ab98380f85,,,,,11928538,16655852,0.641025641025641,0.3597122302158274,0.0007378712414682909,0.2813134108098136
1.223604758,Pedro Sakamoto,Felix Gill,1.91,2.06,72af2da887,,,,,8304915,20832477,0.5235602094240838,0.4854368932038835,0.00899710262796738,0.038123316220200265
1.223605124,Emil Ruusuvuori,Daniil Medvedev,350.0,1.17,4cb0e6e65c,Daniil Medvedev,Daniil Medvedev,Emil Ruusuvuori,2024-01-15,8979329,19924831,0.002857142857142857,0.8547008547008548,-0.14244200244200234,-0.8518437118437119
1.22360522,Taylor Fritz,Hugo Gaston,1.16,7.2,363ba618d7,Taylor Fritz,Taylor Fritz,Hugo Gaston,2024-01-15,10279360,10303696,0.8620689655172414,0.1388888888888889,0.0009578544061303873,0.7231800766283525
1.223605316,Christopher O'Connell,Ben Shelton,100.0,1.01,4b1f840390,Ben Shelton,Ben Shelton,Christopher Oconnell,2024-01-15,8942164,39460566,0.01,0.9900990099009901,9.90099009900991e-05,-0.9800990099009901
1.223605508,Quentin Halys,Sebastian Korda,4.0,1.32,63d366662a,Sebastian Korda,Sebastian Korda,Quentin Halys,2024-01-15,7287690,10902223,0.25,0.7575757575757576,0.007575757575757569,-0.5075757575757576
1.223605572,Nadia Podoroska,Amanda Anisimova,40.0,1.02,5ca0c841fc,,,,,9042349,11636088,0.025,0.9803921568627451,0.005392156862745079,-0.955392156862745
1.223605696,Viktoriya Tomova,Elina Svitolina,5.7,1.22,439667f7c7,,,,,4597116,6324464,0.17543859649122806,0.819672131147541,-0.004889272361230934,-0.644233534656313
1.223605758,Dayana Yastremska,Varvara Gracheva,1.79,150.0,b169c7b8c7,,,,,9634670,10942984,0.5586592178770949,0.006666666666666667,-0.43467411545623835,0.5519925512104282
1.223606396,Adrian Mannarino,Jaume Munar,1.01,26.0,31b0d5149e,Adrian Mannarino,Adrian Mannarino,Jaume Munar,2024-01-15,3066621,9350385,0.9900990099009901,0.038461538461538464,0.028560548362528637,0.9516374714394517
1.223606492,Lorenzo Musetti,Luca Van Assche,1.55,2.66,48519df6f1,Luca Van Assche,Luca Van Assche,Lorenzo Musetti,2024-01-15,13834991,27752969,0.6451612903225806,0.37593984962406013,0.021101139946640757,0.2692214406985205
1.223606556,Elise Mertens,Marta Kostyuk,1.6,1.08,af2d696dd5,,,,,9002334,11694656,0.625,0.9259259259259258,0.5509259259259258,-0.3009259259259258
1.223606618,Linda Noskova,Mccartney Kessler,1.13,7.8,0f51e7b082,,,,,22088831,63908231,0.8849557522123894,0.12820512820512822,0.013160880417517618,0.7567506240072612
1.223610885,Karen Khachanov,Aleksandar Kovacevic,1.16,6.6,8dd1e22f78,Karen Khachanov,Karen Khachanov,Aleksandar Kovacevic,2024-01-15,7659623,11439844,0.8620689655172414,0.15151515151515152,0.013584117032392928,0.71055381400209
1.223611441,Christopher Eubanks,Andrey Rublev,1000.0,1.07,2d2e55aba0,Andrey Rublev,Andrey Rublev,Christopher Eubanks,2024-01-15,7445660,7797771,0.001,0.9345794392523364,-0.06442056074766356,-0.9335794392523364
1.223611537,Zhizhen Zhang,Ugo Humbert,3.45,1.02,05b15e13ab,Ugo Humbert,Ugo Humbert,Zhizhen Zhang,2024-01-15,9628959,9633253,0.2898550724637681,0.9803921568627451,0.27024722932651324,-0.6905370843989769
1.223611634,Gael Monfils,Tomas Martin Etcheverry,110.0,2.76,e381ce9241,Tomas Martin Etcheverry,Tomas Martin Etcheverry,Gael Monfils,2024-01-15,2257300,9631399,0.00909090909090909,0.3623188405797102,-0.6285902503293808,-0.3532279314888011
1.22361173,Stefanos Tsitsipas,Jordan Thompson,1.01,21.0,20d7523528,Stefanos Tsitsipas,Stefanos Tsitsipas,Jordan Thompson,2024-01-15,9193006,19924841,0.9900990099009901,0.047619047619047616,0.03771805752003776,0.9424799622819424
1.223611826,Laura Siegemund,Storm Hunter,36.0,1.04,3a44321514,,,,,4829328,50836638,0.027777777777777776,0.9615384615384615,-0.010683760683760757,-0.9337606837606837
1.223611951,Lesia Tsurenko,Rebeka Masarova,1.01,110.0,4d5561ab40,,,,,5300861,10372262,0.9900990099009901,0.00909090909090909,-0.0008100810081008714,0.981008100810081
1.223613517,Viktorija Golubic,Katerina Siniakova,1.17,6.8,48f6f5c92a,,,,,7283232,9627794,0.8547008547008548,0.14705882352941177,0.0017596782302664593,0.707642031171443
1.223613949,Ons Jabeur,Mirra Andreeva,2.22,1.8,7993bb4675,,,,,6161111,49006396,0.4504504504504504,0.5555555555555556,0.006006006006006093,-0.10510510510510518
1.223614201,Paula Badosa,Anastasia Pavlyuchenkova,1.03,21.0,0f1f6d8488,,,,,7412588,11057836,0.970873786407767,0.047619047619047616,0.018492834026814675,0.9232547387887193
1.223614669,Alex De Minaur,Matteo Arnaldi,1.2,450.0,ab0e22e129,Alex De Minaur,Alex De Minaur,Matteo Arnaldi,2024-01-15,10706482,21067270,0.8333333333333334,0.0022222222222222222,-0.1644444444444444,0.8311111111111111
1.223614948,Hubert Hurkacz,Jakub Mensik,1.01,40.0,26a88f2839,Hubert Hurkacz,Hubert Hurkacz,Jakub Mensik,2024-01-15,19924838,39835947,0.9900990099009901,0.025,0.015099009900990001,0.9650990099009901
1.22362077,Caroline Garcia,Magdalena Frech,26.0,1.06,5ab220c727,,,,,5248977,8444351,0.038461538461538464,0.9433962264150942,-0.018142235123367323,-0.9049346879535558
1.223620957,Renzo Olivo,Juan Pablo Ficovich,1.01,1000.0,7e40c12d92,,,,,4822931,8908205,0.9900990099009901,0.001,-0.008900990099009909,0.9890990099009901
1.223620969,Alexander Weis,Oleksii Krutykh,3.35,1.37,f74f979120,,,,,9634691,19064021,0.29850746268656714,0.7299270072992701,0.028434469985837207,-0.43141954461270293
1.223620977,Gianluca Mager,Nicolas Kicker,1.86,2.24,db3ab03a24,,,,,8284482,8326744,0.5376344086021505,0.4464285714285714,-0.0159370199692781,0.09120583717357911
1.223620981,Gustavo Heide,Santiago Rodriguez Taverna,1.94,2.04,959c8af02a,,,,,21809000,46056201,0.5154639175257733,0.49019607843137253,0.005659995957145725,0.025267839094400724
1.223620993,L Neumayer,Dellien Velasco M A,1.65,2.54,d1f1370115,,,,,28168566,64979618,0.6060606060606061,0.39370078740157477,-0.00023860653781915264,0.2123598186590313
1.223623536,Jan-Lennard Struff,Miomir Kecmanovic,5.1,1.18,7aeb5cfb13,Miomir Kecmanovic,Miomir Kecmanovic,Jan Lennard Struff,2024-01-15,8259098,9657480,0.19607843137254904,0.8474576271186441,0.04353605849119324,-0.651379195746095
1.223625671,Hugo Grenier,Felix Auger-Aliassime,8.6,1.12,36da704ce4,Felix Auger Aliassime,Felix Auger Aliassime,Hugo Grenier,2024-01-15,8813394,12210252,0.11627906976744186,0.8928571428571428,0.009136212624584639,-0.776578073089701
1.223628212,Evan Zhu,Ryan Seggerman,2.0,2.0,815ebde9dd,,,,,10896515,11905639,0.5,0.5,0.0,0.0
1.2236355,Jules Marie,Giovanni Fonio,2.22,1.83,ffc3ee5cd4,,,,,7287701,9712890,0.4504504504504504,0.5464480874316939,-0.003101462117855669,-0.09599763698124353
1.223635774,Maxime Janvier,Samuel Vincent Ruggeri,2.16,1.01,ceafeaddde,,,,,8257852,25337482,0.4629629629629629,0.9900990099009901,0.4530619728639529,-0.5271360469380272
1.223635831,Antoine Escoffier,Guy Den Ouden,2.08,1.93,5d3061dc01,,,,,9454286,36157022,0.4807692307692307,0.5181347150259068,-0.0010960542048624733,-0.037365484256676074
1.223636309,Orlando Luz,Nikolas Sanchez Izquierdo,1.77,2.28,54c25eb5fe,,,,,9420501,25060922,0.5649717514124294,0.4385964912280702,0.003568242640499708,0.12637526018435918
1.223636317,Gonzalo Villanueva,Damien Wenger,1.6,2.66,f6646f947a,,,,,9042439,10221867,0.625,0.37593984962406013,0.0009398496240602405,0.24906015037593987
1.223636321,Alvaro Guillen Meza,Felix Gill,2.04,1.97,24722309d0,,,,,15745245,20832477,0.49019607843137253,0.5076142131979695,-0.0021897083706579057,-0.017418134766596982
1.223636341,Diana Demidova,Fiona Ganz,1.57,2.74,e3e7af1b08,,,,,10166458,10350751,0.6369426751592356,0.36496350364963503,0.0019061788088707843,0.2719791715096006
1.223636483,Beatriz Haddad Maia,Alina Korneeva,1.4,3.4,a89af09f7c,,,,,7083752,59478282,0.7142857142857143,0.29411764705882354,0.008403361344537785,0.42016806722689076
1.223637204,Daniel Cox,Michael Shaw,1.03,1.54,f281b835cb,,,,,5595356,10303620,0.970873786407767,0.6493506493506493,0.6202244357584163,0.32152313705711766
1.223637246,Facundo Bagnis,Renzo Olivo,1.01,48.0,69dcb3d559,,,,,4520808,4822931,0.9900990099009901,0.020833333333333332,0.01093234323432335,0.9692656765676567
1.223637903,Camilla Zanolini,Lourdes Ayala,1.38,3.6,142aeee0a1,,,,,21256194,64997656,0.7246376811594204,0.2777777777777778,0.0024154589371980784,0.4468599033816426
1.22363791,Tung-Lin Wu,Ryan Peniston,2.32,1.76,6732ce8894,,,,,8699708,9629249,0.4310344827586207,0.5681818181818182,-0.0007836990595611049,-0.13714733542319751
1.223639405,Sloane Stephens,Daria Kasatkina,1.02,50.0,a7c661a777,,,,,2923342,7795290,0.9803921568627451,0.02,0.0003921568627449634,0.960392156862745
1.22363959,Giulio Zeppieri,Cameron Norrie,100.0,1.01,476e49f72f,Cameron Norrie,Cameron Norrie,Giulio Zeppieri,2024-01-15,12154088,42669524,0.01,0.9900990099009901,9.90099009900991e-05,-0.9800990099009901
1.223639597,Rebeca Pereira,Weronika Baszak,3.0,1.5,ae457f48d6,,,,,10346775,36781624,0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333
1.223639708,Jiri Lehecka,Alex Michelsen,26.0,1.04,3cafa46f6b,Alex Michelsen,Alex Michelsen,Jiri Lehecka,2024-01-15,13203243,38374924,0.038461538461538464,0.9615384615384615,-1.1102230246251565e-16,-0.923076923076923
1.223639859,Tallon Griekspoor,Arthur Fils,2.5,4.0,719b3c9297,Tallon Griekspoor,Tallon Griekspoor,Arthur Fils,2024-01-15,9198585,38374961,0.4,0.25,-0.35,0.15000000000000002
1.223640778,Danielle Collins,Iga Swiatek,12.0,1.01,0711c1fbba,,,,,9626845,12085633,0.08333333333333333,0.9900990099009901,0.07343234323432335,-0.9067656765676567
1.223641442,Casper Ruud,Max Purcell,1.01,36.0,fbc2139cdc,Casper Ruud,Casper Ruud,Max Purcell,2024-01-15,9629711,10460213,0.9900990099009901,0.027777777777777776,0.01787678767876777,0.9623212321232123
1.223641484,Daniel Cukierman,James Kent Trotter,1.03,25.0,85ac69a0c4,,,,,9361738,47651569,0.970873786407767,0.04,0.010873786407767039,0.930873786407767
1.223641905,Oceane Dodin,Martina Trevisan,1.06,17.0,018b7f101c,,,,,7289631,9345630,0.9433962264150942,0.058823529411764705,0.002219755826858849,0.8845726970033295
1.223641967,Emma Navarro,Elisabetta Cocciaretto,1.01,3.65,2e8c8058d4,,,,,10410355,18848114,0.9900990099009901,0.273972602739726,0.2640716126407161,0.7161264071612641
1.223642031,Victoria Azarenka,Clara Tauson,1.03,34.0,ba5a6b55c9,,,,,2263640,18848679,0.970873786407767,0.029411764705882353,0.0002855511136492517,0.9414620217018846
1.223643329,Nicolas Moreno de Alboran,Francesco Passaro,1.01,1.71,35563c4a22,,,,,10636263,13459272,0.9900990099009901,0.5847953216374269,0.574894331538417,0.4053036882635632
1.223643426,Arthur Cazaux,Holger Rune,1.07,18.0,b23fe62a96,Arthur Cazaux,Arthur Cazaux,Holger Rune,2024-01-15,24918582,39127965,0.9345794392523364,0.05555555555555555,-0.009865005192107978,0.8790238836967809
1.223643523,Tommy Paul,Jack Draper,1.01,100.0,b9f8da0508,Tommy Paul,Tommy Paul,Jack Draper,2024-01-15,8859306,15313804,0.9900990099009901,0.01,9.90099009900991e-05,0.9800990099009901
1.223643601,Kichenok/Ostapenko,Bektas/Day,1.28,4.5,da8c7ba50d,,,,,20015061,64998510,0.78125,0.2222222222222222,0.003472222222222321,0.5590277777777778
1.223643672,Dabrowski/Routliffe,Fruhvirtova/Krueger,1.01,50.0,8b10bc33ae,,,,,59071231,64997903,0.9900990099009901,0.02,0.010099009900990108,0.9700990099009901
1.223644704,Sumit Nagal,Juncheng Shang,100.0,1.01,f22342dfac,Juncheng Shang,Juncheng Shang,Sumit Nagal,2024-01-15,8173039,38901959,0.01,0.9900990099009901,9.90099009900991e-05,-0.9800990099009901
1.22364489,Arnaldi/Pellegrino,Balaji/Cornea,4.3,1.3,a4172e19ba,,,,,48571835,64408100,0.23255813953488372,0.7692307692307692,0.0017889087656528524,-0.5366726296958855
1.223647393,Michael Geerts,Pedro Martinez,9.2,1.01,2b0ddb2395,,,,,8874195,13181195,0.10869565217391305,0.9900990099009901,0.09879466207490317,-0.881403357727077
1.223649109,Grigor Dimitrov,Thanasi Kokkinakis,1.15,7.8,9a68c4eb40,Grigor Dimitrov,Grigor Dimitrov,Thanasi Kokkinakis,2024-01-15,3120169,8172416,0.8695652173913044,0.12820512820512822,-0.0022296544035673715,0.7413600891861762
1.223649173,Anna Blinkova,Elena Rybakina,1.14,5.5,ada90b5f06,,,,,9635244,10349398,0.8771929824561404,0.18181818181818182,0.05901116427432229,0.6953748006379585
1.22364926,Katie Boulter,Qinwen Zheng,80.0,1.01,092247d224,,,,,8619018,18848380,0.0125,0.9900990099009901,0.002599009900990046,-0.9775990099009901
1.223649563,Yafan Wang,Emma Raducanu,1.01,21.0,7b37f4c1a4,,,,,7695509,18849246,0.9900990099009901,0.047619047619047616,0.03771805752003776,0.9424799622819424
1.223655114,Katarina Kozarov,Vicky Van De Peer,1.01,4.4,3473d25b8a,,,,,11376524,13601127,0.9900990099009901,0.22727272727272727,0.21737173717371738,0.7628262826282628
1.223655852,Lorenzo Sonego,Carlos Alcaraz,1000.0,1.05,ffcc8752fe,Carlos Alcaraz,Carlos Alcaraz,Lorenzo Sonego,2024-01-15,8826925,25215583,0.001,0.9523809523809523,-0.04661904761904767,-0.9513809523809523
1.223655948,Lukas Klein,Alexander Zverev,100.0,1.01,20cf9ca54f,Alexander Zverev,Alexander Zverev,Lukas Klein,2024-01-15,9635456,19924823,0.01,0.9900990099009901,9.90099009900991e-05,-0.9800990099009901
1.223656193,Jessica Pegula,Clara Burel,50.0,1.01,a9fe5db80b,,,,,6215852,10351066,0.02,0.9900990099009901,0.010099009900990108,-0.9700990099009901
1.223656542,Jelena Ostapenko,Ajla Tomljanovic,1.01,44.0,f2dd37ec46,,,,,8827537,63264473,0.9900990099009901,0.022727272727272728,0.012826282628262797,0.9673717371737174
1.223671156,Brandon Nakashima,Alejandro Moro Canas,1.24,990.0,16dc78910c,,,,,17806048,20955021,0.8064516129032259,0.00101010101010101,-0.19253828608667312,0.8054415118931249
1.223671177,Omni Kumar,Nishesh Basavareddy,2.62,1.6,442a8ab43c,,,,,21256229,38183217,0.38167938931297707,0.625,0.006679389312977069,-0.24332061068702293
1.223671186,Marco Trungelliti,Ryan Seggerman,1.01,100.0,7308fc29a1,,,,,6498878,11905639,0.9900990099009901,0.01,9.90099009900991e-05,0.9800990099009901
1.223672956,Mahut/Roger-Vasselin,Bolelli/Vavassori,1.55,2.82,d5967012c9,,,,,8524069,38394420,0.6451612903225806,0.3546099290780142,-0.00022878059940523165,0.29055136124456643
1.223672975,Jozef Kovalik,Dmitry Popko,1.77,2.3,1584a171ce,,,,,7287668,8284522,0.5649717514124294,0.4347826086956522,-0.0002456398919183922,0.13018914271677717
1.223673297,Duje Ajdukovic,Thanapet Chanta,1.09,10.0,eaf01108ef,,,,,12819814,15842663,0.9174311926605504,0.1,0.017431192660550376,0.8174311926605504
1.223675815,Otto Virtanen,Francesco Maestrelli,1.61,1.34,ae7f0d17f4,,,,,11694730,21652017,0.6211180124223602,0.7462686567164178,0.36738666913877793,-0.12515064429405764
1.22367604,Anastasiya Soboleva,Celine Simunyu,20.0,1.01,383b4b136b,,,,,26122648,36038824,0.05,0.9900990099009901,0.040099009900990135,-0.94009900990099
1.223676512,Hina Inoue,Carolina Kuhl,1.3,4.4,160e79c19f,,,,,18849142,63297032,0.7692307692307692,0.22727272727272727,-0.0034965034965035446,0.5419580419580419
1.223678608,Gauthier Onclin,Matteo Gigante,2.04,1.92,3484eabc57,,,,,11878711,26309954,0.49019607843137253,0.5208333333333334,0.011029411764705843,-0.030637254901960842
1.22367888,Tristan Boyer,Liam Draxl,1000.0,1.01,01d0585856,,,,,15134228,19446873,0.001,0.9900990099009901,-0.008900990099009909,-0.9890990099009901
1.223681352,Hanna Chang,Kayla Cross,1.43,3.3,7e36309883,,,,,9580452,40480512,0.6993006993006994,0.30303030303030304,0.002331002331002363,0.39627039627039634
1.223682059,Alycia Parks,Coco Gauff,13.5,1.07,ca909c8817,,,,,11233227,27552403,0.07407407407407407,0.9345794392523364,0.008653513326410511,-0.8605053651782624
1.223682121,Diane Parry,Andreeva,7.6,1.03,58159c4ad4,,,,,12737413,27187696,0.13157894736842105,0.970873786407767,0.10245273377618802,-0.839294839039346
1.223682183,Barbora Krejcikova,Storm Hunter,1.23,1000.0,be3c69ac1a,,,,,8784972,50836638,0.8130081300813008,0.001,-0.1859918699186992,0.8120081300813008
1.223682344,Benjamin Lock,Mitchell Krueger,1000.0,1.01,bbe23ef7e9,,,,,8491683,19924836,0.001,0.9900990099009901,-0.008900990099009909,-0.9890990099009901
1.223682348,Giovanni Oradini,Learner Tien,100.0,1.01,a1477f986e,,,,,9634158,42082091,0.01,0.9900990099009901,9.90099009900991e-05,-0.9800990099009901
1.223682352,Thai-Son Kwiatkowski,Tim Handel,1.01,4.0,bfb9f2e7e9,,,,,8258569,25449720,0.9900990099009901,0.25,0.2400990099009901,0.7400990099009901
1.223682356,Stefan Kozlov,Paul Jubb,1000.0,1.01,98b50bad0d,,,,,7415002,12085604,0.001,0.9900990099009901,-0.008900990099009909,-0.9890990099009901
1.22368236,Mikhail Kukushkin,Geoffrey Blancaneaux,1.01,9.0,0488967ee6,,,,,2609424,9196749,0.9900990099009901,0.1111111111111111,0.10121012101210125,0.8789878987898789
1.223682806,Beatriz Haddad Maia,Maria Timofeeva,14.0,4.7,298a137754,,,,,7083752,20136628,0.07142857142857142,0.2127659574468085,-0.71580547112462,-0.1413373860182371
1.22368557,Taylor Fritz,Fabian Marozsan,1.34,3.9,aced09daa3,Taylor Fritz,Taylor Fritz,Fabian Marozsan,2024-01-15,10279360,11942150,0.7462686567164178,0.25641025641025644,0.0026789131266742316,0.4898584003061614
1.223703268,Edoardo Lavagno,Alexander Weis,1.76,2.28,2ffba90234,,,,,9632250,9634691,0.5681818181818182,0.4385964912280702,0.00677830940988855,0.12958532695374803
1.223703272,Andrea Collarini,Nikolas Sanchez Izquierdo,1.02,2.14,606203be48,,,,,8284716,25060922,0.9803921568627451,0.4672897196261682,0.4476818764889132,0.5131024372365769
