tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_date,market_id,market_time,market_name,runner_1,runner_2,player_1,player_2,actual_winner,selection_id_1,selection_id_2,odds_player_1,odds_player_2
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210941909,2023-03-06 16:00:00+00:00,Match Odds,Ficovich/Mena,Harris/Harrison,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210941908,2023-03-06 16:00:00+00:00,Match Odds,Hach Verdugo/Mahut,Hong/Nam,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.21094192,2023-03-06 16:00:00+00:00,Match Odds,Blumberg/Martinez,Barrientos/Behar,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210941928,2023-03-06 16:00:00+00:00,Match Odds,Galloway/Reyes-Varela,Fomba/Pacheco Mendez,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210941922,2023-03-06 16:00:00+00:00,Match Odds,Choinski/Mejia,Moreno/Paire,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210941936,2023-03-06 16:00:00+00:00,Match Odds,Doumbia/Reboul,Andreozzi/Duran,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210897354,2023-03-06 16:00:00+00:00,Match Odds,Daniel Altmaier,Dominik Koepfer,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210897224,2023-03-06 16:00:00+00:00,Match Odds,Rodrigo Pacheco Mendez,Shintaro Mochizuki,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210897356,2023-03-06 16:00:00+00:00,Match Odds,Ulises Blanch,Seong-chan Hong,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210897485,2023-03-06 16:00:00+00:00,Match Odds,Yuta Shimizu,Gabriel Diallo,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210897872,2023-03-06 16:00:00+00:00,Match Odds,Gastao Elias,Facundo Mena,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210897623,2023-03-06 16:00:00+00:00,Match Odds,Luca Lemaitre,Alexis Galarneau,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.21091188,2023-03-06 07:00:00+00:00,Match Odds,Dzumhur/Fatic,Kopriva/Matuszewski,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210911878,2023-03-06 07:00:00+00:00,Match Odds,Ionel/Tu,Bergevi/Tsitsipas,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210911898,2023-03-06 07:00:00+00:00,Match Odds,Fayziev/Kalovelonis,Giannessi/Mager,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210911891,2023-03-06 07:00:00+00:00,Match Odds,Marozsan/Valkusz,Kolar/Wehnelt,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210911899,2023-03-06 07:00:00+00:00,Match Odds,Jecan/Michalski,Agabigun/Kirkin,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210911906,2023-03-06 07:00:00+00:00,Match Odds,Geerts/Travaglia,Sabanov/Sabanov,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210931101,2023-03-06 09:00:00+00:00,Match Odds,Cornea/Skugor,Bergs/Pel,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210931103,2023-03-06 09:00:00+00:00,Match Odds,Libietis/Margaroli,Broady/Sels,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210931211,2023-03-06 09:00:00+00:00,Match Odds,Frantzen/Jebens,Manafov/Prihodko,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210931215,2023-03-06 09:00:00+00:00,Match Odds,Brown/Qureshi,Merino/Paul,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210939593,2023-03-06 14:00:00+00:00,Match Odds,Luz/Zormann,Agamenone/Casanova,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210939571,2023-03-06 14:00:00+00:00,Match Odds,Dutra Da Silva/Navone,Gaio/Olivo,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210939581,2023-03-06 14:00:00+00:00,Match Odds,Hidalgo/Rodriguez,Bonadio/Pellegrino,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210939583,2023-03-06 14:00:00+00:00,Match Odds,Burruchaga/Olivieri,Kicker/Ugo Carabelli,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.21094191,2023-03-06 16:00:00+00:00,Match Odds,King/Stalder,Goransson/Mclachlan,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210941932,2023-03-06 16:00:00+00:00,Match Odds,Arias/Zeballos,Lawson/Smith,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210963052,2023-03-06 22:00:00+00:00,Match Odds,D Thompson,B Stringfellow,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210896969,2023-03-06 16:00:00+00:00,Match Odds,Benoit Paire,Nicolas Mejia,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210897216,2023-03-06 16:00:00+00:00,Match Odds,Bjorn Fratangelo,Alex Bolt,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210897606,2023-03-06 16:00:00+00:00,Match Odds,Denis Yevseyev,Enzo Couacaud,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210897365,2023-03-06 16:00:00+00:00,Match Odds,Daniel Rincon,Alan Rubio,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210897752,2023-03-06 16:00:00+00:00,Match Odds,Aziz Dougaz,Marco Trungelliti,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.21091189,2023-03-06 07:00:00+00:00,Match Odds,Arribage/Liutarevich,Caruso/Cobolli,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210911879,2023-03-06 07:00:00+00:00,Match Odds,Jebavy/Pavlasek,Gakhov/Roca Batalla,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210931114,2023-03-06 09:00:00+00:00,Match Odds,Added/Olivetti,Durasovic/Virtanen,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210931113,2023-03-06 09:00:00+00:00,Match Odds,Eysseric/Ramanathan,Oberleitner/Oswald,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210931105,2023-03-06 09:00:00+00:00,Match Odds,Drzewiecki/Walkow,Niklas-Salminen/Stevens,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210939582,2023-03-06 14:00:00+00:00,Match Odds,Pereira/Soto,Martos Gornes/Sitak,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210939597,2023-03-06 14:00:00+00:00,Match Odds,Gonzales/Romboli,Tirante/Torres,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210948914,2023-03-06 23:00:00+00:00,Match Odds,Rubin Statham,Nick Chappell,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210950323,2023-03-06 23:00:00+00:00,Match Odds,Alex Rybakov,Illya Marchenko,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210954382,2023-03-06 23:00:00+00:00,Match Odds,Guido Andreozzi,Martin Damm,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210935706,2023-03-06 09:30:00+00:00,Match Odds,G Craciun,N Ugrelidze,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210935707,2023-03-06 09:30:00+00:00,Match Odds,L Svatikova,G Pairone,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
2023-0404,Indian Wells Masters,Hard,128,M,2023-03-06,260,202104,30.0,,Sebastian Baez,R,170.0,ARG,22.1,208014,,Q,Rinky Hijikata,R,178.0,AUS,22.0,6-3 6-1,3,R64,64.0,1.0,0.0,40.0,35.0,27.0,2.0,8.0,0.0,1.0,1.0,3.0,48.0,29.0,17.0,5.0,8.0,3.0,8.0,35.0,1135.0,130.0,451.0,2023-03-06,1.210935708,2023-03-06 08:15:00+00:00,Match Odds,S Gvozdenovic,A Kuparev,Sebastian Baez,Rinky Hijikata,Sebastian Baez,,,,
