snapshot_date,match_date,winner,loser,player_1,player_2,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner,odds_margin,implied_diff,won
2023-05-28,2023-05-29,Leolia Jeanjean,Kimberly Birrell,Kimberly Birrell,Leolia Jeanjean,1.8,1.88,0.5555555555555556,0.5319148936170213,LeoVegas,Leolia Jeanjean,False,True,-0.08747044917257685,0.023640661938534313,0
2023-05-28,2023-05-29,Leylah Fernandez,Magda Linette,Leylah Fernandez,Magda Linette,1.92,1.88,0.5208333333333334,0.5319148936170213,BetRivers,Leylah Fernandez,True,False,-0.05274822695035475,-0.011081560283687897,1
2023-05-28,2023-05-29,Elise Mertens,Viktoria Hruncakova,Elise Mertens,Viktoria Hruncakova,1.1,7.5,0.9090909090909092,0.1333333333333333,PointsBet (AU),Elise Mertens,True,False,-0.042424242424242475,0.7757575757575759,1
2023-05-28,2023-05-29,Clara Tauson,Aliaksandra Sasnovich,Aliaksandra Sasnovich,Clara Tauson,2.1,1.69,0.4761904761904761,0.591715976331361,BetMGM,Clara Tauson,False,True,-0.06790645252183714,-0.11552550014088486,0
2023-05-28,2023-05-29,Anastasia Potapova,Taylor Townsend,Anastasia Potapova,Taylor Townsend,1.42,2.83,0.7042253521126761,0.3533568904593639,TopSport,Anastasia Potapova,True,False,-0.05758224257204003,0.3508684616533122,1
2023-05-28,2023-05-29,Aryna Sabalenka,Marta Kostyuk,Aryna Sabalenka,Marta Kostyuk,1.14,5.7,0.8771929824561404,0.175438596491228,TopSport,Aryna Sabalenka,True,False,-0.05263157894736836,0.7017543859649125,1
2023-05-28,2023-05-29,Iryna Shymanovich,Panna Udvardy,Iryna Shymanovich,Panna Udvardy,1.43,2.85,0.6993006993006994,0.3508771929824561,Unibet,Iryna Shymanovich,True,False,-0.0501778922831555,0.34842350631824326,1
2023-05-28,2023-05-29,Karolina Muchova,Maria Sakkari,Karolina Muchova,Maria Sakkari,1.9,1.9,0.5263157894736842,0.5263157894736842,Unibet,Karolina Muchova,True,False,-0.05263157894736836,0.0,1
2023-05-28,2023-05-29,Kamilla Rakhimova,Sara Bejlek,Kamilla Rakhimova,Sara Bejlek,1.8,2.0,0.5555555555555556,0.5,Neds,Kamilla Rakhimova,True,False,-0.05555555555555558,0.05555555555555558,1
2023-05-28,2023-05-29,Magdalena Frech,Shuai Zhang,Magdalena Frech,Shuai Zhang,1.29,3.6,0.7751937984496123,0.2777777777777778,DraftKings,Magdalena Frech,True,False,-0.05297157622739013,0.49741602067183455,1
