market_id,player_1,player_2,odds_player_1,odds_player_2,actual_winner,winner_name,loser_name,match_date,selection_id_1,selection_id_2,implied_prob_1,implied_prob_2,odds_margin,implied_diff
1.211618189,Aliaksandra Sasnovich,Dalma Galfi,1.01,130.0,Aliaksandra Sasnovich,Aliaksandra Sasnovich,Dalma Galfi,2023-03-20,7283310,9304691,0.9900990099009901,0.007692307692307693,-0.002208682406702245,0.9824067022086824
1.211618192,Lucia Bronzetti,Linda Noskova,4.9,1.26,Linda Noskova,Linda Noskova,Lucia Bronzetti,2023-03-20,9631351,22088831,0.2040816326530612,0.7936507936507936,-0.0022675736961451642,-0.5895691609977324
1.211618461,Fernanda Contreras Gome,Sorana Cirstea ,9.2,1.12,Sorana Cirstea,Sorana Cirstea,Fernanda Contreras Gomez,2023-03-20,9632169,51395204,0.10869565217391305,0.8928571428571428,0.0015527950310558758,-0.7841614906832297
1.211618471,Tatjana Maria,Marketa Vondrousova,7.6,1.15,Marketa Vondrousova,Marketa Vondrousova,Tatjana Maria,2023-03-20,7299657,9433253,0.13157894736842105,0.8695652173913044,0.0011441647597254523,-0.7379862700228834
1.211618788,Ashlyn Krueger,Erika Andreeva,26.0,1.01,Erika Andreeva,Erika Andreeva,Ashlyn Krueger,2023-03-20,24143371,27187697,0.038461538461538464,0.9900990099009901,0.028560548362528637,-0.9516374714394517
1.211618942,Madison Brengle,Amanda Anisimova,3.0,990.0,Madison Brengle,Madison Brengle,Amanda Anisimova,2023-03-20,2263603,11636088,0.3333333333333333,0.00101010101010101,-0.6656565656565656,0.3323232323232323
1.211619128,Sloane Stephens,Shelby Rogers,2.62,1.01,Shelby Rogers,Shelby Rogers,Sloane Stephens,2023-03-20,2923342,4943786,0.38167938931297707,0.9900990099009901,0.37177839921396716,-0.608419620588013
1.211619223,Anna Blinkova,Jule Niemeier,1.77,990.0,Anna Blinkova,Anna Blinkova,Jule Niemeier,2023-03-20,9635244,11173943,0.5649717514124294,0.00101010101010101,-0.4340181475774696,0.5639616504023284
1.21161956,Xiyu Wang,Brenda Fruhvirtova,1.72,2.34,Xiyu Wang,Xiyu Wang,Brenda Fruhvirtova,2023-03-20,11352357,42133537,0.5813953488372093,0.4273504273504274,0.008745776187636611,0.15404492148678195
1.211619562,Bianca Andreescu,Emma Raducanu,1.01,990.0,Bianca Andreescu,Bianca Andreescu,Emma Raducanu,2023-03-20,10141729,18849246,0.9900990099009901,0.00101010101010101,-0.008890889088908893,0.9890889088908891
1.211619574,Evgeniya Rodina,Bernarda Pera,1.01,990.0,Evgeniya Rodina,Evgeniya Rodina,Bernarda Pera,2023-03-20,2415530,8784983,0.9900990099009901,0.00101010101010101,-0.008890889088908893,0.9890889088908891
1.211619833,Marta Kostyuk,Elisabetta Cocciaretto,1.55,1000.0,Marta Kostyuk,Marta Kostyuk,Elisabetta Cocciaretto,2023-03-20,11694656,18848114,0.6451612903225806,0.001,-0.35383870967741937,0.6441612903225806
1.211620144,Taylor Townsend,Anna Bondar,1.72,1000.0,Taylor Townsend,Taylor Townsend,Anna Bondar,2023-03-20,7066166,9304685,0.5813953488372093,0.001,-0.41760465116279066,0.5803953488372093
1.211620155,Rebecca Marino,Yulia Putintseva,2.48,1000.0,Rebecca Marino,Rebecca Marino,Yulia Putintseva,2023-03-20,3444552,4259580,0.40322580645161293,0.001,-0.5957741935483871,0.40222580645161293
1.211620425,Elise Mertens,Alycia Parks,1.4,3.5,Elise Mertens,Elise Mertens,Alycia Parks,2023-03-20,9002334,11233227,0.7142857142857143,0.2857142857142857,0.0,0.4285714285714286
1.211620652,Irinia-Camelia Begu,Alexandra Eala,1.3,4.4,Irina Camelia Begu,Irina Camelia Begu,Alexandra Eala,2023-03-20,18309994,35532661,0.7692307692307692,0.22727272727272727,-0.0034965034965035446,0.5419580419580419
1.211620663,Anna Kalinskaya,Victoria Jimenez Kasint,1.01,100.0,Anna Kalinskaya,Anna Kalinskaya,Victoria Jimenez Kasintseva,2023-03-20,8907174,35532640,0.9900990099009901,0.01,9.90099009900991e-05,0.9800990099009901
1.211673317,Danka Kovinic,Nao Hibino,2.36,1.74,Nao Hibino,Nao Hibino,Danka Kovinic,2023-03-20,7414059,7683152,0.42372881355932207,0.5747126436781609,-0.0015585427625171011,-0.1509838301188388
1.211673466,Katherine Sebov,Linda Fruhvirtova,1.01,5.7,Katherine Sebov,Katherine Sebov,Linda Fruhvirtova,2023-03-20,8944358,22108508,0.9900990099009901,0.17543859649122806,0.16553760639221826,0.814660413409762
1.211673644,Viktorija Golubic,Hailey Baptiste,1.31,990.0,Viktorija Golubic,Viktorija Golubic,Hailey Baptiste,2023-03-20,7283232,12737427,0.7633587786259541,0.00101010101010101,-0.23563112036394485,0.7623486776158531
1.211673657,Tereza Martincova,Tamara Korpatsch,1.01,1000.0,Tereza Martincova,Tereza Martincova,Tamara Korpatsch,2023-03-20,7335514,9166525,0.9900990099009901,0.001,-0.008900990099009909,0.9890990099009901
1.211673949,Jasmine Paolini,Mirjam Bjorklund,100.0,1.01,Mirjam Bjorklund,Mirjam Bjorklund,Jasmine Paolini,2023-03-20,8944356,9631526,0.01,0.9900990099009901,9.90099009900991e-05,-0.9800990099009901
1.211674666,Anna-Lena Friedsam,Xinyu Wang,26.0,1.01,Xin Yu Wang,Xin Yu Wang,Anna Lena Friedsam,2023-03-20,7593369,13578400,0.038461538461538464,0.9900990099009901,0.028560548362528637,-0.9516374714394517
