match,bet_side,stake,profit,bankroll,source_file
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1082.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1081.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1080.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1079.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1078.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1077.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1076.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1075.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1074.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1073.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1072.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1071.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1070.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1069.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1068.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1067.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1066.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1065.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1064.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1063.4800000000007,value_bets_atp_aus_open_2023.csv
Pavel Kotov vs Tallon Griekspoor,P1,1,-1.0,1062.4800000000007,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,0.9099999999999999,1063.3900000000008,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.2999999999999998,1064.6900000000007,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.2000000000000002,1065.8900000000008,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.1,1066.9900000000007,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,0.95,1067.9400000000007,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.38,1069.3200000000008,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.2999999999999998,1070.6200000000008,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,1.2999999999999998,1071.9200000000008,value_bets_atp_aus_open_2023.csv
Mikael Ymer vs Yoshihito Nishioka,P2,1,0.9199999999999999,1072.8400000000008,value_bets_atp_aus_open_2023.csv
