match,side,odds,ev,stake,win,profit,bankroll,source_file,date
Aslan Karatsev vs Frances Tiafoe,p2,1.94,0.1110877715008766,23.970892658131294,True,22.532639098643415,1221.077272005208,bankroll_sim_atp_french_open_2023_deduped.csv,2023-06-01
Jiri Lehecka vs Marcos Giron,p2,2.65,0.1148437460609839,24.42154544010416,True,40.29554997617186,1261.37282198138,bankroll_sim_atp_french_open_2023_deduped.csv,2023-06-01
Stan Wawrinka vs Thanasi Kokkinakis,p2,1.91,0.1199912010682664,25.2274564396276,True,22.95698536006111,1284.329807341441,bankroll_sim_atp_french_open_2023_deduped.csv,2023-06-01
Alex De Minaur vs Tomas Martin Etcheverry,p2,2.12,0.1185543693319917,25.68659614682882,True,28.76898768444828,1313.0987950258893,bankroll_sim_atp_french_open_2023_deduped.csv,2023-06-01
Cameron Norrie vs Lucas Pouille,p2,4.35,0.1925138000905784,26.261975900517786,False,-26.261975900517786,1286.8368191253714,bankroll_sim_atp_french_open_2023_deduped.csv,2023-06-01
Alexander Zverev vs Lloyd Harris,p2,10.0,0.7615041024817946,25.73673638250743,False,-25.73673638250743,1261.100082742864,bankroll_sim_atp_french_open_2023_deduped.csv,2023-06-01
Katerina Siniakova vs Peyton Stearns,p1,2.75,0.0992173683150969,25.22200165485728,False,-25.22200165485728,1235.8780810880069,bankroll_sim_wta_french_open_2023_deduped.csv,2023-06-01
Fabio Fognini vs Jason Kubler,p2,2.55,0.1061691065144398,24.717561621760137,False,-24.717561621760137,1211.1605194662468,bankroll_sim_atp_french_open_2023_deduped.csv,2023-06-01
Hubert Hurkacz vs Tallon Griekspoor,p2,2.88,0.1202805980014547,24.223210389324937,False,-24.223210389324937,1186.9373090769218,bankroll_sim_atp_french_open_2023_deduped.csv,2023-06-01
Diego Schwartzman vs Nuno Borges,p2,2.1,0.1014645037824393,23.738746181538435,False,-23.738746181538435,1163.1985628953832,bankroll_sim_atp_french_open_2023_deduped.csv,2023-06-01
Denis Shapovalov vs Matteo Arnaldi,p2,1.85,0.1126060067622789,23.263971257907667,False,-23.263971257907667,1139.9345916374755,bankroll_sim_atp_french_open_2023_deduped.csv,2023-06-01
Alexandre Muller vs Arthur Rinderknech,p1,4.0,0.3965863615539744,22.79869183274951,True,68.39607549824852,1208.330667135724,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.37,0.4855416641105474,24.16661334271448,True,81.4414869649478,1289.772154100672,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.15,0.4278250795135092,25.79544308201344,True,81.25564570834234,1371.0277998090144,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.05,0.4179374469645915,27.420555996180287,True,83.63269578834986,1454.6604955973642,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.0,0.4287075764722028,29.093209911947284,True,87.27962973584185,1541.940125333206,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.0,0.4287075764722028,30.83880250666412,True,92.51640751999236,1634.4565328531983,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,3.95,0.4179987099661371,32.68913065706396,True,96.4329354383387,1730.889468291537,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,3.9,0.3969526863673907,34.61778936583074,True,100.39158916090913,1831.2810574524462,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.3,0.4932794514428062,36.625621149048925,True,120.86454979186145,1952.1456072443077,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.1,0.4173963449124167,39.04291214488615,True,121.03302764914706,2073.1786348934547,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.37,0.4855416641105474,41.4635726978691,True,139.73223999181886,2212.9108748852736,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.0,0.3965863615539744,44.25821749770547,True,132.77465249311643,2345.68552737839,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,3.95,0.3753341137640216,46.913710547567796,True,138.395446115325,2484.0809734937147,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Arthur Fery vs Daniil Medvedev,p1,10.0,1.4859951798843536,49.6816194698743,False,-49.6816194698743,2434.3993540238403,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Arthur Fery vs Daniil Medvedev,p1,10.0,1.919650327269918,48.68798708047681,False,-48.68798708047681,2385.7113669433634,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,3.75,0.3753308298512805,47.71422733886727,True,131.21412518188498,2516.925492125248,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Arthur Fery vs Daniil Medvedev,p1,10.0,1.4086722088929648,50.33850984250496,False,-50.33850984250496,2466.586982282743,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Andy Murray vs Ryan Peniston,p1,1.12,0.0096562021711805,49.331739645654864,True,5.919808757478589,2472.5067910402217,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.3,0.4932794514428062,49.450135820804434,True,163.18544820865463,2635.6922392488764,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.15,0.4389989958449793,52.71384478497753,True,166.04861107267925,2801.7408503215556,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.3,0.4932794514428062,56.03481700643111,True,184.91489612122265,2986.6557464427783,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.25,0.4487278710102065,59.73311492885557,True,194.1326235187806,3180.788369961559,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.26,0.5064893455358963,63.61576739923118,True,207.38740172149363,3388.1757716830525,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.0,0.4287075764722028,67.76351543366106,True,203.29054630098318,3591.466317984036,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.2,0.4606947234921488,71.82932635968072,True,229.8538443509783,3821.320162335014,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alexandre Muller vs Arthur Rinderknech,p1,4.2,0.4606947234921488,76.42640324670029,True,244.56449038944095,4065.884652724455,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
Alex De Minaur vs Kimmer Coppejans,p2,10.0,0.1204281005995164,54.405196220481166,False,-54.405196220481166,4011.479456503974,bankroll_sim_atp_wimbledon_2023_deduped_capped.csv,2023-07-07
