snapshot_date,match_date,winner,loser,player_1,player_2,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner
2023-01-16,2023-01-16,Taylor Townsend,Diane Parry,Diane Parry,Taylor Townsend,2.62,1.44,0.381679389312977,0.6944444444444444,Paddy Power,Taylor Townsend,False,True
2023-01-16,2023-01-16,Shelby Rogers,Arianne Hartono,Arianne Hartono,Shelby Rogers,5.8,1.15,0.1724137931034483,0.8695652173913044,BetRivers,Shelby Rogers,False,True
2023-01-16,2023-01-16,Ekaterina Alexandrova,Ysaline Bonaventure,Ekaterina Alexandrova,Ysaline Bonaventure,1.38,3.05,0.7246376811594204,0.3278688524590164,Unibet,Ekaterina Alexandrova,True,False
2023-01-16,2023-01-16,Karolina Muchova,Lesia Tsurenko,Karolina Muchova,Lesia Tsurenko,1.65,2.23,0.6060606060606061,0.4484304932735426,Unibet,Karolina Muchova,True,False
2023-01-16,2023-01-16,Clara Burel,Talia Gibson,Clara Burel,Talia Gibson,1.15,5.0,0.8695652173913044,0.2,FOX Bet,Clara Burel,True,False
2023-01-16,2023-01-16,Anhelina Kalinina,Coco Vandeweghe,Anhelina Kalinina,Coco Vandeweghe,1.36,3.2,0.7352941176470588,0.3125,Unibet,Anhelina Kalinina,True,False
2023-01-16,2023-01-16,Kateryna Baindl,Kamilla Rakhimova,Kamilla Rakhimova,Kateryna Baindl,1.91,1.91,0.5235602094240838,0.5235602094240838,WynnBET,Kateryna Baindl,False,True
2023-01-16,2023-01-16,Danielle Collins,Anna Kalinskaya,Anna Kalinskaya,Danielle Collins,4.0,1.2,0.25,0.8333333333333334,FOX Bet,Danielle Collins,False,True
2023-01-16,2023-01-16,Cristina Bucsa,Eva Lys,Cristina Bucsa,Eva Lys,1.02,21.0,0.9803921568627452,0.0476190476190476,TAB,Cristina Bucsa,True,False
2023-01-16,2023-01-16,Bianca Andreescu,Marie Bouzkova,Bianca Andreescu,Marie Bouzkova,1.02,13.5,0.9803921568627452,0.074074074074074,Betclic,Bianca Andreescu,True,False
2023-01-16,2023-01-16,Bernarda Pera,Moyuka Uchijima,Bernarda Pera,Moyuka Uchijima,1.25,4.1,0.8,0.2439024390243902,Barstool Sportsbook,Bernarda Pera,True,False
2023-01-16,2023-01-16,Maria Sakkari,Yue Yuan,Maria Sakkari,Yue Yuan,1.12,5.5,0.8928571428571428,0.1818181818181818,Paddy Power,Maria Sakkari,True,False
2023-01-16,2023-01-16,Petra Kvitova,Alison Van Uytvanck,Alison Van Uytvanck,Petra Kvitova,4.4,1.2,0.2272727272727272,0.8333333333333334,SportsBet,Petra Kvitova,False,True
2023-01-16,2023-01-16,Aliaksandra Sasnovich,Brenda Fruhvirtova,Aliaksandra Sasnovich,Brenda Fruhvirtova,1.41,2.85,0.7092198581560284,0.3508771929824561,MyBookie.ag,Aliaksandra Sasnovich,True,False
2023-01-16,2023-01-16,Kaja Juvan,Selena Janicijevic,Kaja Juvan,Selena Janicijevic,1.38,3.05,0.7246376811594204,0.3278688524590164,Unibet,Kaja Juvan,True,False
2023-01-16,2023-01-16,Nadia Podoroska,Leolia Jeanjean,Leolia Jeanjean,Nadia Podoroska,1.86,1.95,0.5376344086021505,0.5128205128205129,Unibet,Nadia Podoroska,False,True
2023-01-16,2023-01-16,Jelena Ostapenko,Dayana Yastremska,Dayana Yastremska,Jelena Ostapenko,2.96,1.47,0.3378378378378378,0.6802721088435374,Matchbook,Jelena Ostapenko,False,True
2023-01-16,2023-01-16,Anna Karolina Schmiedlova,Martina Trevisan,Anna Karolina Schmiedlova,Martina Trevisan,1.87,1.87,0.53475935828877,0.53475935828877,SportsBet,Anna Karolina Schmiedlova,True,False
