bankroll,stake,payout,odds,won,ev
1440.741078528835,759.898411256612,1200.639489785447,1.58,1,0.44074107852883504
2058.0924114566387,921.4198998922444,1538.771232820048,1.67,1,0.4284956833174989
2834.822544606235,1035.6401775327954,1812.3703106823918,1.75,1,0.3774029430485373
471.37165567289776,2363.4508889333374,0.0,1.43,0,0.3584999999999998
631.4023327738465,390.3187246364604,550.3494017374092,1.41,1,0.3394999999999999
833.7667804278642,518.883199112866,721.2476467668837,1.39,1,0.3204999999999998
1045.5435426565418,661.8023819646171,873.5791441932946,1.32,1,0.254
1271.3809478703547,806.5621614779035,1032.3995666917165,1.28,1,0.21599999999999997
