market_id,player_1,player_2,odds_player_1_x,odds_player_2_x,actual_winner,winner_name,loser_name,match_date,player_1_clean,player_2_clean,selection_id_1,selection_id_2,odds_player_1_y,odds_player_2_y,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,odds_margin,implied_diff,pred_prob_player_1,predicted_prob,odds,ev,confidence,kelly_stake,source_file,implied_prob_diff,log_odds_diff,is_fav_player_1,label
1.20877843,Camila Giorgi,Anna Karolina Schmiedlova,1.4,3.5,Camila Giorgi,Camila Giorgi,Anna Karolina Schmiedlova,2023-01-16,camila giorgi,anna karolina schmiedlova,5619012,7289609,1.4,3.5,1.4,3.5,0.7142857142857143,0.2857142857142857,1.0,0.4285714285714286,0.95,0.95,1.4,0.3299999999999998,1.0,0.8249999999999998,ausopen_2023_wta_value_bets.csv,,,,
1.208871359,Donna Vekic,Nuria Parrizas Diaz,1.39,3.7,Donna Vekic,Donna Vekic,Nuria Parrizas Diaz,2023-01-16,donna vekic,nuria parrizas diaz,6603944,9364864,1.39,3.7,1.39,3.7,0.7194244604316548,0.2702702702702702,0.989694730701925,0.4491541901613845,0.95,0.95,1.39,0.3204999999999998,1.0,0.8217948717948715,ausopen_2023_wta_value_bets.csv,,,,
1.208871234,Shuai Zhang,Katie Volynets,1.39,3.6,Shuai Zhang,Shuai Zhang,Katie Volynets,2023-01-16,shuai zhang,katie volynets,2386498,13369546,1.39,3.6,1.39,3.6,0.7194244604316548,0.2777777777777778,0.9972022382094324,0.4416466826538769,0.95,0.95,1.39,0.3204999999999998,1.0,0.8217948717948715,ausopen_2023_wta_value_bets.csv,,,,
1.20883355,Barbora Krejcikova,Anhelina Kalinina,1.81,2.22,Barbora Krejcikova,Barbora Krejcikova,Anhelina Kalinina,2023-01-16,barbora krejcikova,anhelina kalinina,8784972,8907168,1.81,2.22,1.81,2.22,0.5524861878453039,0.4504504504504504,1.0029366382957543,0.1020357373948535,0.7199215234841285,0.7199215234841285,1.81,0.3030579575062726,1.0,0.3741456265509538,ausopen_2023_wta_value_bets.csv,,,,
1.208838496,Jessica Pegula,Marta Kostyuk,1.36,3.85,Jessica Pegula,Jessica Pegula,Marta Kostyuk,2023-01-16,jessica pegula,marta kostyuk,6215852,11694656,1.36,3.85,1.36,3.85,0.7352941176470588,0.2597402597402597,0.9950343773873184,0.475553857906799,0.95,0.95,1.36,0.292,1.0,0.811111111111111,ausopen_2023_wta_value_bets.csv,,,,
1.208566312,Petra Kvitova,Alison Van Uytvanck,1.3,4.9,Petra Kvitova,Petra Kvitova,Alison Van Uytvanck,2023-01-16,petra kvitova,alison van uytvanck,2497008,5548385,1.3,4.9,1.3,4.9,0.7692307692307692,0.2040816326530612,0.9733124018838304,0.5651491365777079,0.95,0.95,1.3,0.2349999999999998,1.0,0.7833333333333332,ausopen_2023_wta_value_bets.csv,,,,
1.208566344,Elena Rybakina,Elisabetta Cocciaretto,1.29,3.7,Elena Rybakina,Elena Rybakina,Elisabetta Cocciaretto,2023-01-16,elena rybakina,elisabetta cocciaretto,10349398,18848114,1.29,3.7,1.29,3.7,0.7751937984496123,0.2702702702702702,1.0454640687198826,0.504923528179342,0.95,0.95,1.29,0.2255,1.0,0.7775862068965516,ausopen_2023_wta_value_bets.csv,,,,
1.214813505,Yulia Putintseva,Qinwen Zheng,3.25,50.0,Yulia Putintseva,Yulia Putintseva,Qinwen Zheng,2023-05-29,yulia putintseva,qinwen zheng,4259580,18848380,3.25,50.0,3.25,50.0,0.3076923076923077,0.02,0.3276923076923077,0.2076923076923077,0.91,0.91,3.25,1.9575,1.0,0.87,frenchopen_2023_wta_value_bets.csv,0.2876923076923077,-2.7333680090865,1.0,1.0
1.214891528,Sara Sorribes Tormo,Elena Rybakina,4.4,1.28,Sara Sorribes Tormo,Sara Sorribes Tormo,Elena Rybakina,2023-05-29,sara sorribes tormo,elena rybakina,6356637,10349398,4.4,1.28,4.4,1.28,0.2272727272727272,0.78125,1.0085227272727273,-0.5539772727272727,0.67,0.67,4.4,1.9480000000000004,1.0,0.5729411764705883,frenchopen_2023_wta_value_bets.csv,-0.5539772727272727,1.2347444629926896,0.0,1.0
1.214809175,Daria Kasatkina,Marketa Vondrousova,3.3,1.43,Daria Kasatkina,Daria Kasatkina,Marketa Vondrousova,2023-05-29,daria kasatkina,marketa vondrousova,7795290,9433253,3.3,1.43,3.3,1.43,0.303030303030303,0.6993006993006994,1.0023310023310024,-0.3962703962703963,0.65,0.65,3.3,1.145,1.0,0.4978260869565218,frenchopen_2023_wta_value_bets.csv,-0.3962703962703963,0.8362480242006185,0.0,1.0
1.214901651,Lesia Tsurenko,Bianca Andreescu,2.32,250.0,Lesia Tsurenko,Lesia Tsurenko,Bianca Andreescu,2023-05-29,lesia tsurenko,bianca andreescu,5300861,10141729,2.32,250.0,2.32,250.0,0.4310344827586207,0.004,0.4350344827586207,0.3310344827586207,0.83,0.83,2.32,0.9255999999999998,1.0,0.7012121212121212,frenchopen_2023_wta_value_bets.csv,0.4270344827586207,-4.679893732184028,1.0,1.0
1.214632089,Petra Martic,Shelby Rogers,1.85,2.12,Petra Martic,Petra Martic,Shelby Rogers,2023-05-29,petra martic,shelby rogers,2346703,4943786,1.85,2.12,1.85,2.12,0.5405405405405405,0.4716981132075471,1.0122386537480876,0.0688424273329933,0.85,0.85,1.85,0.5725,1.0,0.6735294117647058,frenchopen_2023_wta_value_bets.csv,0.0688424273329933,-0.1362304495936876,1.0,1.0
1.214874393,Karolina Muchova,Irinia-Camelia Begu,1.7,2.42,Karolina Muchova,Karolina Muchova,Irina Camelia Begu,2023-05-29,karolina muchova,irinia camelia begu,9632758,18309994,1.7,2.42,1.7,2.42,0.5882352941176471,0.4132231404958678,1.001458434613515,0.1750121536217793,0.88,0.88,1.7,0.496,1.0,0.7085714285714286,frenchopen_2023_wta_value_bets.csv,0.1750121536217793,-0.3531392891064246,1.0,1.0
1.214701583,Iryna Shymanovich,Panna Udvardy,1.58,2.78,Iryna Shymanovich,Iryna Shymanovich,Panna Udvardy,2023-05-29,iryna shymanovich,panna udvardy,9288398,11174011,1.58,2.78,1.58,2.78,0.6329113924050632,0.3597122302158274,0.9926236226208908,0.2731991621892358,0.92,0.92,1.58,0.4536000000000002,1.0,0.7820689655172415,frenchopen_2023_wta_value_bets.csv,0.2731991621892358,-0.5650260806636702,1.0,1.0
1.214896828,Bernarda Pera,Elisabetta Cocciaretto,2.1,1.89,Bernarda Pera,Bernarda Pera,Elisabetta Cocciaretto,2023-05-29,bernarda pera,elisabetta cocciaretto,8784983,18848114,2.1,1.89,2.1,1.89,0.4761904761904761,0.5291005291005292,1.0052910052910051,-0.052910052910053,0.68,0.68,2.1,0.4280000000000001,1.0,0.3890909090909092,frenchopen_2023_wta_value_bets.csv,-0.052910052910053,0.1053605156578263,0.0,1.0
1.21487355,Sloane Stephens,Yulia Putintseva,1.58,2.74,Sloane Stephens,Sloane Stephens,Yulia Putintseva,2023-05-29,sloane stephens,yulia putintseva,2923342,4259580,1.58,2.74,1.58,2.74,0.6329113924050632,0.364963503649635,0.9978748960546984,0.2679478887554282,0.9,0.9,1.58,0.4220000000000001,1.0,0.7275862068965518,frenchopen_2023_wta_value_bets.csv,0.2679478887554282,-0.5505330733611035,1.0,1.0
1.214637549,Elina Svitolina,Martina Trevisan,1.7,100.0,Elina Svitolina,Elina Svitolina,Martina Trevisan,2023-05-29,elina svitolina,martina trevisan,6324464,9345630,1.7,100.0,1.7,100.0,0.5882352941176471,0.01,0.5982352941176471,0.4882352941176471,0.82,0.82,1.7,0.3939999999999999,1.0,0.5628571428571427,frenchopen_2023_wta_value_bets.csv,0.5782352941176471,-4.074541934925921,1.0,1.0
1.214870862,Daria Kasatkina,Peyton Stearns,1.47,3.1,Daria Kasatkina,Daria Kasatkina,Peyton Stearns,2023-05-29,daria kasatkina,peyton stearns,7795290,13835088,1.47,3.1,1.47,3.1,0.6802721088435374,0.3225806451612903,1.0028527540048278,0.3576914636822471,0.94,0.94,1.47,0.3817999999999999,1.0,0.8123404255319148,frenchopen_2023_wta_value_bets.csv,0.3576914636822471,-0.7461397107004557,1.0,1.0
1.214813091,Sloane Stephens,Varvara Gracheva,1.45,3.25,Sloane Stephens,Sloane Stephens,Varvara Gracheva,2023-05-29,sloane stephens,varvara gracheva,2923342,10942984,1.45,3.25,1.45,3.25,0.6896551724137931,0.3076923076923077,0.9973474801061007,0.3819628647214854,0.95,0.95,1.45,0.3774999999999999,1.0,0.8388888888888887,frenchopen_2023_wta_value_bets.csv,0.3819628647214854,-0.8070914399091631,1.0,1.0
1.214632965,Nadia Podoroska,Jessika Ponchet,1.82,2.2,Nadia Podoroska,Nadia Podoroska,Jessika Ponchet,2023-05-29,nadia podoroska,jessika ponchet,9042349,9628769,1.82,2.2,1.82,2.2,0.5494505494505494,0.4545454545454545,1.003996003996004,0.0949050949050948,0.75,0.75,1.82,0.365,1.0,0.4451219512195121,frenchopen_2023_wta_value_bets.csv,0.0949050949050948,-0.1896208592755661,1.0,1.0
1.214701942,Kamilla Rakhimova,Sara Bejlek,1.45,3.1,Kamilla Rakhimova,Kamilla Rakhimova,Sara Bejlek,2023-05-29,kamilla rakhimova,sara bejlek,11144238,35737965,1.45,3.1,1.45,3.1,0.6896551724137931,0.3225806451612903,1.0122358175750834,0.3670745272525028,0.93,0.93,1.45,0.3485,1.0,0.7744444444444446,frenchopen_2023_wta_value_bets.csv,0.3670745272525028,-0.7598385550586176,1.0,1.0
1.214644344,Oceane Dodin,Selena Janicijevic,1.64,2.56,Oceane Dodin,Oceane Dodin,Selena Janicijevic,2023-05-29,oceane dodin,selena janicijevic,7289631,21067307,1.64,2.56,1.64,2.56,0.6097560975609756,0.390625,1.0003810975609757,0.2191310975609756,0.81,0.81,1.64,0.3284,1.0,0.5131250000000002,frenchopen_2023_wta_value_bets.csv,0.2191310975609756,-0.445311016655364,1.0,1.0
1.214701062,Rebecca Peterson,Fiona Ferro,1.87,2.16,Rebecca Peterson,Rebecca Peterson,Fiona Ferro,2023-05-29,rebecca peterson,fiona ferro,7430598,8535268,1.87,2.16,1.87,2.16,0.53475935828877,0.4629629629629629,0.9977223212517328,0.071796395325807,0.68,0.68,1.87,0.2716,1.0,0.3121839080459772,frenchopen_2023_wta_value_bets.csv,0.071796395325807,-0.1441697908295784,1.0,1.0
1.214637561,Ons Jabeur,Lucia Bronzetti,1.28,4.6,Ons Jabeur,Ons Jabeur,Lucia Bronzetti,2023-05-29,ons jabeur,lucia bronzetti,6161111,9631351,1.28,4.6,1.28,4.6,0.78125,0.2173913043478261,0.9986413043478262,0.5638586956521738,0.98,0.98,1.28,0.2543999999999999,1.0,0.9085714285714286,frenchopen_2023_wta_value_bets.csv,0.5638586956521738,-1.2791962255635234,1.0,1.0
1.214637395,Beatriz Haddad Maia,Tatjana Maria,1.24,5.2,Beatriz Haddad Maia,Beatriz Haddad Maia,Tatjana Maria,2023-05-29,beatriz haddad maia,tatjana maria,7083752,7299657,1.24,5.2,1.24,5.2,0.8064516129032259,0.1923076923076923,0.9987593052109182,0.6141439205955336,0.99,0.99,1.24,0.2276,1.0,0.9483333333333333,frenchopen_2023_wta_value_bets.csv,0.6141439205955336,-1.433547245970436,1.0,1.0
1.214644045,Daria Kasatkina,Jule Niemeier,1.32,170.0,Daria Kasatkina,Daria Kasatkina,Jule Niemeier,2023-05-29,daria kasatkina,jule niemeier,7795290,11173943,1.32,170.0,1.32,170.0,0.7575757575757576,0.0058823529411764,0.763458110516934,0.6575757575757576,0.92,0.92,1.32,0.2144000000000001,1.0,0.6700000000000002,frenchopen_2023_wta_value_bets.csv,0.7516934046345811,-4.858166700451982,1.0,1.0
1.211266814,Caroline Garcia,Leylah Fernandez,1.58,2.66,Caroline Garcia,Caroline Garcia,Leylah Fernandez,2023-03-06,caroline garcia,leylah fernandez,5248977,11987709,1.58,2.66,1.58,2.66,0.6329113924050632,0.3759398496240601,1.0088512420291234,0.2569715427810031,0.9118614421068576,0.9118614421068576,1.58,0.440741078528835,1.0,0.7598984112566121,indianwells_2023_wta_value_bets.csv,,,,
1.211050775,Jil Teichmann,Ashlyn Krueger,1.67,2.46,Jil Teichmann,Jil Teichmann,Ashlyn Krueger,2023-03-06,jil teichmann,ashlyn krueger,9247812,24143371,1.67,2.46,1.67,2.46,0.5988023952095809,0.4065040650406504,1.0053064602502313,0.1922983301689305,0.8553866367170653,0.8553866367170653,1.67,0.4284956833174989,1.0,0.6395457959962673,indianwells_2023_wta_value_bets.csv,,,,
1.211095731,Karolina Pliskova,Anna Kalinskaya,1.75,2.32,Karolina Pliskova,Karolina Pliskova,Anna Kalinskaya,2023-03-06,karolina pliskova,anna kalinskaya,6199453,8907174,1.75,2.32,1.75,2.32,0.5714285714285714,0.4310344827586207,1.0024630541871922,0.1403940886699506,0.7870873960277356,0.7870873960277356,1.75,0.3774029430485373,1.0,0.5032039240647164,indianwells_2023_wta_value_bets.csv,,,,
1.21107933,Ekaterina Alexandrova,Xinyu Wang,1.43,3.25,Xin Yu Wang,Xin Yu Wang,Ekaterina Alexandrova,2023-03-06,ekaterina alexandrova,xinyu wang,8681458,13578400,1.43,3.25,1.43,3.25,0.6993006993006994,0.3076923076923077,1.006993006993007,0.3916083916083916,0.95,0.95,1.43,0.3584999999999998,1.0,0.833720930232558,indianwells_2023_wta_value_bets.csv,,,,
1.211000052,Shelby Rogers,Katie Volynets,1.41,3.4,Shelby Rogers,Shelby Rogers,Katie Volynets,2023-03-06,shelby rogers,katie volynets,4943786,13369546,1.41,3.4,1.41,3.4,0.7092198581560284,0.2941176470588235,1.003337505214852,0.4151022110972048,0.95,0.95,1.41,0.3394999999999999,1.0,0.8280487804878047,indianwells_2023_wta_value_bets.csv,,,,
1.211084351,Anastasia Potapova,Xiyu Wang,1.39,3.3,Anastasia Potapova,Anastasia Potapova,Xiyu Wang,2023-03-06,anastasia potapova,xiyu wang,10554735,11352357,1.39,3.3,1.39,3.3,0.7194244604316548,0.303030303030303,1.0224547634619578,0.4163941574013517,0.95,0.95,1.39,0.3204999999999998,1.0,0.8217948717948715,indianwells_2023_wta_value_bets.csv,,,,
1.21114222,Paula Badosa,Nuria Parrizas Diaz,1.32,4.1,Paula Badosa,Paula Badosa,Nuria Parrizas Diaz,2023-03-06,paula badosa,nuria parrizas diaz,7412588,9364864,1.32,4.1,1.32,4.1,0.7575757575757576,0.2439024390243902,1.0014781966001478,0.5136733185513673,0.95,0.95,1.32,0.254,1.0,0.7937499999999998,indianwells_2023_wta_value_bets.csv,,,,
1.211376963,Elena Rybakina,Varvara Gracheva,1.28,6.0,Elena Rybakina,Elena Rybakina,Varvara Gracheva,2023-03-06,elena rybakina,varvara gracheva,10349398,10942984,1.28,6.0,1.28,6.0,0.78125,0.1666666666666666,0.9479166666666666,0.6145833333333334,0.95,0.95,1.28,0.2159999999999999,1.0,0.7714285714285712,indianwells_2023_wta_value_bets.csv,,,,
1.211939007,Petra Kvitova,Varvara Gracheva,1.55,2.8,Petra Kvitova,Petra Kvitova,Varvara Gracheva,2023-03-20,petra kvitova,varvara gracheva,2497008,10942984,1.55,2.8,1.55,2.8,0.6451612903225806,0.3571428571428571,1.0023041474654375,0.2880184331797235,0.931034058897657,0.931034058897657,1.55,0.4431027912913683,1.0,0.8056414387115789,miami_2023_wta_value_bets.csv,,,,
1.211675306,Laura Siegemund,Mayar Sherif,1.65,2.52,Laura Siegemund,Laura Siegemund,Mayar Sherif,2023-03-20,laura siegemund,mayar sherif,4829328,9028621,1.65,2.52,1.65,2.52,0.6060606060606061,0.3968253968253968,1.002886002886003,0.2092352092352092,0.8734758480328054,0.8734758480328054,1.65,0.4412351492541289,1.0,0.6788233065448137,miami_2023_wta_value_bets.csv,,,,
1.211745019,Petra Kvitova,Linda Noskova,1.55,2.72,Petra Kvitova,Petra Kvitova,Linda Noskova,2023-03-20,petra kvitova,linda noskova,2497008,22088831,1.55,2.72,1.55,2.72,0.6451612903225806,0.3676470588235294,1.01280834914611,0.2775142314990512,0.9244129777781476,0.9244129777781476,1.55,0.4328401155561288,1.0,0.7869820282838704,miami_2023_wta_value_bets.csv,,,,
1.21161956,Xiyu Wang,Brenda Fruhvirtova,1.72,2.34,Xiyu Wang,Xiyu Wang,Brenda Fruhvirtova,2023-03-20,xiyu wang,brenda fruhvirtova,11352357,42133537,1.72,2.34,1.72,2.34,0.5813953488372093,0.4273504273504274,1.0087457761876366,0.1540449214867819,0.8058249594449164,0.8058249594449164,1.72,0.3860189302452561,1.0,0.5361374031184113,miami_2023_wta_value_bets.csv,,,,
1.211620425,Elise Mertens,Alycia Parks,1.4,3.5,Elise Mertens,Elise Mertens,Alycia Parks,2023-03-20,elise mertens,alycia parks,9002334,11233227,1.4,3.5,1.4,3.5,0.7142857142857143,0.2857142857142857,1.0,0.4285714285714286,0.95,0.95,1.4,0.3299999999999998,1.0,0.8249999999999998,miami_2023_wta_value_bets.csv,,,,
1.211752681,Belinda Bencic,Leylah Fernandez,1.37,3.75,Belinda Bencic,Belinda Bencic,Leylah Fernandez,2023-03-20,belinda bencic,leylah fernandez,6390244,11987709,1.37,3.75,1.37,3.75,0.7299270072992701,0.2666666666666666,0.9965936739659368,0.4632603406326034,0.95,0.95,1.37,0.3015000000000001,1.0,0.8148648648648648,miami_2023_wta_value_bets.csv,,,,
1.211841483,Belinda Bencic,Ekaterina Alexandrova,1.33,4.3,Ekaterina Alexandrova,Ekaterina Alexandrova,Belinda Bencic,2023-03-20,belinda bencic,ekaterina alexandrova,6390244,8681458,1.33,4.3,1.33,4.3,0.7518796992481203,0.2325581395348837,0.984437838783004,0.5193215597132366,0.95,0.95,1.33,0.2635,1.0,0.7984848484848484,miami_2023_wta_value_bets.csv,,,,
1.211705496,Petra Martic,Xiyu Wang,1.75,2.14,Petra Martic,Petra Martic,Xiyu Wang,2023-03-20,petra martic,xiyu wang,2346703,11352357,1.75,2.14,1.75,2.14,0.5714285714285714,0.4672897196261682,1.0387182910547397,0.1041388518024031,0.7096912827094858,0.7096912827094858,1.75,0.2419597447416002,1.0,0.3226129929888001,miami_2023_wta_value_bets.csv,,,,
1.211620652,Irinia-Camelia Begu,Alexandra Eala,1.3,4.4,Irina Camelia Begu,Irina Camelia Begu,Alexandra Eala,2023-03-20,irinia camelia begu,alexandra eala,18309994,35532661,1.3,4.4,1.3,4.4,0.7692307692307692,0.2272727272727272,0.9965034965034965,0.5419580419580419,0.95,0.95,1.3,0.2349999999999998,1.0,0.7833333333333332,miami_2023_wta_value_bets.csv,,,,
1.217607427,Kaja Juvan,Elisabetta Cocciaretto,2.3,12.0,Kaja Juvan,Kaja Juvan,Elisabetta Cocciaretto,2023-08-28,kaja juvan,elisabetta cocciaretto,9635566,18848114,2.3,12.0,2.3,12.0,0.4347826086956522,0.0833333333333333,0.5181159420289856,0.3347826086956522,0.94,0.94,2.3,1.162,1.0,0.8938461538461537,usopen_2023_wta_value_bets.csv,0.3514492753623189,-1.6519975268528964,1.0,1.0
1.217517197,Tamara Korpatsch,Irinia-Camelia Begu,3.15,1.46,Tamara Korpatsch,Tamara Korpatsch,Irina Camelia Begu,2023-08-28,tamara korpatsch,irinia camelia begu,9166525,18309994,3.15,1.46,3.15,1.46,0.3174603174603174,0.684931506849315,1.0023918243096324,-0.3674711893889976,0.59,0.59,3.15,0.8584999999999998,1.0,0.3993023255813953,usopen_2023_wta_value_bets.csv,-0.3674711893889976,0.7689660171172966,0.0,1.0
1.217523511,Magda Linette,Aliaksandra Sasnovich,2.44,1.68,Magda Linette,Magda Linette,Aliaksandra Sasnovich,2023-08-28,magda linette,aliaksandra sasnovich,7083215,7283310,2.44,1.68,2.44,1.68,0.4098360655737705,0.5952380952380952,1.0050741608118656,-0.1854020296643247,0.67,0.67,2.44,0.6348,1.0,0.4408333333333333,usopen_2023_wta_value_bets.csv,-0.1854020296643247,0.3732042458899429,0.0,1.0
1.21773938,Lucia Bronzetti,Eva Lys,2.38,1.73,Lucia Bronzetti,Lucia Bronzetti,Eva Lys,2023-08-28,lucia bronzetti,eva lys,9631351,10943021,2.38,1.73,2.38,1.73,0.4201680672268907,0.5780346820809249,0.9982027493078156,-0.1578666148540341,0.66,0.66,2.38,0.5708,1.0,0.4136231884057971,usopen_2023_wta_value_bets.csv,-0.1578666148540341,0.3189790791736956,0.0,1.0
1.217516742,Petra Martic,Tatjana Maria,1.8,2.28,Petra Martic,Petra Martic,Tatjana Maria,2023-08-28,petra martic,tatjana maria,2346703,7299657,1.8,2.28,1.8,2.28,0.5555555555555556,0.4385964912280702,0.9941520467836258,0.1169590643274853,0.84,0.84,1.8,0.512,1.0,0.64,usopen_2023_wta_value_bets.csv,0.1169590643274853,-0.2363887780642302,1.0,1.0
1.217526836,Taylor Townsend,Varvara Gracheva,1.86,2.12,Taylor Townsend,Taylor Townsend,Varvara Gracheva,2023-08-28,taylor townsend,varvara gracheva,7066166,10942984,1.86,2.12,1.86,2.12,0.5376344086021505,0.4716981132075471,1.0093325218096976,0.0659362953946033,0.77,0.77,1.86,0.4322000000000001,1.0,0.5025581395348838,usopen_2023_wta_value_bets.csv,0.0659362953946033,-0.1308396009588111,1.0,1.0
1.217516343,Lauren Davis,Danka Kovinic,1.42,3.35,Lauren Davis,Lauren Davis,Danka Kovinic,2023-08-28,lauren davis,danka kovinic,4176991,7414059,1.42,3.35,1.42,3.35,0.7042253521126761,0.2985074626865671,1.0027328147992431,0.405717889426109,1.0,1.0,1.42,0.4199999999999999,1.0,1.0,usopen_2023_wta_value_bets.csv,0.405717889426109,-0.8583034742238057,1.0,1.0
1.217777051,Caroline Wozniacki,Jennifer Brady,1.84,1000.0,Caroline Wozniacki,Caroline Wozniacki,Jennifer Brady,2023-08-28,caroline wozniacki,jennifer brady,2309522,8784966,1.84,1000.0,1.84,1000.0,0.5434782608695652,0.001,0.5444782608695652,0.4434782608695652,0.77,0.77,1.84,0.4168,1.0,0.4961904761904762,usopen_2023_wta_value_bets.csv,0.5424782608695652,-6.297989707361243,1.0,1.0
1.217608558,Eva Lys,Robin Montgomery,1.56,2.84,Eva Lys,Eva Lys,Robin Montgomery,2023-08-28,eva lys,robin montgomery,10943021,24143439,1.56,2.84,1.56,2.84,0.641025641025641,0.352112676056338,0.993138317081979,0.2889129649693029,0.9,0.9,1.56,0.4040000000000001,1.0,0.7214285714285716,usopen_2023_wta_value_bets.csv,0.2889129649693029,-0.5991182309116689,1.0,1.0
1.217811801,Jessica Pegula,Elina Svitolina,1.4,3.5,Jessica Pegula,Jessica Pegula,Elina Svitolina,2023-08-28,jessica pegula,elina svitolina,6215852,6324464,1.4,3.5,1.4,3.5,0.7142857142857143,0.2857142857142857,1.0,0.4285714285714286,1.0,1.0,1.4,0.3999999999999999,1.0,1.0,usopen_2023_wta_value_bets.csv,0.4285714285714286,-0.9162907318741552,1.0,1.0
1.21790106,Karolina Muchova,Sorana Cirstea ,1.54,2.88,Karolina Muchova,Karolina Muchova,Sorana Cirstea,2023-08-28,karolina muchova,sorana cirstea,9632758,51395204,1.54,2.88,1.54,2.88,0.6493506493506493,0.3472222222222222,0.9965728715728716,0.3021284271284271,0.9,0.9,1.54,0.3860000000000001,1.0,0.7148148148148149,usopen_2023_wta_value_bets.csv,0.3021284271284271,-0.6260078777223168,1.0,1.0
