tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_date,market_id,market_time,market_name,runner_1,runner_2,player_1,player_2,actual_winner,odds_player_1,odds_player_2,selection_id_1,selection_id_2,odds_margin,implied_prob_diff,player_1_lc,player_2_lc,won
2023-580,Australian Open,Hard,128,G,2023-01-16,108,128034,10.0,,Hubert Hurkacz,R,196.0,POL,25.9,124079,,,Pedro Martinez,R,185.0,ESP,25.7,7-6(1) 6-2 6-2,5,R128,109.0,24.0,1.0,70.0,51.0,46.0,14.0,14.0,0.0,0.0,0.0,4.0,84.0,61.0,38.0,10.0,14.0,0.0,4.0,11.0,2860.0,60.0,801.0,2023-01-16,1.208567871,2023-01-16 01:30:00+00:00,Match Odds,Hubert Hurkacz,Pedro Martinez,Hubert Hurkacz,Pedro Martinez,Hubert Hurkacz,21.0,1.05,19924838,13181195,1.0,0.9047619047619048,hubert hurkacz,pedro martinez,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,108,128034,10.0,,Hubert Hurkacz,R,196.0,POL,25.9,124079,,,Pedro Martinez,R,185.0,ESP,25.7,7-6(1) 6-2 6-2,5,R128,109.0,24.0,1.0,70.0,51.0,46.0,14.0,14.0,0.0,0.0,0.0,4.0,84.0,61.0,38.0,10.0,14.0,0.0,4.0,11.0,2860.0,60.0,801.0,2023-01-16,1.208567871,2023-01-16 01:30:00+00:00,Match Odds,Hubert Hurkacz,Pedro Martinez,Pedro Martinez,Hubert Hurkacz,Hubert Hurkacz,21.0,21.0,19924838,13181195,0.0952380952380952,0.0,hubert hurkacz,pedro martinez,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,109,132283,,,Lorenzo Sonego,R,191.0,ITA,27.6,132686,,,Nuno Borges,R,185.0,POR,25.9,7-6(4) 6-3 6-7(6) 6-1,5,R128,197.0,16.0,4.0,129.0,94.0,79.0,19.0,20.0,4.0,4.0,0.0,2.0,128.0,89.0,56.0,30.0,20.0,4.0,7.0,47.0,925.0,111.0,512.0,2023-01-16,1.208567859,2023-01-16 04:20:00+00:00,Match Odds,Lorenzo Sonego,Nuno Borges,Lorenzo Sonego,Nuno Borges,Lorenzo Sonego,1.32,1.32,8826925,9633043,1.5151515151515151,0.0,lorenzo sonego,nuno borges,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,109,132283,,,Lorenzo Sonego,R,191.0,ITA,27.6,132686,,,Nuno Borges,R,185.0,POR,25.9,7-6(4) 6-3 6-7(6) 6-1,5,R128,197.0,16.0,4.0,129.0,94.0,79.0,19.0,20.0,4.0,4.0,0.0,2.0,128.0,89.0,56.0,30.0,20.0,4.0,7.0,47.0,925.0,111.0,512.0,2023-01-16,1.208567859,2023-01-16 04:20:00+00:00,Match Odds,Lorenzo Sonego,Nuno Borges,Lorenzo Sonego,Nuno Borges,Lorenzo Sonego,1.32,4.1,8826925,9633043,1.0014781966001478,0.5136733185513673,lorenzo sonego,nuno borges,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,109,132283,,,Lorenzo Sonego,R,191.0,ITA,27.6,132686,,,Nuno Borges,R,185.0,POR,25.9,7-6(4) 6-3 6-7(6) 6-1,5,R128,197.0,16.0,4.0,129.0,94.0,79.0,19.0,20.0,4.0,4.0,0.0,2.0,128.0,89.0,56.0,30.0,20.0,4.0,7.0,47.0,925.0,111.0,512.0,2023-01-16,1.208567859,2023-01-16 04:20:00+00:00,Match Odds,Lorenzo Sonego,Nuno Borges,Nuno Borges,Lorenzo Sonego,Lorenzo Sonego,4.1,1.32,8826925,9633043,1.0014781966001478,0.5136733185513673,lorenzo sonego,nuno borges,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,109,132283,,,Lorenzo Sonego,R,191.0,ITA,27.6,132686,,,Nuno Borges,R,185.0,POR,25.9,7-6(4) 6-3 6-7(6) 6-1,5,R128,197.0,16.0,4.0,129.0,94.0,79.0,19.0,20.0,4.0,4.0,0.0,2.0,128.0,89.0,56.0,30.0,20.0,4.0,7.0,47.0,925.0,111.0,512.0,2023-01-16,1.208567859,2023-01-16 04:20:00+00:00,Match Odds,Lorenzo Sonego,Nuno Borges,Nuno Borges,Lorenzo Sonego,Lorenzo Sonego,4.1,4.1,8826925,9633043,0.4878048780487805,0.0,lorenzo sonego,nuno borges,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,110,106121,,,Taro Daniel,R,191.0,JPN,29.9,124014,,Q,Ernesto Escobedo,R,185.0,MEX,26.5,7-5 6-2 3-6 6-3,5,R128,194.0,15.0,3.0,122.0,77.0,56.0,26.0,19.0,5.0,7.0,11.0,3.0,124.0,78.0,54.0,23.0,19.0,6.0,11.0,94.0,572.0,313.0,163.0,2023-01-16,1.208575026,2023-01-16 04:10:00+00:00,Match Odds,Ernesto Escobedo,Taro Daniel,Ernesto Escobedo,Taro Daniel,Taro Daniel,1.01,2.78,8173434,8700174,1.3498112401168174,0.6303867796851628,taro daniel,ernesto escobedo,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,110,106121,,,Taro Daniel,R,191.0,JPN,29.9,124014,,Q,Ernesto Escobedo,R,185.0,MEX,26.5,7-5 6-2 3-6 6-3,5,R128,194.0,15.0,3.0,122.0,77.0,56.0,26.0,19.0,5.0,7.0,11.0,3.0,124.0,78.0,54.0,23.0,19.0,6.0,11.0,94.0,572.0,313.0,163.0,2023-01-16,1.208575026,2023-01-16 04:10:00+00:00,Match Odds,Ernesto Escobedo,Taro Daniel,Ernesto Escobedo,Taro Daniel,Taro Daniel,1.01,2.78,8173434,8700174,1.3498112401168174,0.6303867796851628,taro daniel,ernesto escobedo,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,110,106121,,,Taro Daniel,R,191.0,JPN,29.9,124014,,Q,Ernesto Escobedo,R,185.0,MEX,26.5,7-5 6-2 3-6 6-3,5,R128,194.0,15.0,3.0,122.0,77.0,56.0,26.0,19.0,5.0,7.0,11.0,3.0,124.0,78.0,54.0,23.0,19.0,6.0,11.0,94.0,572.0,313.0,163.0,2023-01-16,1.208575026,2023-01-16 04:10:00+00:00,Match Odds,Ernesto Escobedo,Taro Daniel,Taro Daniel,Ernesto Escobedo,Taro Daniel,1.01,2.78,8173434,8700174,1.3498112401168174,0.6303867796851628,taro daniel,ernesto escobedo,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,110,106121,,,Taro Daniel,R,191.0,JPN,29.9,124014,,Q,Ernesto Escobedo,R,185.0,MEX,26.5,7-5 6-2 3-6 6-3,5,R128,194.0,15.0,3.0,122.0,77.0,56.0,26.0,19.0,5.0,7.0,11.0,3.0,124.0,78.0,54.0,23.0,19.0,6.0,11.0,94.0,572.0,313.0,163.0,2023-01-16,1.208575026,2023-01-16 04:10:00+00:00,Match Odds,Ernesto Escobedo,Taro Daniel,Ernesto Escobedo,Taro Daniel,Taro Daniel,1.01,2.78,8173434,8700174,1.3498112401168174,0.6303867796851628,taro daniel,ernesto escobedo,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,111,133430,20.0,,Denis Shapovalov,L,185.0,CAN,23.7,105583,,,Dusan Lajovic,R,183.0,SRB,32.5,6-4 4-6 6-4 6-1,5,R128,143.0,16.0,7.0,111.0,62.0,51.0,25.0,19.0,3.0,5.0,5.0,2.0,102.0,76.0,52.0,13.0,18.0,7.0,12.0,22.0,1830.0,86.0,626.0,2023-01-16,1.20856759,2023-01-16 01:45:00+00:00,Match Odds,Dusan Lajovic,Denis Shapovalov,Denis Shapovalov,Dusan Lajovic,Denis Shapovalov,1.13,9.0,19924829,4688724,0.9960668633235006,0.7738446411012783,denis shapovalov,dusan lajovic,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Cristian Garin,Sebastian Korda,Sebastian Korda,11.0,11.0,10902223,23814703,0.1818181818181818,0.0,sebastian korda,cristian garin,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Sebastian Korda,Cristian Garin,Sebastian Korda,11.0,11.0,10902223,23814703,0.1818181818181818,0.0,sebastian korda,cristian garin,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Sebastian Korda,Cristian Garin,Sebastian Korda,11.0,11.0,10902223,23814703,0.1818181818181818,0.0,sebastian korda,cristian garin,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Cristian Garin,Sebastian Korda,Sebastian Korda,11.0,11.0,10902223,23814703,0.1818181818181818,0.0,sebastian korda,cristian garin,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Cristian Garin,Sebastian Korda,Sebastian Korda,11.0,1.09,10902223,23814703,1.0083402835696411,0.8265221017514595,sebastian korda,cristian garin,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Cristian Garin,Sebastian Korda,Sebastian Korda,11.0,1.09,10902223,23814703,1.0083402835696411,0.8265221017514595,sebastian korda,cristian garin,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Cristian Garin,Sebastian Korda,Sebastian Korda,11.0,1.09,10902223,23814703,1.0083402835696411,0.8265221017514595,sebastian korda,cristian garin,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Sebastian Korda,Cristian Garin,Sebastian Korda,11.0,1.09,10902223,23814703,1.0083402835696411,0.8265221017514595,sebastian korda,cristian garin,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Sebastian Korda,Cristian Garin,Sebastian Korda,1.09,11.0,10902223,23814703,1.0083402835696411,0.8265221017514595,sebastian korda,cristian garin,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Sebastian Korda,Cristian Garin,Sebastian Korda,1.09,11.0,10902223,23814703,1.0083402835696411,0.8265221017514595,sebastian korda,cristian garin,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Cristian Garin,Sebastian Korda,Sebastian Korda,1.09,11.0,10902223,23814703,1.0083402835696411,0.8265221017514595,sebastian korda,cristian garin,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Cristian Garin,Sebastian Korda,Sebastian Korda,1.09,11.0,10902223,23814703,1.0083402835696411,0.8265221017514595,sebastian korda,cristian garin,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Sebastian Korda,Cristian Garin,Sebastian Korda,1.09,1.09,10902223,23814703,1.8348623853211008,0.0,sebastian korda,cristian garin,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Sebastian Korda,Cristian Garin,Sebastian Korda,1.09,1.09,10902223,23814703,1.8348623853211008,0.0,sebastian korda,cristian garin,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Sebastian Korda,Cristian Garin,Sebastian Korda,1.09,1.09,10902223,23814703,1.8348623853211008,0.0,sebastian korda,cristian garin,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,112,200624,29.0,,Sebastian Korda,R,196.0,USA,22.5,106426,,,Cristian Garin,R,185.0,CHI,26.6,6-4 1-6 6-3 6-2,5,R128,154.0,16.0,5.0,105.0,61.0,46.0,25.0,17.0,10.0,13.0,5.0,2.0,103.0,53.0,35.0,27.0,17.0,4.0,9.0,31.0,1325.0,87.0,606.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Cristian Garin,Sebastian Korda,Sebastian Korda,1.09,1.09,10902223,23814703,1.8348623853211008,0.0,sebastian korda,cristian garin,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,113,133297,,Q,Yosuke Watanuki,R,180.0,JPN,24.7,126239,,,Arthur Rinderknech,R,196.0,FRA,27.4,6-3 6-3 6-2,5,R128,103.0,10.0,4.0,72.0,47.0,40.0,13.0,13.0,0.0,0.0,8.0,4.0,76.0,47.0,31.0,13.0,13.0,8.0,13.0,138.0,413.0,59.0,807.0,2023-01-16,1.208575421,2023-01-16 00:05:00+00:00,Match Odds,Yosuke Watanuki,Arthur Rinderknech,Arthur Rinderknech,Yosuke Watanuki,Yosuke Watanuki,2.34,2.34,19924830,9953233,0.8547008547008548,0.0,yosuke watanuki,arthur rinderknech,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,113,133297,,Q,Yosuke Watanuki,R,180.0,JPN,24.7,126239,,,Arthur Rinderknech,R,196.0,FRA,27.4,6-3 6-3 6-2,5,R128,103.0,10.0,4.0,72.0,47.0,40.0,13.0,13.0,0.0,0.0,8.0,4.0,76.0,47.0,31.0,13.0,13.0,8.0,13.0,138.0,413.0,59.0,807.0,2023-01-16,1.208575421,2023-01-16 00:05:00+00:00,Match Odds,Yosuke Watanuki,Arthur Rinderknech,Yosuke Watanuki,Arthur Rinderknech,Yosuke Watanuki,2.34,2.34,19924830,9953233,0.8547008547008548,0.0,yosuke watanuki,arthur rinderknech,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,113,133297,,Q,Yosuke Watanuki,R,180.0,JPN,24.7,126239,,,Arthur Rinderknech,R,196.0,FRA,27.4,6-3 6-3 6-2,5,R128,103.0,10.0,4.0,72.0,47.0,40.0,13.0,13.0,0.0,0.0,8.0,4.0,76.0,47.0,31.0,13.0,13.0,8.0,13.0,138.0,413.0,59.0,807.0,2023-01-16,1.208575421,2023-01-16 00:05:00+00:00,Match Odds,Yosuke Watanuki,Arthur Rinderknech,Yosuke Watanuki,Arthur Rinderknech,Yosuke Watanuki,2.34,2.34,19924830,9953233,0.8547008547008548,0.0,yosuke watanuki,arthur rinderknech,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,113,133297,,Q,Yosuke Watanuki,R,180.0,JPN,24.7,126239,,,Arthur Rinderknech,R,196.0,FRA,27.4,6-3 6-3 6-2,5,R128,103.0,10.0,4.0,72.0,47.0,40.0,13.0,13.0,0.0,0.0,8.0,4.0,76.0,47.0,31.0,13.0,13.0,8.0,13.0,138.0,413.0,59.0,807.0,2023-01-16,1.208575421,2023-01-16 00:05:00+00:00,Match Odds,Yosuke Watanuki,Arthur Rinderknech,Arthur Rinderknech,Yosuke Watanuki,Yosuke Watanuki,2.34,2.34,19924830,9953233,0.8547008547008548,0.0,yosuke watanuki,arthur rinderknech,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,115,106421,7.0,,Daniil Medvedev,R,198.0,RUS,26.9,106218,,,Marcos Giron,R,180.0,USA,29.4,6-0 6-1 6-2,5,R128,96.0,9.0,4.0,73.0,51.0,40.0,13.0,11.0,6.0,6.0,1.0,0.0,69.0,46.0,21.0,10.0,10.0,6.0,13.0,8.0,3860.0,56.0,841.0,2023-01-16,1.208567787,2023-01-16 09:55:00+00:00,Match Odds,Marcos Giron,Daniil Medvedev,Marcos Giron,Daniil Medvedev,Daniil Medvedev,1.04,23.0,19924831,8230256,1.0050167224080266,0.9180602006688964,daniil medvedev,marcos giron,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,116,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,24.4,111460,,,Quentin Halys,R,191.0,FRA,26.2,6-3 6-4 7-6(6),5,R128,120.0,17.0,6.0,95.0,61.0,51.0,17.0,16.0,7.0,9.0,9.0,6.0,90.0,57.0,46.0,10.0,15.0,3.0,7.0,4.0,5715.0,61.0,800.0,2023-01-16,1.208567853,2023-01-16 08:00:00+00:00,Match Odds,Stefanos Tsitsipas,Quentin Halys,Stefanos Tsitsipas,Quentin Halys,Stefanos Tsitsipas,1.01,1.01,9193006,7287690,1.98019801980198,0.0,stefanos tsitsipas,quentin halys,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,116,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,24.4,111460,,,Quentin Halys,R,191.0,FRA,26.2,6-3 6-4 7-6(6),5,R128,120.0,17.0,6.0,95.0,61.0,51.0,17.0,16.0,7.0,9.0,9.0,6.0,90.0,57.0,46.0,10.0,15.0,3.0,7.0,4.0,5715.0,61.0,800.0,2023-01-16,1.208567853,2023-01-16 08:00:00+00:00,Match Odds,Stefanos Tsitsipas,Quentin Halys,Quentin Halys,Stefanos Tsitsipas,Stefanos Tsitsipas,1.01,65.0,9193006,7287690,1.0054836252856054,0.9747143945163748,stefanos tsitsipas,quentin halys,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,116,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,24.4,111460,,,Quentin Halys,R,191.0,FRA,26.2,6-3 6-4 7-6(6),5,R128,120.0,17.0,6.0,95.0,61.0,51.0,17.0,16.0,7.0,9.0,9.0,6.0,90.0,57.0,46.0,10.0,15.0,3.0,7.0,4.0,5715.0,61.0,800.0,2023-01-16,1.208567853,2023-01-16 08:00:00+00:00,Match Odds,Stefanos Tsitsipas,Quentin Halys,Stefanos Tsitsipas,Quentin Halys,Stefanos Tsitsipas,65.0,1.01,9193006,7287690,1.0054836252856054,0.9747143945163748,stefanos tsitsipas,quentin halys,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,116,126774,3.0,,Stefanos Tsitsipas,R,193.0,GRE,24.4,111460,,,Quentin Halys,R,191.0,FRA,26.2,6-3 6-4 7-6(6),5,R128,120.0,17.0,6.0,95.0,61.0,51.0,17.0,16.0,7.0,9.0,9.0,6.0,90.0,57.0,46.0,10.0,15.0,3.0,7.0,4.0,5715.0,61.0,800.0,2023-01-16,1.208567853,2023-01-16 08:00:00+00:00,Match Odds,Stefanos Tsitsipas,Quentin Halys,Stefanos Tsitsipas,Quentin Halys,Stefanos Tsitsipas,65.0,65.0,9193006,7287690,0.0307692307692307,0.0,stefanos tsitsipas,quentin halys,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,117,208014,,WC,Rinky Hijikata,R,178.0,AUS,21.8,105870,,Q,Yannick Hanfmann,R,193.0,GER,31.1,4-6 4-6 6-3 7-6(5) 6-3,5,R128,265.0,15.0,6.0,191.0,121.0,90.0,33.0,25.0,12.0,15.0,21.0,2.0,152.0,98.0,73.0,27.0,25.0,8.0,11.0,169.0,344.0,128.0,435.0,2023-01-16,1.208575045,2023-01-16 06:50:00+00:00,Match Odds,Yannick Hanfmann,Rinky Hijikata,Rinky Hijikata,Yannick Hanfmann,Rinky Hijikata,1.01,29.0,12343905,8639275,1.0245817685216798,0.9556162512803004,rinky hijikata,yannick hanfmann,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,118,134868,,,Tallon Griekspoor,R,188.0,NED,26.5,200303,,LL,Pavel Kotov,R,191.0,RUS,24.1,6-3 7-6(3) 6-3,5,R128,129.0,13.0,3.0,97.0,61.0,52.0,21.0,15.0,1.0,1.0,6.0,3.0,90.0,62.0,44.0,16.0,15.0,6.0,8.0,63.0,789.0,117.0,483.0,2023-01-16,1.208575414,2023-01-16 02:15:00+00:00,Match Odds,Tallon Griekspoor,Pavel Kotov,Tallon Griekspoor,Pavel Kotov,Tallon Griekspoor,100.0,100.0,9198585,10166537,0.02,0.0,tallon griekspoor,pavel kotov,1.0
2023-580,Australian Open,Hard,128,G,2023-01-16,120,144750,,,Lloyd Harris,R,193.0,RSA,25.8,207518,17.0,,Lorenzo Musetti,R,185.0,ITA,20.8,6-4 6-1 6-7(0) 2-6 7-6(4),5,R128,228.0,17.0,5.0,173.0,106.0,80.0,30.0,25.0,7.0,11.0,7.0,2.0,144.0,92.0,62.0,31.0,24.0,3.0,9.0,186.0,310.0,19.0,1925.0,2023-01-16,1.208567817,2023-01-16 05:15:00+00:00,Match Odds,Lorenzo Musetti,Lloyd Harris,Lorenzo Musetti,Lloyd Harris,Lloyd Harris,1.01,1.38,11313212,13834991,1.7147366910604105,0.2654613287415697,lloyd harris,lorenzo musetti,0.0
2023-580,Australian Open,Hard,128,G,2023-01-16,121,105916,,,Marton Fucsovics,R,188.0,HUN,30.9,105948,,,Federico Coria,R,180.0,ARG,30.8,4-6 7-5 2-6 7-6(6) 6-2,5,R128,257.0,9.0,4.0,162.0,95.0,66.0,32.0,25.0,13.0,20.0,1.0,4.0,168.0,121.0,77.0,21.0,25.0,11.0,18.0,78.0,687.0,76.0,695.0,2023-01-16,1.20856756,2023-01-16 05:50:00+00:00,Match Odds,Federico Coria,Marton Fucsovics,Federico Coria,Marton Fucsovics,Marton Fucsovics,1.16,4.1,4827766,8326752,1.1059714045416318,0.6181665264928512,marton fucsovics,federico coria,0.0
