bankroll,stake,payout,odds,won,ev
1443.1027912913682,805.6414387115789,1248.7442300029472,1.55,1,0.4431027912913683
2079.850466795865,979.6118084684568,1616.3594839729537,1.65,1,0.4412351492541289
2980.0931831832554,1636.8049388861646,2537.047655273555,1.55,1,0.4328401155561288
4130.465565786835,1597.7394202827504,2748.1118028863307,1.72,1,0.38601893024525613
5493.519202496491,3407.6340917741386,4770.687728483794,1.4,1,0.32999999999999985
7149.815242049183,4476.475782574843,6132.771822127535,1.37,1,0.3015000000000001
1440.7961018068818,5709.019140242302,0.0,1.33,0,0.26350000000000007
1789.4107588247675,464.81954269051414,813.4341997083998,1.75,1,0.2419597447416002
387.70566441203323,1401.7050944127343,0.0,1.3,0,0.23499999999999988
