bankroll,stake,payout,odds,won,ev,source_file
2099.98234189916,104.21748595033053,119.85010884288009,1.15,1,0.11248278376708276,crossslam_atp_usopen_eval_value_bets.csv
2143.0319799080926,104.99911709495801,148.04875510389078,1.41,1,0.3236923512021783,crossslam_atp_usopen_eval_value_bets.csv
2160.176235747357,107.15159899540464,124.29585483466937,1.16,1,0.12101565377791657,crossslam_atp_usopen_eval_value_bets.csv
2208.7802010516725,108.00881178736786,156.6127770916834,1.45,1,0.16074191058015086,crossslam_miami_eval_value_bets.csv
2098.341190999089,110.43901005258363,0.0,1.4,0,0.16186854416072172,crossslam_miami_eval_value_bets.csv
2125.6196264820774,104.91705954995446,132.19549503294263,1.26,1,0.11964261511648444,crossslam_miami_eval_value_bets.csv
2244.6543255650736,106.28098132410388,225.31568040710022,2.12,1,0.8157626245599929,crossslam_miami_eval_value_bets.csv
2289.547412076375,112.23271627825369,157.12580278955517,1.4,1,0.16186854416072172,crossslam_miami_eval_value_bets.csv
2363.957702968857,114.47737060381877,188.88766149630095,1.65,1,0.3903887255128109,crossslam_miami_eval_value_bets.csv
2386.415301147061,118.19788514844286,140.65548332664702,1.19,1,0.14755255191337802,crossslam_miami_eval_value_bets.csv
2440.10964542287,119.32076505735307,173.01510933316194,1.45,1,0.169786934777989,crossslam_miami_eval_value_bets.csv
2620.6777591841624,122.0054822711435,302.5735960324359,2.48,1,1.0195797110262736,crossslam_miami_eval_value_bets.csv
2690.125719802543,131.03388795920813,200.48184857758844,1.53,1,0.1410802055149749,crossslam_miami_eval_value_bets.csv
2886.5048973481285,134.50628599012714,330.88546353571274,2.46,1,1.02039251395222,crossslam_miami_eval_value_bets.csv
3232.885485029904,144.32524486740644,490.7058325491819,3.4,1,1.528138998684749,crossslam_miami_eval_value_bets.csv
3292.693866502957,161.6442742514952,221.45265572454844,1.37,1,0.16111655824769677,crossslam_miami_eval_value_bets.csv
3358.5477438330163,164.63469332514785,230.48857065520698,1.4,1,0.3166797168852764,crossslam_miami_eval_value_bets.csv
3398.8503167590125,167.92738719165084,208.22996011764704,1.24,1,0.1308254969331415,crossslam_miami_eval_value_bets.csv
3568.7928325969633,169.94251583795062,339.88503167590125,2.0,1,0.7390916714411886,crossslam_miami_eval_value_bets.csv
3613.4027430044252,178.43964162984818,223.04955203731024,1.25,1,0.13893039049042022,crossslam_miami_eval_value_bets.csv
4110.245620167534,180.67013715022128,677.5130143133298,3.75,1,1.7090470543568825,crossslam_miami_eval_value_bets.csv
4190.395409760801,205.5122810083767,285.6620706016436,1.39,1,0.1505995786208758,crossslam_miami_eval_value_bets.csv
4651.33890483449,209.51977048804008,670.4632655617283,3.2,1,1.4158858757354942,crossslam_miami_eval_value_bets.csv
4746.6913523835965,232.5669452417245,327.9193927908315,1.41,1,0.11776514515621894,crossslam_wta_iw_eval_value_bets.csv
5221.360487621956,237.33456761917984,712.0037028575396,3.0,1,1.126784729596336,crossslam_wta_iw_eval_value_bets.csv
5286.62749371723,261.0680243810978,326.33503047637225,1.25,1,0.10421566302767116,crossslam_wta_iw_eval_value_bets.csv
5022.296119031369,264.33137468586153,0.0,1.43,0,0.11279645224206636,crossslam_wta_iw_eval_value_bets.csv
5120.230893352481,251.11480595156846,349.04958027268015,1.39,1,0.1035022409386317,crossslam_wta_iw_eval_value_bets.csv
5161.192740499301,256.01154466762404,296.97339181444386,1.16,1,0.10136651557569643,crossslam_wta_iw_eval_value_bets.csv
5243.77182434729,258.05963702496507,340.6387208729539,1.32,1,0.11709672546484051,crossslam_wta_iw_eval_value_bets.csv
5317.184629888152,262.1885912173645,335.60139675822654,1.28,1,0.13691884709026092,crossslam_wta_iw_eval_value_bets.csv
5428.845507115803,265.8592314944076,377.52010872205875,1.42,1,0.13741310460740008,crossslam_wta_usopen_eval_value_bets.csv
5491.277230447635,271.4422753557902,333.8739986876219,1.23,1,0.15495533114411542,crossslam_wta_usopen_eval_value_bets.csv
5579.137666134797,274.5638615223817,362.4242972095439,1.32,1,0.13278171502966418,crossslam_wta_usopen_eval_value_bets.csv
5654.456024627617,278.9568833067398,354.2752417995596,1.27,1,0.1155523425937941,crossslam_wta_usopen_eval_value_bets.csv
5736.445636984718,282.72280123138086,364.7124135884813,1.29,1,0.12644072462797573,crossslam_wta_usopen_eval_value_bets.csv
6109.314603388724,286.8222818492359,659.6912482532425,2.3,1,0.7376747747858736,crossslam_wta_usopen_eval_value_bets.csv
6246.774181964971,305.4657301694362,442.92530874568246,1.45,1,0.32898737999594396,crossslam_wta_usopen_eval_value_bets.csv
6421.68385905999,312.33870909824856,487.2483861932678,1.56,1,0.1249834769274909,crossslam_wta_usopen_eval_value_bets.csv
6534.06332659354,321.0841929529995,433.4636604865494,1.35,1,0.1474833551122603,crossslam_wta_usopen_eval_value_bets.csv
6207.360160263863,326.70316632967706,0.0,1.2,0,0.14218149708032435,crossslam_wta_usopen_eval_value_bets.csv
6468.069286994945,310.36800801319316,571.0771347442754,1.84,1,0.5906478404274409,crossslam_wta_usopen_eval_value_bets.csv
6597.430672734844,323.4034643497473,452.7648500896462,1.4,1,0.14008781671411197,crossslam_wta_usopen_eval_value_bets.csv
6673.301125471295,329.87153363674224,405.74198637319296,1.23,1,0.11326109806479034,crossslam_wta_usopen_eval_value_bets.csv
6339.63606919773,333.66505627356474,0.0,1.59,0,0.1059056382039123,crossslam_wta_usopen_eval_value_bets.csv
6409.372065958904,316.9818034598865,386.71780022106157,1.22,1,0.10568164500211741,crossslam_wta_usopen_eval_value_bets.csv
6582.425111739794,320.46860329794526,493.5216490788357,1.54,1,0.12597530185010464,crossslam_wta_usopen_eval_value_bets.csv
