market_id,player_1,player_2,odds_player_1_x,odds_player_2_x,actual_winner,winner_name,loser_name,match_date,player_1_clean,player_2_clean,selection_id_1,selection_id_2,odds_player_1_y,odds_player_2_y
1.215857281,Anastasia Potapova,Mirra Andreeva,1.7,2.38,Mirra Andreeva,Mirra Andreeva,Anastasia Potapova,2023-07-03,anastasia potapova,mirra andreeva,10554735,49006396,1.7,2.38
1.215859167,Dalma Galfi,Jule Niemeier,3.0,1.5,Dalma Galfi,Dalma Galfi,Jule Niemeier,2023-07-03,dalma galfi,jule niemeier,9304691,11173943,3.0,1.5
1.215876072,Madison Keys,Marta Kostyuk,1.33,3.85,Madison Keys,Madison Keys,Marta Kostyuk,2023-07-03,madison keys,marta kostyuk,3800907,11694656,1.33,3.85
1.215882269,Ekaterina Alexandrova,Dalma Galfi,1.15,1000.0,Ekaterina Alexandrova,Ekaterina Alexandrova,Dalma Galfi,2023-07-03,ekaterina alexandrova,dalma galfi,8681458,9304691,1.15,1000.0
1.215883204,Anna Blinkova,A Sabalenka,110.0,1.01,Aryna Sabalenka,Aryna Sabalenka,Anna Blinkova,2023-07-03,anna blinkova,a sabalenka,9635244,55177835,110.0,1.01
1.215888501,Lesia Tsurenko,Jessica Pegula,4.6,1.29,Jessica Pegula,Jessica Pegula,Lesia Tsurenko,2023-07-03,lesia tsurenko,jessica pegula,5300861,6215852,4.6,1.29
1.215889295,Ons Jabeur,Bianca Andreescu,1.01,200.0,Ons Jabeur,Ons Jabeur,Bianca Andreescu,2023-07-03,ons jabeur,bianca andreescu,6161111,10141729,1.01,200.0
1.215891271,Victoria Azarenka,Elina Svitolina,11.0,1.01,Elina Svitolina,Elina Svitolina,Victoria Azarenka,2023-07-03,victoria azarenka,elina svitolina,2263640,6324464,11.0,1.01
1.215891908,Belinda Bencic,I Swiatek,34.0,1.03,Iga Swiatek,Iga Swiatek,Belinda Bencic,2023-07-03,belinda bencic,i swiatek,6390244,55228386,34.0,1.03
1.215893478,Marie Bouzkova,Marketa Vondrousova,90.0,1.02,Marketa Vondrousova,Marketa Vondrousova,Marie Bouzkova,2023-07-03,marie bouzkova,marketa vondrousova,8442764,9433253,90.0,1.02
1.215915483,Ekaterina Alexandrova,A Sabalenka,2.88,1.51,Aryna Sabalenka,Aryna Sabalenka,Ekaterina Alexandrova,2023-07-03,ekaterina alexandrova,a sabalenka,8681458,55177835,2.88,1.51
1.21591711,Petra Kvitova,Ons Jabeur,200.0,2.32,Ons Jabeur,Ons Jabeur,Petra Kvitova,2023-07-03,petra kvitova,ons jabeur,2497008,6161111,200.0,2.32
1.215918515,Beatriz Haddad Maia,Elena Rybakina,110.0,1.01,Elena Rybakina,Elena Rybakina,Beatriz Haddad Maia,2023-07-03,beatriz haddad maia,elena rybakina,7083752,10349398,110.0,1.01
1.215929285,Madison Keys,Mirra Andreeva,1.01,120.0,Madison Keys,Madison Keys,Mirra Andreeva,2023-07-03,madison keys,mirra andreeva,3800907,49006396,1.01,120.0
1.21593412,Jessica Pegula,Marketa Vondrousova,100.0,1.01,Marketa Vondrousova,Marketa Vondrousova,Jessica Pegula,2023-07-03,jessica pegula,marketa vondrousova,6215852,9433253,100.0,1.01
1.215943307,Elina Svitolina,I Swiatek,1.04,26.0,Elina Svitolina,Elina Svitolina,Iga Swiatek,2023-07-03,elina svitolina,i swiatek,6324464,55228386,1.04,26.0
1.215967909,Madison Keys,A Sabalenka,34.0,1.03,Aryna Sabalenka,Aryna Sabalenka,Madison Keys,2023-07-03,madison keys,a sabalenka,3800907,55177835,34.0,1.03
1.215972519,Ons Jabeur,Elena Rybakina,1.01,100.0,Ons Jabeur,Ons Jabeur,Elena Rybakina,2023-07-03,ons jabeur,elena rybakina,6161111,10349398,1.01,100.0
1.215995413,Elina Svitolina,Marketa Vondrousova,34.0,1.8,Marketa Vondrousova,Marketa Vondrousova,Elina Svitolina,2023-07-03,elina svitolina,marketa vondrousova,6324464,9433253,34.0,1.8
1.21602059,Ons Jabeur,A Sabalenka,1.06,17.0,Ons Jabeur,Ons Jabeur,Aryna Sabalenka,2023-07-03,ons jabeur,a sabalenka,6161111,55177835,1.06,17.0
1.216046733,Ons Jabeur,Marketa Vondrousova,28.0,1.01,Marketa Vondrousova,Marketa Vondrousova,Ons Jabeur,2023-07-03,ons jabeur,marketa vondrousova,6161111,9433253,28.0,1.01
