bankroll,stake,payout,odds,won,ev
1000.55,1.0,1.55,1.55,1,0.4431027912913683
1001.1999999999999,1.0,1.65,1.65,1,0.4412351492541289
1001.7499999999999,1.0,1.55,1.55,1,0.4328401155561288
1002.4699999999999,1.0,1.72,1.72,1,0.38601893024525613
1002.8699999999999,1.0,1.4,1.4,1,0.32999999999999985
1003.2399999999999,1.0,1.37,1.37,1,0.3015000000000001
1002.2399999999999,1.0,0.0,1.33,0,0.26350000000000007
1002.9899999999999,1.0,1.75,1.75,1,0.2419597447416002
1001.9899999999999,1.0,0.0,1.3,0,0.23499999999999988
