snapshot_date,match_date,winner,loser,player_1,player_2,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner,odds_margin,implied_diff,won
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.73,2.1,0.5780346820809249,0.4761904761904761,Betway,Aslan Karatsev,True,False,-0.054225158271401064,0.10184420589044879,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.79,2.05,0.5586592178770949,0.4878048780487805,FanDuel,Aslan Karatsev,True,False,-0.046464095925875526,0.07085433982831446,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.8,2.0,0.5555555555555556,0.5,Betfair Sportsbook,Aslan Karatsev,True,False,-0.05555555555555558,0.05555555555555558,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.8,2.22,0.5555555555555556,0.4504504504504504,Matchbook,Aslan Karatsev,True,False,-0.006006006006006093,0.10510510510510518,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.78,2.05,0.5617977528089888,0.4878048780487805,Nordic Bet,Aslan Karatsev,True,False,-0.04960263085776928,0.07399287476020833,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.77,2.1,0.5649717514124294,0.4761904761904761,BetUS,Aslan Karatsev,True,False,-0.041162227602905554,0.08878127522195328,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.75,2.1,0.5714285714285714,0.4761904761904761,Virgin Bet,Aslan Karatsev,True,False,-0.04761904761904745,0.09523809523809529,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.76,2.08,0.5681818181818182,0.4807692307692307,Betr,Aslan Karatsev,True,False,-0.04895104895104896,0.0874125874125875,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.63,2.28,0.6134969325153374,0.4385964912280702,Unibet,Aslan Karatsev,True,False,-0.05209342374340764,0.17490044128726723,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.63,2.28,0.6134969325153374,0.4385964912280702,Unibet,Aslan Karatsev,True,False,-0.05209342374340764,0.17490044128726723,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.63,2.28,0.6134969325153374,0.4385964912280702,Unibet,Aslan Karatsev,True,False,-0.05209342374340764,0.17490044128726723,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.63,2.28,0.6134969325153374,0.4385964912280702,TwinSpires,Aslan Karatsev,True,False,-0.05209342374340764,0.17490044128726723,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.75,2.1,0.5714285714285714,0.4761904761904761,LiveScore Bet,Aslan Karatsev,True,False,-0.04761904761904745,0.09523809523809529,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.57,2.2,0.6369426751592356,0.4545454545454545,LeoVegas,Aslan Karatsev,True,False,-0.09148812970469011,0.18239722061378116,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.73,2.0,0.5780346820809249,0.5,Paddy Power,Aslan Karatsev,True,False,-0.07803468208092479,0.0780346820809249,1
2023-07-03,2023-07-03,Aslan Karatsev,Luca Van Assche,Aslan Karatsev,Luca Van Assche,1.67,2.15,0.5988023952095809,0.4651162790697674,FOX Bet,Aslan Karatsev,True,False,-0.06391867427934828,0.13368611613981352,1
