match_date,winner,loser,player_1,player_2,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.56,2.43,0.641025641025641,0.4115226337448559,Unibet,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.51,2.33,0.6622516556291391,0.4291845493562232,LeoVegas,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.56,2.43,0.641025641025641,0.4115226337448559,BetRivers,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.65,2.48,0.6060606060606061,0.4032258064516129,Betfair,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.65,2.48,0.6060606060606061,0.4032258064516129,Betfair,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.65,2.48,0.6060606060606061,0.4032258064516129,Betfair,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.59,2.4,0.6289308176100629,0.4166666666666667,DraftKings,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.58,2.34,0.6329113924050632,0.4273504273504274,MyBookie.ag,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.6,2.36,0.625,0.423728813559322,FanDuel,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.57,2.38,0.6369426751592356,0.4201680672268907,888sport,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.57,2.4,0.6369426751592356,0.4166666666666667,PointsBet (AU),Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.57,2.4,0.6369426751592356,0.4166666666666667,Barstool Sportsbook,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.57,2.3,0.6369426751592356,0.4347826086956522,Paddy Power,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.58,2.4,0.6329113924050632,0.4166666666666667,Nordic Bet,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.57,2.4,0.6369426751592356,0.4166666666666667,Marathon Bet,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.57,2.37,0.6369426751592356,0.4219409282700421,Coral,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.57,2.35,0.6369426751592356,0.425531914893617,BetMGM,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.56,2.43,0.641025641025641,0.4115226337448559,Unibet,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.58,2.38,0.6329113924050632,0.4201680672268907,Betr,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.56,2.43,0.641025641025641,0.4115226337448559,Unibet,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.56,2.43,0.641025641025641,0.4115226337448559,Unibet,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.57,2.4,0.6369426751592356,0.4166666666666667,Virgin Bet,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.56,2.38,0.641025641025641,0.4201680672268907,TopSport,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.57,2.35,0.6369426751592356,0.425531914893617,SuperBook,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.56,2.43,0.641025641025641,0.4115226337448559,Casumo,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.57,2.38,0.6369426751592356,0.4201680672268907,BoyleSports,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.58,2.4,0.6329113924050632,0.4166666666666667,BlueBet,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.58,2.35,0.6329113924050632,0.425531914893617,PlayUp,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.62,2.25,0.6172839506172839,0.4444444444444444,Betfair Sportsbook,Dominic Thiem,False,True
2023-08-28,Dominic Thiem,Alexander Bublik,Alexander Bublik,Dominic Thiem,1.6,2.3,0.625,0.4347826086956522,Betway,Dominic Thiem,False,True
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.14,5.5,0.8771929824561404,0.1818181818181818,SportsBet,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,4.75,0.8474576271186441,0.2105263157894736,Everygame,Ben Shelton,True,False
2023-08-28,Ben Shelton,Pedro Cachin,Ben Shelton,Pedro Cachin,1.18,4.8,0.8474576271186441,0.2083333333333333,Betsson,Ben Shelton,True,False
