bankroll,stake,payout,odds,won,ev
1000.58,1.0,1.58,1.58,1,0.44074107852883504
1001.25,1.0,1.67,1.67,1,0.4284956833174989
1002.0,1.0,1.75,1.75,1,0.3774029430485373
1001.0,1.0,0.0,1.43,0,0.3584999999999998
1001.41,1.0,1.41,1.41,1,0.3394999999999999
1001.8,1.0,1.39,1.39,1,0.3204999999999998
1002.12,1.0,1.32,1.32,1,0.254
1002.4,1.0,1.28,1.28,1,0.21599999999999997
