market_id,player_1,player_2,odds_player_1,odds_player_2,actual_winner,winner_name,loser_name,match_date
1.215655056,Yibing Wu,Frances Tiafoe,500.0,1.23,Frances Tiafoe,Frances Tiafoe,Yibing Wu,2023-07-03
1.215655059,Lorenzo Sonego,Matteo Berrettini,50.0,1.02,Matteo Berrettini,Matteo Berrettini,Lorenzo Sonego,2023-07-03
1.215656595,Dominic Thiem,Stefanos Tsitsipas,3.45,1.38,Stefanos Tsitsipas,Stefanos Tsitsipas,Dominic Thiem,2023-07-03
1.215656846,Roberto Bautista Agut,Roman Safiullin,20.0,1.05,Roman Safiullin,Roman Safiullin,Roberto Bautista Agut,2023-07-03
1.215657126,Marton Fucsovics,Tallon Griekspoor,1.02,6.2,Marton Fucsovics,Marton Fucsovics,Tallon Griekspoor,2023-07-03
1.215657163,Richard Gasquet,Corentin Moutet,50.0,1.02,Corentin Moutet,Corentin Moutet,Richard Gasquet,2023-07-03
1.215657597,Andy Murray,Ryan Peniston,1.12,9.2,Andy Murray,Andy Murray,Ryan Peniston,2023-07-03
1.215657985,Adrian Mannarino,Alexander Shevchenko,1.28,4.0,Adrian Mannarino,Adrian Mannarino,Alexander Shevchenko,2023-07-03
1.215658028,Christopher Eubanks,Thiago Monteiro,1.27,1000.0,Christopher Eubanks,Christopher Eubanks,Thiago Monteiro,2023-07-03
1.215658199,Daniil Medvedev,Arthur Fery,1.03,44.0,Daniil Medvedev,Daniil Medvedev,Arthur Fery,2023-07-03
1.215658411,Aslan Karatsev,Luca Van Assche,1.69,2.38,Aslan Karatsev,Aslan Karatsev,Luca Van Assche,2023-07-03
1.215659048,Yannick Hanfmann,Taylor Fritz,3.0,1.5,Taylor Fritz,Taylor Fritz,Yannick Hanfmann,2023-07-03
1.215659049,Milos Raonic,Dennis Novak,2.04,100.0,Milos Raonic,Milos Raonic,Dennis Novak,2023-07-03
1.21565983,Oscar Otte,Dominik Koepfer,1.72,2.38,Oscar Otte,Oscar Otte,Dominik Koepfer,2023-07-03
1.215659871,Emil Ruusuvuori,Stan Wawrinka,34.0,1.02,Stan Wawrinka,Stan Wawrinka,Emil Ruusuvuori,2023-07-03
1.215660257,Alexei Popyrin,Dominic Stricker,100.0,1.03,Dominic Stricker,Dominic Stricker,Alexei Popyrin,2023-07-03
1.215660636,Diego Schwartzman,Miomir Kecmanovic,1.03,38.0,Diego Schwartzman,Diego Schwartzman,Miomir Kecmanovic,2023-07-03
1.215661349,Marco Cecchinato,Nicolas Jarry,8.0,1.14,Nicolas Jarry,Nicolas Jarry,Marco Cecchinato,2023-07-03
1.215661788,Gregoire Barrere,Lloyd Harris,2.14,40.0,Gregoire Barrere,Gregoire Barrere,Lloyd Harris,2023-07-03
1.215662141,Zhizhen Zhang,Botic Van de Zandschulp,32.0,1.03,Botic Van De Zandschulp,Botic Van De Zandschulp,Zhizhen Zhang,2023-07-03
