market_id,snapshot_date,match_date,winner,loser,player_1,player_2,odds_player_1_x,odds_player_2_x,implied_prob_1,implied_prob_2,bookmaker,actual_winner,p1_is_winner,p2_is_winner,odds_player_1_y,odds_player_2_y
1.208567602,2023-01-17,2023-01-16,Alejandro Davidovich Fokina,Alexander Bublik,Alejandro Davidovich Fokina,Alexander Bublik,,,,,,Alejandro Davidovich Fokina,True,False,1.01,1.01
1.208567602,2023-01-17,2023-01-16,Alejandro Davidovich Fokina,Alexander Bublik,Alejandro Davidovich Fokina,Alexander Bublik,,,,,,Alejandro Davidovich Fokina,True,False,1.01,1.01
1.208567602,2023-01-17,2023-01-16,Alejandro Davidovich Fokina,Alexander Bublik,Alejandro Davidovich Fokina,Alexander Bublik,,,,,,Alejandro Davidovich Fokina,True,False,1.01,1.01
1.208567614,2023-01-17,2023-01-16,Ben Shelton,Zhizhen Zhang,Ben Shelton,Zhizhen Zhang,,,,,,Ben Shelton,True,False,1.49,1.49
1.208567614,2023-01-17,2023-01-16,Ben Shelton,Zhizhen Zhang,Ben Shelton,Zhizhen Zhang,,,,,,Ben Shelton,True,False,1.49,1.49
1.208567614,2023-01-17,2023-01-16,Ben Shelton,Zhizhen Zhang,Ben Shelton,Zhizhen Zhang,,,,,,Ben Shelton,True,False,1.49,1.49
1.208567614,2023-01-17,2023-01-16,Ben Shelton,Zhizhen Zhang,Ben Shelton,Zhizhen Zhang,,,,,,Ben Shelton,True,False,1.49,1.49
1.208566513,2023-01-17,2023-01-16,Andrey Rublev,Dominic Thiem,Andrey Rublev,Dominic Thiem,,,,,,Andrey Rublev,True,False,4.2,4.2
1.208566513,2023-01-17,2023-01-16,Andrey Rublev,Dominic Thiem,Andrey Rublev,Dominic Thiem,,,,,,Andrey Rublev,True,False,4.2,4.2
1.208566513,2023-01-17,2023-01-16,Andrey Rublev,Dominic Thiem,Andrey Rublev,Dominic Thiem,,,,,,Andrey Rublev,True,False,4.2,4.2
1.208566513,2023-01-17,2023-01-16,Andrey Rublev,Dominic Thiem,Andrey Rublev,Dominic Thiem,,,,,,Andrey Rublev,True,False,4.2,4.2
1.208566513,2023-01-17,2023-01-16,Andrey Rublev,Dominic Thiem,Andrey Rublev,Dominic Thiem,,,,,,Andrey Rublev,True,False,4.2,4.2
1.208566513,2023-01-17,2023-01-16,Andrey Rublev,Dominic Thiem,Andrey Rublev,Dominic Thiem,,,,,,Andrey Rublev,True,False,4.2,4.2
1.208566513,2023-01-17,2023-01-16,Andrey Rublev,Dominic Thiem,Andrey Rublev,Dominic Thiem,,,,,,Andrey Rublev,True,False,4.2,4.2
1.208566513,2023-01-17,2023-01-16,Andrey Rublev,Dominic Thiem,Andrey Rublev,Dominic Thiem,,,,,,Andrey Rublev,True,False,4.2,4.2
1.208566513,2023-01-17,2023-01-16,Andrey Rublev,Dominic Thiem,Andrey Rublev,Dominic Thiem,,,,,,Andrey Rublev,True,False,4.2,4.2
1.208566513,2023-01-17,2023-01-16,Andrey Rublev,Dominic Thiem,Andrey Rublev,Dominic Thiem,,,,,,Andrey Rublev,True,False,4.2,4.2
1.208567757,2023-01-17,2023-01-16,Holger Rune,Filip Krajinovic,Filip Krajinovic,Holger Rune,,,,,,Holger Rune,False,True,1.2,1.2
1.208567757,2023-01-17,2023-01-16,Holger Rune,Filip Krajinovic,Filip Krajinovic,Holger Rune,,,,,,Holger Rune,False,True,1.2,1.2
1.208567757,2023-01-17,2023-01-16,Holger Rune,Filip Krajinovic,Filip Krajinovic,Holger Rune,,,,,,Holger Rune,False,True,1.2,1.2
1.208567757,2023-01-17,2023-01-16,Holger Rune,Filip Krajinovic,Filip Krajinovic,Holger Rune,,,,,,Holger Rune,False,True,1.2,1.2
1.208567757,2023-01-17,2023-01-16,Holger Rune,Filip Krajinovic,Filip Krajinovic,Holger Rune,,,,,,Holger Rune,False,True,1.2,1.2
1.208567757,2023-01-17,2023-01-16,Holger Rune,Filip Krajinovic,Filip Krajinovic,Holger Rune,,,,,,Holger Rune,False,True,1.2,1.2
1.208567757,2023-01-17,2023-01-16,Holger Rune,Filip Krajinovic,Filip Krajinovic,Holger Rune,,,,,,Holger Rune,False,True,1.2,1.2
1.208567757,2023-01-17,2023-01-16,Holger Rune,Filip Krajinovic,Filip Krajinovic,Holger Rune,,,,,,Holger Rune,False,True,1.2,1.2
1.208567769,2023-01-17,2023-01-16,Daniel Evans,Facundo Bagnis,Facundo Bagnis,Daniel Evans,,,,,,Daniel Evans,False,True,7.6,7.6
1.208567769,2023-01-17,2023-01-16,Daniel Evans,Facundo Bagnis,Facundo Bagnis,Daniel Evans,,,,,,Daniel Evans,False,True,7.6,7.6
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208566495,2023-01-17,2023-01-16,Novak Djokovic,Roberto Carballes Baena,Roberto Carballes Baena,Novak Djokovic,,,,,,Novak Djokovic,False,True,34.0,34.0
1.208567805,2023-01-17,2023-01-16,Casper Ruud,Tomas Machac,Tomas Machac,Casper Ruud,,,,,,Casper Ruud,False,True,190.0,190.0
