tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_date,market_id,market_time,market_name,runner_1,runner_2,player_1,player_2,actual_winner,odds_player_1,odds_player_2
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567578,2023-01-16 05:10:00+00:00,Match Odds,John Millman,Marc-Andrea Huesler,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567584,2023-01-16 00:05:00+00:00,Match Odds,Kyle Edmund,Jannik Sinner,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.20856759,2023-01-16 01:45:00+00:00,Match Odds,Dusan Lajovic,Denis Shapovalov,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567608,2023-01-16 07:25:00+00:00,Match Odds,Vasek Pospisil,Felix Auger-Aliassime,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.20856762,2023-01-16 04:40:00+00:00,Match Odds,Sebastian Baez,Jason Kubler,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.2085677,2023-01-16 02:20:00+00:00,Match Odds,Karen Khachanov,Bernabe Zapata Miralles,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567763,2023-01-16 02:05:00+00:00,Match Odds,Brandon Nakashima,Mackenzie McDonald,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567775,2023-01-16 00:05:00+00:00,Match Odds,Tomas Martin Etcheverry,Gregoire Barrere,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567781,2023-01-16 06:15:00+00:00,Match Odds,Thiago Monteiro,Constant Lestienne,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567787,2023-01-16 09:55:00+00:00,Match Odds,Marcos Giron,Daniil Medvedev,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567793,2023-01-16 05:15:00+00:00,Match Odds,Christopher Eubanks,Soonwoo Kwon,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567542,2023-01-16 04:50:00+00:00,Match Odds,Cameron Norrie,Luca Van Assche,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567799,2023-01-16 01:40:00+00:00,Match Odds,Mikael Ymer,Yoshihito Nishioka,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567817,2023-01-16 05:15:00+00:00,Match Odds,Lorenzo Musetti,Lloyd Harris,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567823,2023-01-16 06:10:00+00:00,Match Odds,Alex Molcan,Stan Wawrinka,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567841,2023-01-16 00:05:00+00:00,Match Odds,Francisco Cerundolo,Guido Pella,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567847,2023-01-16 00:05:00+00:00,Match Odds,Corentin Moutet,Yibing Wu,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567853,2023-01-16 08:00:00+00:00,Match Odds,Stefanos Tsitsipas,Quentin Halys,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567859,2023-01-16 04:20:00+00:00,Match Odds,Lorenzo Sonego,Nuno Borges,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567865,2023-01-16 01:45:00+00:00,Match Odds,Sebastian Korda,Cristian Garin,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567871,2023-01-16 01:30:00+00:00,Match Odds,Hubert Hurkacz,Pedro Martinez,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567877,2023-01-16 02:30:00+00:00,Match Odds,Daniel Altmaier,Frances Tiafoe,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567889,2023-01-16 00:10:00+00:00,Match Odds,Ilya Ivashka,Botic Van de Zandschulp,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208567895,2023-01-16 03:50:00+00:00,Match Odds,Rafael Nadal,Jack Draper,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208587118,2023-01-16 01:45:00+00:00,Match Odds,Talia Gibson,Clara Burel,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.20858711,2023-01-16 00:10:00+00:00,Match Odds,Polina Kudermetova,Olivia Gadecki,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208587078,2023-01-16 04:00:00+00:00,Match Odds,Barbora Krejcikova,Sara Bejlek,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208587082,2023-01-16 04:05:00+00:00,Match Odds,Brenda Fruhvirtova,Aliaksandra Sasnovich,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208587086,2023-01-16 00:05:00+00:00,Match Odds,Cristina Bucsa,Eva Lys,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208587122,2023-01-16 02:35:00+00:00,Match Odds,Lesia Tsurenko,Karolina Muchova,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208587094,2023-01-16 06:00:00+00:00,Match Odds,Kaja Juvan,Selena Janicijevic,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208587162,2023-01-16 03:20:00+00:00,Match Odds,Coco Vandeweghe,Anhelina Kalinina,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208587102,2023-01-16 00:10:00+00:00,Match Odds,Kristina Kucova,Diana Shnaider,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208575164,2023-01-16 00:10:00+00:00,Match Odds,Oscar Otte,Juncheng Shang,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208575172,2023-01-16 05:00:00+00:00,Match Odds,Jaume Munar,Dalibor Svrcina,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208575045,2023-01-16 06:50:00+00:00,Match Odds,Yannick Hanfmann,Rinky Hijikata,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208575421,2023-01-16 00:05:00+00:00,Match Odds,Yosuke Watanuki,Arthur Rinderknech,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208575414,2023-01-16 02:15:00+00:00,Match Odds,Tallon Griekspoor,Pavel Kotov,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208575026,2023-01-16 04:10:00+00:00,Match Odds,Ernesto Escobedo,Taro Daniel,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208660121,2023-01-16 06:45:00+00:00,Match Odds,Laura Pigossi,Catherine Mcnally,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208660129,2023-01-16 06:30:00+00:00,Match Odds,Leolia Jeanjean,Nadia Podoroska,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208675242,2023-01-16 07:48:00+00:00,Match Odds,Sho Shimabukuro,Mats Moraing,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208675354,2023-01-16 06:40:00+00:00,Match Odds,Seong-chan Hong,Kasidit Samrej,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208675497,2023-01-16 06:31:00+00:00,Match Odds,Yuttana Charoenphon,Michael Geerts,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208675495,2023-01-16 08:21:00+00:00,Match Odds,Nam Hoang Ly,Nicholas David Ionel,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208675624,2023-01-16 07:17:00+00:00,Match Odds,Evan Furness,Kacper Zuk,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208688929,2023-01-16 17:15:00+00:00,Match Odds,Gianluca Mager,Lukas Rosol,Juncheng Shang,Oscar Otte,Juncheng Shang,,
2023-580,Australian Open,Hard,128,G,2023-01-16,106,209992,,Q,Juncheng Shang,L,180.0,CHN,17.9,106214,,,Oscar Otte,R,193.0,GER,29.5,6-2 6-4 6-7(2) 7-5,5,R128,176.0,3.0,0.0,128.0,92.0,72.0,21.0,21.0,2.0,2.0,19.0,7.0,129.0,84.0,67.0,19.0,21.0,9.0,13.0,194.0,289.0,74.0,701.0,2023-01-16,1.208689588,2023-01-16 13:42:00+00:00,Match Odds,Riccardo Bonadio,Manuel Guinard,Juncheng Shang,Oscar Otte,Juncheng Shang,,
