market_id,player_1,player_2,odds_player_1_x,odds_player_2_x,actual_winner,winner_name,loser_name,match_date,player_1_clean,player_2_clean,selection_id_1,selection_id_2,odds_player_1_y,odds_player_2_y,odds_player_1,odds_player_2,implied_prob_1,implied_prob_2,odds_margin,implied_diff,player_1_won,pred_prob_player_1,ev,kelly_stake,expected_value,predicted_prob,odds,odds_2,implied_prob,winner,source_file,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,market_time_x,market_name_x,runner_1_x,runner_2_x,timestamp_x,market_time_y,market_name_y,runner_name_x,runner_1_y,runner_2_y,timestamp_y,market_time,market_name,runner_name_y,runner_1,runner_2,implied_prob_diff,log_odds_diff,is_fav_player_1,label,player,match_id,pred_prob,won,strategy,stake,payout,final_bankroll,max_drawdown
,,,,,Andy Murray,,,,,,,,,,,,,,,,,,0.3199999977630967,,0.3199999977630967,0.9999999983053762,1.32,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andy Murray,,0.9999999983053762,True,flat,1.0,2.4,1022.26,3.5300000000000864
,,,,,Alejandro Davidovich Fokina,,,,,,,,,,,,,,,,,,0.5700000000000001,,0.5700000000000001,1.0,1.57,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandro Davidovich Fokina,,1.0,True,flat,1.0,0.6799999999999999,1022.26,3.5300000000000864
,,,,,Juan Manuel Cerundolo,,,,,,,,,,,,,,,,,,0.2772845424871413,,0.2772845424871413,0.8515230283247609,1.5,,,0,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ilya Ivashka,,0.8515230283247609,False,flat,1.0,4.2,1022.26,3.5300000000000864
,,,,,Sebastian Baez,,,,,,,,,,,,,,,,,,0.3131119608312587,,0.3131119608312587,0.8310835195134548,1.58,,,0,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Borna Coric,,0.8310835195134548,False,flat,1.0,0.5900000000000001,1022.26,3.5300000000000864
,,,,,Bernabe Zapata Miralles,,,,,,,,,,,,,,,,,,0.3047562921566435,,0.3047562921566435,0.8363822385619509,1.56,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernabe Zapata Miralles,,0.8363822385619509,True,flat,1.0,0.24,1022.26,3.5300000000000864
,,,,,Rinky Hijikata,,,,,,,,,,,,,,,,,,0.96,,0.96,1.0,1.96,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rinky Hijikata,,1.0,True,flat,1.0,1.7200000000000002,1022.26,3.5300000000000864
,,,,,Daniel Evans,,,,,,,,,,,,,,,,,,0.2186984657430145,,0.2186984657430145,0.8767614861460536,1.39,,,0,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel  Evans,,0.8767614861460536,False,flat,1.0,0.3799999999999999,1022.26,3.5300000000000864
,,,,,Cameron Norrie,,,,,,,,,,,,,,,,,,0.25,,0.25,1.0,1.25,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cameron Norrie,,1.0,True,flat,1.0,0.27,1022.26,3.5300000000000864
,,,,,Matteo Berrettini,,,,,,,,,,,,,,,,,,0.2821613797791757,,0.2821613797791757,0.8491134965425005,1.51,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matteo Berrettini,,0.8491134965425005,True,flat,,,1022.26,3.5300000000000864
,,,,,John Isner,,,,,,,,,,,,,,,,,,0.2239395610880185,,0.2239395610880185,0.874242543634299,1.4,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Isner,,0.874242543634299,True,flat,,,1022.26,3.5300000000000864
,,,,,Michael Mmoh,,,,,,,,,,,,,,,,,,1.88,,1.88,1.0,2.88,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Mmoh,,1.0,True,flat,,,1022.26,3.5300000000000864
,,,,,Dominic Thiem,,,,,,,,,,,,,,,,,,1.2285760357290103,,1.2285760357290103,0.928573348220421,2.4,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dominic Thiem,,0.928573348220421,True,flat,,,1022.26,3.5300000000000864
,,,,,Arthur Rinderknech,,,,,,,,,,,,,,,,,,0.3808580229294387,,0.3808580229294387,0.7504663168094775,1.84,,,0,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diego Schwartzman,,0.7504663168094775,False,flat,,,1022.26,3.5300000000000864
,,,,,Daniel Altmaier,,,,,,,,,,,,,,,,,,0.3449780132018503,,0.3449780132018503,0.6226750061119677,2.16,,,0,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Constant Lestienne,,0.6226750061119677,False,flat,,,1022.26,3.5300000000000864
,,,,,Dominic Stricker,,,,,,,,,,,,,,,,,,0.3131119608312587,,0.3131119608312587,0.8310835195134548,1.58,,,0,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexei Popyrin,,0.8310835195134548,False,flat,,,1022.26,3.5300000000000864
,,,,,Francisco Cerundolo,,,,,,,,,,,,,,,,,,0.3933960593157649,,0.3933960593157649,0.9744028386823532,1.43,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Cerundolo,,0.9744028386823532,True,flat,,,1022.26,3.5300000000000864
,,,,,Tomas Martin Etcheverry,,,,,,,,,,,,,,,,,,0.5109788181390057,,0.5109788181390057,0.92698087002393,1.63,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomas Martin Etcheverry,,0.92698087002393,True,flat,,,1022.26,3.5300000000000864
,,,,,Felipe Meligeni Alves,,,,,,,,,,,,,,,,,,0.3512908292861357,,0.3512908292861357,0.6314443127505307,2.14,,,0,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Duckworth,,0.6314443127505307,False,flat,,,1022.26,3.5300000000000864
,,,,,Adrian Mannarino,,,,,,,,,,,,,,,,,,0.2300688754793915,,0.2300688754793915,0.8723892733896395,1.41,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adrian Mannarino,,0.8723892733896395,True,flat,,,1022.26,3.5300000000000864
,,,,,Zhizhen Zhang,,,,,,,,,,,,,,,,,,0.2396311019491981,,0.2396311019491981,0.9917048815593584,1.25,,,0,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Casper Ruud,,0.9917048815593584,False,flat,,,1022.26,3.5300000000000864
,,,,,Rinky Hijikata,,,,,,,,,,,,,,,,,,2.4,,2.4,1.0,3.4,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rinky Hijikata,,1.0,True,flat,,,1022.26,3.5300000000000864
,,,,,Jakub Mensik,,,,,,,,,,,,,,,,,,0.3295343264850495,,0.3295343264850495,0.6043337847659316,2.2,,,0,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Titouan Droguet,,0.6043337847659316,False,flat,,,1022.26,3.5300000000000864
,,,,,Laslo Djere,,,,,,,,,,,,,,,,,,0.6325636043689841,,0.6325636043689841,0.9717640502196334,1.68,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laslo Djere,,0.9717640502196334,True,flat,,,1022.26,3.5300000000000864
,,,,,Arthur Rinderknech,,,,,,,,,,,,,,,,,,4.2,,4.2,1.0,5.2,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arthur Rinderknech,,1.0,True,flat,,,1022.26,3.5300000000000864
,,,,,Nicolas Jarry,,,,,,,,,,,,,,,,,,0.3166773852070907,,0.3166773852070907,0.8280989844069753,1.59,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolas Jarry,,0.8280989844069753,True,flat,,,1022.26,3.5300000000000864
,,,,,Grigor Dimitrov,,,,,,,,,,,,,,,,,,0.8700000000000001,,0.8700000000000001,1.0,1.87,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grigor Dimitrov,,1.0,True,flat,,,1022.26,3.5300000000000864
,,,,,Daniel Evans,,,,,,,,,,,,,,,,,,0.5710279605860776,,0.5710279605860776,0.9697703460407886,1.62,,,0,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel  Evans,,0.9697703460407886,False,flat,,,1022.26,3.5300000000000864
,,,,,Alex De Minaur,,,,,,,,,,,,,,,,,,0.24,,0.24,1.0,1.24,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex De Minaur,,1.0,True,flat,,,1022.26,3.5300000000000864
,,,,,Andrey Rublev,,,,,,,,,,,,,,,,,,0.49,,0.49,1.0,1.49,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrey Rublev,,1.0,True,flat,,,1022.26,3.5300000000000864
,,,,,Jack Draper,,,,,,,,,,,,,,,,,,1.5166705956132096,,1.5166705956132096,0.9252465425048564,2.72,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack Draper,,0.9252465425048564,True,flat,,,1022.26,3.5300000000000864
,,,,,Stan Wawrinka,,,,,,,,,,,,,,,,,,0.33,,0.33,1.0,1.33,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stan Wawrinka,,1.0,True,flat,,,1022.26,3.5300000000000864
,,,,,Jack Draper,,,,,,,,,,,,,,,,,,0.2400758575197468,,0.2400758575197468,0.8986056938548891,1.38,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack Draper,,0.8986056938548891,True,flat,,,1022.26,3.5300000000000864
,,,,,Alex De Minaur,,,,,,,,,,,,,,,,,,0.2517178047960867,,0.2517178047960867,0.98560457070558,1.27,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex De Minaur,,0.98560457070558,True,flat,,,1022.26,3.5300000000000864
,,,,,Andrey Rublev,,,,,,,,,,,,,,,,,,0.371970252355789,,0.371970252355789,0.9730285477700632,1.41,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrey Rublev,,0.9730285477700632,True,flat,,,1022.26,3.5300000000000864
,,,,,Carlos Alcaraz,,,,,,,,,,,,,,,,,,0.2099999999999999,,0.2099999999999999,1.0,1.21,,,1,usopen_2023_atp_value_bets.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Alcaraz,,1.0,True,flat,,,1022.26,3.5300000000000864
