tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_date
2023-609,Indian Wells,Hard,96,PM,2023-03-06,227,201514,,,Sorana Cirstea,R,176.0,ROU,32.9,214040,,Q,Kimberly Birrell,R,170.0,AUS,24.8,6-3 6-2,3,R128,80.0,2.0,3.0,60.0,32.0,24.0,13.0,9.0,2.0,4.0,0.0,2.0,48.0,25.0,9.0,10.0,8.0,5.0,10.0,83.0,743.0,115.0,566.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,224,215613,,WC,Emma Navarro,R,,USA,21.7,216083,,WC,Caty Mcnally,R,,USA,21.2,1-6 6-1 6-1,3,R128,135.0,2.0,5.0,101.0,62.0,34.0,17.0,11.0,14.0,20.0,0.0,6.0,91.0,53.0,28.0,11.0,10.0,10.0,18.0,128.0,522.0,73.0,832.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,223,213646,,LL,Dalma Galfi,R,178.0,HUN,24.5,203389,,,Danielle Collins,R,178.0,USA,29.2,6-4 6-4,3,R128,99.0,6.0,2.0,61.0,42.0,27.0,10.0,10.0,1.0,4.0,1.0,4.0,75.0,41.0,28.0,11.0,10.0,2.0,7.0,80.0,749.0,31.0,1382.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,220,211684,,LL,Magdalena Frech,R,171.0,POL,25.2,202628,,,Maryna Zanevska,R,175.0,BEL,29.5,4-6 6-4 6-2,3,R128,148.0,0.0,0.0,104.0,74.0,43.0,14.0,14.0,12.0,17.0,0.0,9.0,84.0,47.0,25.0,17.0,14.0,9.0,16.0,106.0,622.0,78.0,775.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,219,214954,,,Marketa Vondrousova,L,173.0,CZE,23.6,201606,,,Rebecca Marino,R,183.0,CAN,32.2,6-2 6-2,3,R128,70.0,4.0,4.0,48.0,29.0,25.0,10.0,8.0,0.0,0.0,2.0,6.0,64.0,33.0,20.0,12.0,8.0,4.0,8.0,105.0,632.0,75.0,798.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,216,201483,,,Madison Brengle,R,168.0,USA,32.9,201696,,Q,Laura Siegemund,R,168.0,GER,35.0,7-6(5) 6-4,3,R128,123.0,0.0,3.0,64.0,48.0,30.0,9.0,11.0,3.0,6.0,0.0,6.0,77.0,54.0,35.0,8.0,11.0,3.0,7.0,87.0,711.0,124.0,536.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,215,214096,,,Karolina Muchova,R,178.0,CZE,26.5,201709,,,Yulia Putintseva,R,163.0,KAZ,28.1,6-3 4-6 6-4,3,R128,141.0,4.0,3.0,90.0,46.0,31.0,24.0,15.0,4.0,8.0,0.0,5.0,96.0,69.0,43.0,11.0,14.0,6.0,11.0,76.0,791.0,42.0,1235.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,212,213550,,WC,Sofia Kenin,R,170.0,USA,24.3,201585,,,Sloane Stephens,R,170.0,USA,29.9,6-4 6-1,3,R128,81.0,0.0,2.0,58.0,41.0,29.0,10.0,9.0,3.0,4.0,2.0,1.0,56.0,40.0,22.0,7.0,8.0,6.0,10.0,170.0,377.0,48.0,1083.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,211,203463,,,Nuria Parrizas Diaz,R,167.0,ESP,31.6,220714,,,Elisabetta Cocciaretto,R,,ITA,22.1,6-3 7-5,3,R128,104.0,2.0,4.0,67.0,47.0,33.0,10.0,11.0,2.0,4.0,3.0,1.0,76.0,52.0,30.0,12.0,10.0,13.0,17.0,88.0,710.0,50.0,1076.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,208,219875,,Q,Varvara Gracheva,R,,FRA,22.5,204434,,Q,Ysaline Bonaventure,L,178.0,BEL,28.5,6-2 6-2,3,R128,68.0,0.0,1.0,51.0,32.0,25.0,11.0,8.0,2.0,2.0,2.0,5.0,47.0,27.0,15.0,10.0,8.0,3.0,7.0,66.0,879.0,84.0,730.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,207,213583,,,Tatjana Maria,R,172.0,GER,35.5,211148,,,Jasmine Paolini,R,160.0,ITA,27.1,7-5 6-1,3,R128,77.0,6.0,1.0,58.0,30.0,25.0,14.0,10.0,1.0,2.0,0.0,1.0,53.0,39.0,24.0,6.0,9.0,1.0,5.0,70.0,860.0,63.0,896.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,204,201603,,,Shelby Rogers,R,175.0,USA,30.3,220465,,WC,Katie Volynets,R,,USA,21.1,6-4 4-6 6-1,3,R128,140.0,2.0,3.0,97.0,58.0,40.0,20.0,14.0,7.0,10.0,1.0,7.0,98.0,67.0,39.0,12.0,13.0,7.0,12.0,41.0,1245.0,74.0,803.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,203,222258,,,Linda Fruhvirtova,R,,CZE,17.8,210886,,,Mayar Sherif,R,180.0,EGY,26.8,0-6 6-2 6-3,3,R128,132.0,2.0,9.0,87.0,57.0,38.0,11.0,12.0,4.0,8.0,9.0,3.0,78.0,52.0,32.0,13.0,11.0,4.0,8.0,53.0,1017.0,52.0,1050.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,200,214939,,,Anna Kalinskaya,R,175.0,RUS,24.2,219917,,,Alycia Parks,R,185.0,USA,22.1,6-1 6-1,3,R128,56.0,1.0,4.0,44.0,27.0,21.0,7.0,7.0,2.0,3.0,2.0,7.0,38.0,21.0,7.0,5.0,7.0,3.0,9.0,60.0,923.0,55.0,991.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,199,215020,,,Anna Blinkova,R,179.0,RUS,24.4,215983,,WC,Ann Li,R,170.0,USA,22.6,6-1 6-2,3,R128,62.0,4.0,2.0,46.0,27.0,19.0,13.0,7.0,3.0,3.0,1.0,2.0,49.0,21.0,14.0,9.0,8.0,2.0,7.0,69.0,866.0,177.0,370.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,196,216097,,WC,Elizabeth Mandlik,R,,USA,21.7,201590,,,Alison Riske Amritraj,R,173.0,USA,32.6,6-3 5-7 7-6(1),3,R128,146.0,8.0,11.0,113.0,62.0,48.0,20.0,17.0,4.0,9.0,2.0,4.0,97.0,60.0,38.0,18.0,16.0,2.0,7.0,155.0,422.0,58.0,953.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,195,205925,,,Aliaksandra Sasnovich,R,174.0,BLR,28.9,201466,,,Kaia Kanepi,R,181.0,EST,37.7,6-3 7-6(5),3,R128,98.0,0.0,4.0,76.0,49.0,29.0,16.0,11.0,3.0,6.0,2.0,7.0,72.0,34.0,25.0,13.0,10.0,0.0,4.0,44.0,1174.0,51.0,1052.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,192,216016,,,Xiyu Wang,L,,CHN,21.9,215337,,Q,Olga Danilovic,L,,SRB,22.1,4-6 6-2 6-3,3,R128,133.0,8.0,10.0,80.0,51.0,36.0,13.0,14.0,6.0,11.0,0.0,4.0,85.0,50.0,27.0,13.0,13.0,8.0,15.0,59.0,941.0,143.0,461.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,191,202429,,,Camila Giorgi,R,168.0,ITA,31.1,201551,,Q,Arantxa Rus,L,180.0,NED,32.2,6-3 6-3,3,R128,96.0,5.0,9.0,74.0,42.0,27.0,16.0,9.0,5.0,7.0,3.0,3.0,60.0,35.0,20.0,9.0,9.0,4.0,9.0,46.0,1144.0,130.0,520.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,188,213710,,Q,Cristina Bucsa,R,,ESP,25.1,215042,,Q,Katie Swan,R,170.0,GBR,23.9,7-6(6) 7-5,3,R128,137.0,1.0,2.0,86.0,57.0,32.0,16.0,12.0,6.0,11.0,3.0,8.0,95.0,56.0,35.0,11.0,12.0,9.0,15.0,90.0,708.0,156.0,419.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,187,222328,,,Linda Noskova,R,,CZE,18.2,201593,,,Irina Camelia Begu,R,181.0,ROU,32.5,7-6(7) 6-1,3,R128,90.0,2.0,4.0,66.0,45.0,38.0,8.0,10.0,2.0,3.0,9.0,5.0,64.0,37.0,25.0,12.0,9.0,4.0,7.0,54.0,1003.0,38.0,1288.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,184,202490,,Q,Rebecca Peterson,R,173.0,SWE,27.5,216146,,,Marta Kostyuk,R,175.0,UKR,20.6,7-5 5-7 7-5,3,R128,177.0,2.0,4.0,126.0,84.0,48.0,19.0,18.0,12.0,19.0,6.0,17.0,125.0,71.0,48.0,18.0,18.0,11.0,19.0,103.0,659.0,40.0,1270.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,183,213525,,,Jil Teichmann,L,170.0,SUI,25.6,221909,,Q,Ashlyn Krueger,R,185.0,USA,18.8,6-1 6-4,3,R128,79.0,3.0,3.0,69.0,41.0,29.0,16.0,9.0,6.0,7.0,0.0,1.0,50.0,33.0,21.0,5.0,8.0,3.0,7.0,39.0,1274.0,154.0,426.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,180,215035,,WC,Dayana Yastremska,R,175.0,UKR,22.8,214388,,,Anna Bondar,R,,HUN,25.7,6-3 6-4,3,R128,78.0,0.0,3.0,59.0,30.0,20.0,15.0,10.0,2.0,5.0,0.0,3.0,49.0,27.0,17.0,6.0,9.0,0.0,5.0,142.0,462.0,79.0,767.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,179,216133,,,Xin Yu Wang,R,182.0,CHN,21.4,210722,,,Elise Mertens,R,179.0,BEL,27.2,6-3 6-1,3,R128,84.0,0.0,5.0,57.0,35.0,24.0,8.0,8.0,3.0,6.0,1.0,9.0,50.0,19.0,6.0,12.0,8.0,5.0,12.0,67.0,871.0,37.0,1299.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,176,201615,,Q,Lesia Tsurenko,R,174.0,UKR,33.7,202684,,,Lin Zhu,R,173.0,CHN,29.1,6-4 6-3,3,R128,102.0,0.0,3.0,53.0,34.0,21.0,8.0,9.0,2.0,6.0,0.0,2.0,86.0,56.0,27.0,13.0,10.0,9.0,16.0,95.0,688.0,33.0,1315.0,2023-03-06
2023-609,Indian Wells,Hard,96,PM,2023-03-06,175,201516,,,Evgeniya Rodina,R,170.0,RUS,34.0,201427,,,Alize Cornet,R,173.0,FRA,33.1,6-2 7-5,3,R128,101.0,0.0,4.0,70.0,55.0,37.0,6.0,10.0,4.0,6.0,0.0,9.0,62.0,31.0,19.0,12.0,10.0,2.0,7.0,427.0,111.0,68.0,868.0,2023-03-06
