market_id,selection_id,ltp
1.208985003,9631178,1.78
1.208985003,15134244,2.3
1.208996458,8699708,12.0
1.208996458,14534269,1.09
1.208996464,11204259,1.08
1.208996464,41188558,11.5
1.208996558,2609424,4.1
1.208996558,8226987,1.32
1.208996568,7216519,1.17
1.208996712,6181532,1.05
1.208996712,7032057,21.0
1.20899672,9042439,10.0
1.20899672,9632015,1.11
1.208996845,9635538,1.64
1.208996845,11233238,2.54
1.208996846,9712876,1.01
1.20899685,40835377,3.05
1.20899685,42313580,1.48
1.208996965,8284716,4.5
1.208996965,11772759,1.23
1.208996966,10532058,1.35
1.208996966,24432273,1.01
1.208997104,36157019,1.01
1.208997107,9630879,1.17
1.208997107,21809027,120.0
1.208997225,9634412,34.0
1.208997225,10902197,1.03
1.208997226,6603914,2.56
1.208997226,26309941,1.64
1.208997234,8505866,26.0
1.208997234,9042437,1.05
1.208997356,8521090,50.0
1.208999151,19921770,1.58
1.209006792,10916193,1.46
1.209006792,51718118,3.2
1.209006797,51718179,990.0
1.20900686,8827537,100.0
1.20900686,10349398,1.01
1.209007208,12195035,1.58
1.209007208,15567452,1.2
1.209007209,9629304,1.49
1.209007209,13370443,2.5
1.209007217,6176340,1.03
1.209007221,51477225,1.09
1.209007222,9624494,1.13
1.209007231,6098095,1.52
1.209007231,41528748,1.01
1.209007262,17172659,1.59
1.209007262,51718208,2.68
1.209010531,7659623,2.08
1.209010531,10902223,1000.0
1.209012396,11306186,3.85
1.209012396,25081793,1.35
1.209012462,44902320,1.01
1.209012462,51890620,1.79
1.209021383,22229228,34.0
1.209021383,43291463,1.03
1.209023329,9048008,1.35
1.20902345,10410354,1.2
1.209024642,49410416,2.72
1.209024642,51899742,1.59
1.209024643,16791661,1.24
1.209024643,51899743,5.2
1.20902466,48587374,9.2
1.20902466,51899745,1.12
1.209024668,50047632,1.03
1.209026107,41176811,1.02
1.209026107,51540684,3.0
1.209026115,8507684,1.23
1.209026115,50253119,5.3
1.209026116,12008511,1.27
1.209026124,13350898,3.4
1.209026124,38568701,1.41
1.209026301,9193006,1.18
1.209026301,13203243,28.0
1.209026826,9625979,1.02
1.209029796,8284716,2.6
1.209029796,40835377,1.66
1.20902996,2263640,3.9
1.20902996,6215852,1000.0
1.20903012,9625979,26.0
1.20903012,10777073,1.04
1.209033538,20357631,2.04
1.209033645,8874195,1.73
1.209033646,8173039,34.0
1.209033646,11878711,1.03
1.209033647,2257536,1.23
1.209033647,10109487,4.8
1.209033793,9433880,100.0
1.209033793,9633532,1.01
1.209033794,10957895,36.0
1.209033794,41716022,1.03
1.209033926,8842202,1.42
1.209033926,9634851,3.35
1.209034011,47858709,11.0
1.209034054,8173038,4.4
1.209034054,8622401,1.28
1.209034097,7593283,1.37
1.209034097,11665114,990.0
1.20903414,8257852,4.4
1.20903414,8284524,1.25
1.20903445,10413684,5.8
1.20903445,13268612,1.17
1.209034451,7066925,1.65
1.209034451,10082229,2.52
1.209034454,8890205,1.01
1.209034557,6579389,1.15
1.209034557,9499063,6.8
1.209034593,9454905,1.35
1.209034665,7287667,4.4
1.209034665,7797764,1.29
1.209034708,3691700,1.2
1.209034708,8491683,110.0
1.209034751,2426230,4.3
1.209034751,9631609,1.31
1.209035376,9634024,17.5
1.209035376,10760646,1.06
1.209035527,25989805,4.9
1.209035531,6344314,2.3
1.209035531,19924827,1.73
1.20903565,7364095,50.0
1.20903565,19924835,1.16
1.209035742,7287668,1.04
1.209035742,10555106,26.0
1.209035744,7444795,110.0
1.209035744,8639275,1.01
1.209035828,10109524,1.68
1.209035828,11114091,2.4
1.209037363,9712876,2.76
1.209037363,11204259,1.02
1.209038822,19544753,1.92
1.209038822,27752969,2.08
1.209038823,6603898,1.01
1.209038823,9630445,100.0
1.209038824,9196749,1.37
1.209038824,45377348,3.7
1.209038927,8842295,1.27
1.209038927,12646384,4.7
1.209038928,4903598,18.0
1.209038928,9629296,1.03
1.209039038,8941910,1.01
1.209039038,10410254,100.0
1.209039123,7031400,2.24
1.209039123,16570658,1.8
1.209039124,8266399,3.25
1.209039124,40400880,1.45
1.209039209,9631178,2.28
1.209039209,21067270,1.78
1.209039765,10902197,1.62
1.209039765,19063940,2.5
1.209041439,36157019,2.26
1.209048015,11094600,2.06
1.209048015,40919067,1.55
1.209048051,9345632,1.32
1.209048051,38384165,6.0
1.209048087,11700806,1.01
1.209048407,6199453,1.58
1.209048407,7083215,2.76
1.209048469,6603944,3.8
1.209048469,9628840,1.36
1.209049648,9629674,1.01
1.209049648,9638346,4.5
1.209049653,21910876,1.05
1.209049668,38604790,1.36
1.209049721,17647009,1.82
1.209049721,39932022,2.4
1.209049729,9626571,1.25
1.209049739,46056763,1.11
1.209049739,46425923,8.6
1.209049802,39980204,1.02
1.209049814,25327214,1.03
1.209049814,51526132,21.0
1.209049863,41528748,22.0
1.209049863,43291463,1.01
1.209049872,42270549,1.3
1.209051831,9627040,1.01
1.209055944,51477250,1.08
1.209055947,8443409,1.3
1.209055947,10192039,4.4
1.209055949,9301994,2.98
1.209055949,15912726,1.5
1.209056111,26190056,6.8
1.209056111,39327237,1.17
1.209056114,36575695,100.0
1.209056122,44982563,2.04
1.209056125,51920991,100.0
1.209056474,9629967,21.0
1.209056474,27405701,1.05
1.209056619,8859306,1.01
1.209056619,39460566,1000.0
1.209056872,7797771,7.6
1.209059075,5617034,1.92
1.209059075,10460261,1.98
1.2090618,44902320,3.95
1.2090618,51718172,1.44
1.209063662,10082229,2.0
1.209063662,19544747,1.96
1.209066911,7593283,1.04
1.209066911,8842202,26.0
1.209068285,8284524,10.0
1.209068285,13268612,1.11
1.209070971,8622401,1.28
1.209070971,20357631,4.3
1.209073595,9626571,4.2
1.209073595,28140446,1.32
1.209073868,9627362,8.6
1.209073868,46408841,1.13
1.209074142,7287667,1.01
1.209074142,8890205,110.0
1.209074463,8444055,4.7
1.209074463,8679651,1.27
1.209074599,9631609,1.24
1.209074599,41716022,4.9
1.20907604,4822931,17.0
1.20907604,24432273,2.3
1.209076041,8979622,36.0
1.209076042,12271448,150.0
1.209076042,19063940,1.63
1.209076139,9634468,3.2
1.209076139,10902197,1.44
1.20907614,8326752,1.01
1.20907614,11204259,100.0
1.209076345,9042437,1.45
1.209076345,16241314,3.1
1.209076568,10777073,4.0
1.209078057,9633219,1.19
1.209078695,26299669,1.01
1.20907938,9633532,50.0
1.20907938,11878711,1.01
1.20908315,9632760,1.24
1.209083151,9042334,1.12
1.209083385,17485278,1.01
1.209086993,9630566,1.11
1.209087,18848629,1.01
1.209087002,10874373,1.01
1.209087003,10166457,1.06
1.209087004,15912726,2.3
1.209087004,18874354,1.01
1.209087005,9301994,1.75
1.209087007,8461060,1.07
1.209087008,9627582,1.1
1.209087009,11600467,1.02
1.209087111,9638756,1.02
1.209087111,47815440,40.0
1.209087115,41664645,2.6
1.209087115,44982563,1.62
1.209087117,43339463,17.5
1.209087117,50910789,1.06
1.209087118,26190056,1.02
1.209087118,43184823,100.0
1.20908736,25245259,1.81
1.20908736,51718201,2.2
1.209090337,19921770,1.12
1.209093923,48014824,1.01
1.209093945,18849368,2.1
1.209094042,2263640,1000.0
1.209094042,10349398,1.53
1.209098092,10916193,3.05
1.209098092,43291463,1.62
1.209098418,9636499,1.01
1.209098418,12024071,95.0
1.20909842,9627512,2.48
1.209101622,7659623,260.0
1.209101622,9193006,1.3
1.209101629,2395163,1.01
1.209101629,15936455,10.0
1.209103131,5617034,2.84
1.209103131,7414305,1.54
1.209103135,8842202,1.67
1.209103211,8622401,1.15
1.209103219,8679651,1.18
1.209103219,36157024,6.4
1.209103303,9633253,1.32
1.209103303,11878711,4.2
1.209103346,7593283,3.6
1.209103346,11942150,1.37
1.209103389,9635456,1.46
1.209105707,8639275,2.0
1.209105707,19924827,2.0
1.209108989,3691700,2.16
1.209108989,3911345,36.0
1.209108992,11694730,1.6
1.209108992,19544747,2.68
1.209108993,8427047,2.82
1.209108993,9631609,1.55
1.209109103,13268612,6.0
1.209109103,38374961,1.19
1.209109204,7287667,1.06
1.209109204,8813394,15.5
1.20911283,10902197,3.3
1.20911283,14534269,1.41
1.209114629,6181532,1.02
1.209114629,7216519,50.0
1.209116689,9630879,1.58
1.209116689,26309941,15.0
1.209116699,6603898,1.02
1.209116699,8941910,55.0
1.209117075,9627362,50.0
1.209117075,19945794,1.02
1.209117078,9624951,1.1
1.209117731,51918660,1.48
1.209117732,26299669,1.25
1.209117732,35998305,5.0
1.209117733,40919067,1.4
1.20911795,17982600,3.9
1.20911795,20942410,1.35
1.209117951,9627318,1.4
1.209119077,9627582,1.01
1.209119697,47789354,1.18
1.2091197,10293942,1.47
1.209123989,51333666,1.57
1.209125369,9952754,3.35
1.209125369,19921770,1.42
1.209125934,7083215,430.0
1.209125934,9628840,1.21
1.209128105,9633710,2.02
1.209128281,9589287,2.9
1.209128281,44980741,1.46
1.209128449,9630786,1.22
1.209128545,36215788,1.65
1.209128842,12421634,1.58
1.209129144,20586651,1.01
1.209129145,11246929,1.05
1.209129154,14985656,4.8
1.209129154,27458431,1.15
1.209129936,9712858,1.06
1.209129939,10583361,3.9
1.209130012,8957119,1.02
1.209130012,20357631,50.0
1.209130782,8413748,1.25
1.209130782,39649545,5.0
1.209131025,9630125,1.33
1.209131025,36595589,4.1
1.20913103,28168218,1.18
1.209131031,9624668,8.6
1.20913247,51718194,3.8
1.209133351,9528104,1.67
1.209133351,39674146,1.28
1.209133353,9628613,2.16
1.209133465,28663482,2.5
1.209133466,11533976,7.6
1.209133847,11694730,1.3
1.209134319,2249229,1.07
1.209134319,8859306,15.0
1.209134325,7414305,55.0
1.209134325,8842202,1.01
1.209135562,41621960,2.48
1.209135562,51899746,1.67
1.209135631,10801690,1.5
1.209135631,25166038,2.96
1.209136826,7287668,1.55
1.209136826,8957119,2.6
1.209137744,10019737,1.18
1.209137755,9631252,6.0
1.20913809,8444055,2.12
1.20913809,11942150,1.01
1.2091381,7031400,1.03
1.2091381,7335936,34.0
1.209138576,8226987,1.65
1.209138576,8326744,2.58
1.209138619,7287667,1.07
1.209138619,8890205,17.0
1.209138662,10347152,1.69
1.209138664,11318204,2.28
1.209138664,39574784,1.78
1.209138913,3691700,4.3
1.209138913,40400880,1.05
1.209139564,8622401,1.4
1.209139564,25989805,3.45
1.209139585,9629296,34.0
1.209139585,38374961,1.03
1.209143105,11772759,21.0
1.209143105,14833204,2.44
1.209143148,8842295,1.56
1.209143661,16791661,1.25
1.209143661,50047632,990.0
1.209143662,8679651,1.49
1.209143852,9196749,3.75
1.209143852,27752969,1.38
1.209143938,8326752,1.54
1.209143938,19063940,2.84
1.209143981,9635538,1.44
1.209143981,24432273,2.96
1.20914404,39932022,15.0
1.20914404,40484557,1.07
1.209144043,28140446,1.41
1.209144317,2257536,34.0
1.209144317,11878711,1.03
1.209144689,9034638,1.84
1.209144689,51333666,2.2
1.209144695,17982600,100.0
1.209144695,38384165,1.01
1.209144697,9345632,1.05
1.209144699,35998305,1.05
1.209144737,15265294,7.0
1.209145928,9042437,5.7
1.209145928,42313580,1.22
1.209146151,43536673,1.41
1.209146803,8686702,1.21
1.209146803,44902320,5.5
1.209146808,25245259,1.01
1.209146808,38604790,130.0
1.209147036,11114091,6.0
1.209147036,19924835,1.01
1.209148211,41264340,1.5
1.209148211,51882144,2.98
1.209149512,47815440,1.52
1.209149582,10349606,1.01
1.209150799,45665052,1.36
1.209150802,39658324,1.66
1.209150802,47789354,2.5
1.20916063,13370443,2.92
1.20916063,27046851,1.52
1.209162428,10347563,1.36
1.20916243,11445433,1.51
1.209162431,36215788,1.12
1.209162432,11246929,1.63
1.209162433,11152438,1.45
1.209162477,43291463,1.93
1.209162477,51718194,1.01
1.209162483,10801690,1.51
1.209162485,15156097,1.01
1.209162489,9631281,1.2
1.209162489,26421501,3.0
1.209165383,27458431,1.23
1.209165385,25990991,1.06
1.209167308,9712889,1.18
1.209167309,9630786,1.41
1.209167466,9408995,2.72
1.209167466,9636499,1.58
1.209168615,11096159,1.9
1.209168615,39980204,2.1
1.209168617,11569638,1.51
1.209168625,9042352,1.99
1.209168634,20603156,1.01
1.209168635,9637472,1.7
1.209169727,12008511,1.02
1.209169727,51900167,26.0
1.209170446,9628840,1.01
1.209170446,10349398,1000.0
1.209170631,2395163,15.0
1.209170631,21910876,1.01
1.209171809,8842202,1.01
1.209171809,25989805,36.0
1.20917181,9568426,1.66
1.20917181,51899742,2.5
1.209172171,9626849,2.7
1.209172171,16857703,1.58
1.209172304,11694730,2.46
1.209172304,38374961,1.73
1.20917316,8679651,1.32
1.20917316,11942150,4.5
1.209173705,7287667,1.01
1.209173705,40400880,100.0
1.209178305,41176811,6.8
1.209178305,51900169,1.17
1.209178309,51899745,2.46
1.209178309,51899748,1.68
1.209178511,8957119,2.36
1.209178511,11878711,1.8
1.209178652,9630879,9.2
1.209178652,14534269,1.15
1.209178796,6603898,8.6
1.209178796,9196749,1.13
1.209178801,14833204,1.59
1.209178801,24432273,100.0
1.209179059,22796160,1.16
1.209179059,51899746,7.0
1.209179572,8639275,3.3
1.209179572,19924835,1.41
1.209179651,8226987,1.03
1.209179651,42313580,26.0
1.209179694,7031400,44.0
1.209179694,8842295,1.01
1.209180515,17285300,2.56
1.209180515,51882146,1.64
1.209180819,6181532,2.32
1.209180819,8326752,1.01
1.209183564,12645211,1.29
1.209183637,11094600,1.22
1.209183638,26299669,1.01
1.209184776,8845094,1.2
1.209184776,41264340,6.0
1.209185859,13263303,1.1
1.209185859,46079805,11.0
1.209186474,46425923,290.0
1.209186493,8285611,1.34
1.209186493,9626571,3.95
1.209186499,9624951,1.1
1.209190978,10166457,2.2
1.209190978,11979489,1.83
1.209194996,20437921,1.02
1.209194998,8686702,1.13
1.209194998,25245259,1000.0
1.209195573,9630786,1.28
1.209195573,11569638,4.6
1.209195576,9626799,2.62
1.209195576,26071603,1.61
1.20919558,8926931,1.01
1.20919558,11152438,9.2
1.209197625,15912726,1.18
1.209197626,8443409,1.79
1.209197629,9638756,1.11
1.209197629,10349606,10.0
1.209197854,41120486,1.04
1.209197854,41506165,26.0
1.209204973,9636509,1.01
1.209205488,2249229,1.01
1.209205488,9193006,410.0
1.209207962,7445998,8.6
1.209207962,18848952,1.13
1.209207964,3172285,11.0
1.209207964,35532661,1.1
1.209207966,5499363,1.04
1.209207966,9419239,100.0
1.209208147,10348021,200.0
1.209208147,40675258,1.28
1.209208149,8244519,1.01
1.209208149,12337426,3.65
1.209208161,10349578,1.01
1.209208161,43138913,100.0
1.209208735,6092292,11.0
1.209208735,9629680,1.01
1.20920878,9628460,1.03
1.20920878,18849487,36.0
1.20921039,2453959,1.01
1.20921039,13601101,11.0
1.209210433,8887201,3.1
1.209210433,9633124,1.48
1.209210519,15987415,1.01
1.209211514,8507684,1.69
1.20922146,16791661,1.13
1.20922146,22796160,8.6
1.209224786,10166446,3.4
1.209224786,10942984,5.0
1.209224788,8173632,1.77
1.209224788,42315957,200.0
1.209224791,22088831,1.05
1.209224884,10350258,1.01
1.209224884,18848679,12.5
1.209224896,2309567,1.95
1.209224896,10410363,34.0
1.209224907,5619012,21.0
1.209224907,9607742,1.05
1.209225041,9628769,1.84
1.209225041,12737413,1.01
1.209225046,8444351,1.8
1.209225046,10874403,2.26
1.20922505,7289620,10.5
1.209225173,9342449,1.94
1.209225173,9629258,1.97
1.209225175,4597116,34.0
1.209225175,27187697,1.01
1.209225179,7593369,1.67
1.209231359,8842295,1.02
1.209231359,9196749,3.45
1.209231402,8679651,1.23
1.209231402,8842202,200.0
1.209231837,38374961,1.31
1.20923188,51899748,1.76
1.20923235,8226987,2.1
1.20923235,8326752,1.92
1.209233655,11878711,4.5
1.209233655,19924835,1.31
1.209234315,26408303,1.11
1.209234321,39460570,1.25
1.209234322,17982600,5.0
1.209234322,38390095,1.25
1.209234413,35998305,1.15
1.209234415,38737303,2.14
1.209234415,51935020,2.84
1.209234463,22463492,1.01
1.20923449,9345632,13.5
1.20923449,9627318,1.08
1.209240837,14534269,1.01
1.209240837,14833204,100.0
1.209256188,8839047,1.63
1.209256232,10874373,4.3
1.209256232,11088152,1.3
1.209263159,27458431,1.3
1.209263159,49320366,4.3
1.209264302,11246929,1.81
1.209264927,9628460,1.01
1.209264927,9629680,3.95
1.209265192,9624525,1.01
1.209266245,26323542,1.5
1.20926625,7283330,50.0
1.20926625,10460213,1.02
1.209266344,10410236,1.35
1.209266344,11352578,3.9
1.209266464,7689554,1.05
1.209266464,17980077,50.0
1.209266465,7066935,50.0
1.209266465,10500847,1.02
1.209266552,5858048,34.0
1.209266552,9630951,1.03
1.209267289,30048222,5.0
1.209267289,37862550,1.25
1.20926729,10166477,1.1
1.20926729,10851409,15.0
1.209267373,8939667,1.09
1.209267373,11905615,12.0
1.209267385,43659143,8.6
1.20926754,9629302,1.08
1.209267547,9634993,2.12
1.209267683,31132770,1.15
1.209267683,40097236,7.8
1.209267686,8939665,17.5
1.209267686,35621003,1.06
1.209267815,10349578,1.74
1.209268256,9627570,1.68
1.209269793,9633124,1.93
1.209269793,15987415,1.01
1.209271965,7659425,1.01
1.209271965,8619018,34.0
1.209271973,5300861,1.01
1.209271973,6390243,200.0
1.209272251,8714569,1.67
1.209272251,11352357,2.64
1.209274704,9631526,1.61
1.209274704,25097836,2.74
1.209274832,18848952,2.14
1.209274832,35532661,1.88
1.209276798,2346703,1.01
1.209276798,3622052,34.0
1.209277066,2263692,120.0
1.209277066,11024005,1.01
1.20927755,6390239,1.3
1.20927755,9304691,990.0
1.209279244,9635566,3.4
1.209279244,10372262,1.4
1.209288317,9568426,1.79
1.209288317,16791661,2.12
1.209289692,9342449,110.0
1.209289692,22088831,1.41
1.209291124,8842295,1.61
1.209293619,8326752,1.5
1.209293619,14534269,3.0
1.209295239,38390095,1.2
1.209295239,51935020,1.05
1.209295762,9627318,26.0
1.209295762,40919067,1.04
1.20929581,8575039,1.04
1.20929581,8941910,26.0
1.209295814,11665081,2.66
1.209295825,11094600,2.22
1.209295825,12645211,1.82
1.20929592,7366936,50.0
1.209296065,2309796,3.0
1.209296065,5626816,1.44
1.209296066,5617034,1.02
1.209296066,9712888,3.1
1.209296067,8428332,290.0
1.209296192,9629296,1.72
1.209296192,36157024,1.02
1.209296323,9433864,1.03
1.209296323,40762727,7.0
1.209296324,9634851,1.03
1.209296324,10082229,50.0
1.209296325,7797764,1.23
1.209296325,10902137,100.0
1.209296453,9630445,1.56
1.209296454,8813394,1.56
1.209296454,9628967,2.6
1.209296797,2397396,1.68
1.209296797,9634158,2.36
1.209296798,8304957,1.01
1.209296798,39580688,34.0
1.209296883,9628959,1.44
1.209296883,10460261,3.25
1.209296884,7593283,1.53
1.209296884,8575032,1.01
1.209296969,7797772,1.18
1.209296969,9630844,6.4
1.209297229,9633219,1.01
1.209297846,12008511,1.32
1.209297846,51900169,4.1
1.209298839,6579389,1.9
1.209298843,3911345,1.82
1.209298843,45377348,2.22
1.209298951,10303673,1.96
1.209298952,15313770,1.13
1.209298953,7534093,1.02
1.209299226,5595356,1.04
1.209299227,9632770,1.17
1.209299227,14833271,10.0
1.209299355,9634691,3.05
1.20929944,20955021,1.07
1.209299565,21256256,1.32
1.209299565,47353174,4.1
1.209299566,9454905,100.0
1.209299566,11313212,1.01
1.209299788,8477117,1.01
1.209299788,19931598,100.0
1.209299831,41342852,130.0
1.209300504,8679651,110.0
1.209300504,19924835,1.01
1.209300565,27187697,1.01
1.209300609,9238634,1.49
1.209300609,10220619,34.0
1.209300639,10928881,1.01
1.209300639,36613848,26.0
1.20930307,10410388,1.53
1.20930307,13268651,2.74
1.209303512,4500370,1.34
1.209303512,10992647,990.0
1.209304371,9952748,1.52
1.209304371,11313209,2.94
1.209304456,2309567,1000.0
1.209304456,10166446,1.7
1.209304505,7083093,1.36
1.209304505,8304360,3.85
1.209304847,9607742,1.58
1.209304848,9306686,1.14
1.209304848,9379557,8.0
1.209309142,8732285,490.0
1.209309142,38374902,1.43
1.209309143,13516957,1.33
1.209309143,20832449,4.0
1.209309146,2923247,1.01
1.209309146,13534520,100.0
1.2093094,24432226,1.73
1.209309401,11600970,15.0
1.209309401,12687726,1.01
1.209309402,8258569,2.5
1.209309402,19924833,1.66
1.209309529,8713732,1.08
1.20930953,3705838,2.66
1.20930953,11376542,1.54
1.209314816,9624854,2.26
1.209314816,25989805,1.79
1.20931486,4994250,1.24
1.20931486,14833284,5.5
1.209314991,9953384,1.06
1.209314991,11928538,17.5
1.209315075,8700174,1.4
1.209315075,38599044,3.65
1.209316521,8347750,1.2
1.20932203,35621003,3.2
1.20932203,37862550,1.01
1.209325362,11063535,1.96
1.209327295,8939667,10.0
1.209327295,9634993,1.11
1.209328871,10166477,1.01
1.209328871,12154063,100.0
1.209328916,45284057,1.62
1.209329161,20008198,1.01
1.209333764,8926931,1.01
1.209335838,10349578,4.1
1.209335838,13578400,1.27
1.209335851,9628460,100.0
1.209335851,9631543,1.01
1.209336566,27458431,1.37
1.209337347,52123642,1.01
1.209339269,7534093,100.0
1.209339269,9598907,1.01
1.2093405,8477117,2.26
1.209340546,9632770,8.0
1.209340546,20955021,1.14
1.209340593,12819784,17.5
1.209340593,18100103,1.06
1.209341955,9634158,2.6
1.209341955,9634851,1.62
1.209342017,7234181,1.8
1.209342017,8575032,1.01
1.209342646,15313770,3.05
1.209342646,20955040,1.46
1.209342925,11376542,1.2
1.209342925,11905647,6.0
1.209344504,5595356,1.06
1.209344504,6579389,1.3
1.209344726,14967196,1.01
1.209344726,35740984,1.57
1.209344897,10166446,150.0
1.209344901,10350258,34.0
1.209344901,11173943,1.01
1.209344905,8173632,990.0
1.209344905,9028621,3.0
1.209345179,6596301,2.9
1.209345179,22088831,1.53
1.209345687,13268612,2.16
1.209345687,21256256,1.84
1.209345783,52137912,1.07
1.209345783,52137913,10.0
1.20934624,7797772,17.5
1.20934624,8304957,1.07
1.2093489,10885505,1.42
1.2093489,11665081,3.6
1.209349426,13516957,26.0
1.209349426,24432226,1.05
1.209349651,2923247,1.18
1.209349651,4943481,7.2
1.209349768,5617034,990.0
1.209349814,11313209,100.0
1.209349814,21914316,1.01
1.209349817,9306686,990.0
1.209349817,9632169,1.01
1.209350716,9636285,1.25
1.209350723,42270337,1.18
1.209351231,8258569,4.1
1.209351231,8713732,1.32
1.209363557,18100103,6.2
1.209364808,8460170,1.08
1.209364808,12687726,12.0
1.209369458,15912726,1.41
1.20936946,15912840,1.57
1.209369462,20008198,1.12
1.209369462,51477250,1.17
1.209369465,8395357,1.11
1.209369467,6458671,1.01
1.20937431,17517563,1.01
1.209374311,13325706,1.58
1.209374929,39574784,1.02
1.209374931,9151667,1.12
1.209382197,25078247,1.28
